season,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,available_flag,season_start,season_end
2019-20,1610612758,SAC,Sacramento Kings,21901310,2020-08-13T00:00:00,SAC @ LAL,W,48.0,40.5,71.3,0.568,15.8,35.3,0.447,5.3,9.0,0.583,6.8,26.3,33.0,27.8,11.3,9.0,1.5,0.8,11.3,13.5,102.0,10.5,1,1,1,1,139,8,274,52,19,70,320,2048,1972,2033,1152,863,1050,14,1109,122,1766,37,152,1463,48,303,1,2019,2020
2019-20,1610612763,MEM,Memphis Grizzlies,21901311,2020-08-13T00:00:00,MEM vs. MIL,W,48.0,33.8,67.5,0.5,9.8,24.8,0.394,12.0,17.3,0.696,6.8,34.5,41.3,27.0,13.5,3.0,2.3,2.3,13.5,16.5,89.3,9.8,1,1,1,1,139,345,766,492,746,1080,695,1185,954,1639,1152,52,118,20,1658,1826,1447,372,507,678,503,335,1,2019,2020
2019-20,1610612742,DAL,Dallas Mavericks,21901313,2020-08-13T00:00:00,DAL @ PHX,L,48.0,29.3,66.8,0.438,6.0,19.5,0.308,12.0,14.3,0.842,8.3,24.0,32.3,12.8,8.3,2.3,3.0,3.0,13.5,10.5,76.5,-19.5,1,1060,1060,1060,139,1224,878,1369,1771,1809,1508,1185,1409,510,690,1352,1178,1964,370,1989,1112,691,507,1970,1612,2040,1,2019,2020
2019-20,1610612747,LAL,Los Angeles Lakers,21901310,2020-08-13T00:00:00,LAL vs. SAC,L,48.0,36.0,73.5,0.49,11.3,26.3,0.429,8.3,11.3,0.733,11.3,24.0,35.3,21.8,12.8,4.5,0.8,1.5,13.5,11.3,91.5,-10.5,1,1060,1060,1060,139,132,114,623,394,823,407,1786,1785,1409,145,1352,680,297,1495,1333,1986,143,507,1877,358,1785,1,2019,2020
2019-20,1610612753,ORL,Orlando Magic,21901312,2020-08-13T00:00:00,ORL vs. NOP,W,48.0,36.0,63.0,0.571,11.3,21.0,0.536,16.5,22.5,0.733,4.5,20.3,24.8,18.8,9.0,4.5,1.5,3.0,16.5,16.5,99.8,4.5,1,1,1,1,139,132,1529,42,394,1655,44,468,338,1409,1775,1919,2036,804,549,1333,1766,691,1267,678,73,714,1,2019,2020
2019-20,1610612762,UTA,Utah Jazz,21901314,2020-08-13T00:00:00,UTA vs. SAS,W,48.0,35.3,75.8,0.465,11.3,34.5,0.326,6.8,7.5,0.9,9.0,23.3,32.3,18.8,6.8,5.3,3.8,6.0,17.3,15.0,88.5,4.5,1,1,1,1,139,186,49,981,394,88,1340,1949,2056,182,515,1496,1178,804,131,1045,782,1812,1453,1071,557,714,1,2019,2020
2019-20,1610612740,NOP,New Orleans Pelicans,21901312,2020-08-13T00:00:00,NOP @ ORL,L,48.0,36.0,65.3,0.552,7.5,25.5,0.294,15.8,20.3,0.778,6.8,23.3,30.0,16.5,9.8,4.5,3.0,1.5,16.5,16.5,95.3,-4.5,1,1060,1060,1060,139,132,1128,111,1381,959,1627,553,554,1045,1152,1496,1542,1336,715,1333,1112,143,1267,678,184,1342,1,2019,2020
2019-20,1610612759,SAS,San Antonio Spurs,21901314,2020-08-13T00:00:00,SAS @ UTA,L,48.0,29.3,59.3,0.494,7.5,15.0,0.5,18.0,27.0,0.667,6.8,26.3,33.0,18.0,11.3,3.0,6.0,3.8,15.0,17.3,84.0,-4.5,1,1060,1060,1060,139,1224,1919,614,1381,2072,85,311,75,1757,1152,863,1050,984,1109,1826,180,1028,858,511,930,1342,1,2019,2020
2019-20,1610612756,PHX,Phoenix Suns,21901313,2020-08-13T00:00:00,PHX vs. DAL,W,48.0,36.8,66.8,0.551,10.5,25.5,0.412,12.0,15.8,0.762,5.3,28.5,33.8,25.5,4.5,4.5,3.0,3.0,10.5,13.5,96.0,19.5,1,1,1,1,139,97,878,116,546,959,550,1185,1187,1177,1603,462,917,45,18,1333,1112,691,86,1463,159,71,1,2019,2020
2019-20,1610612738,BOS,Boston Celtics,21901308,2020-08-13T00:00:00,BOS vs. WAS,L,48.0,26.3,66.0,0.398,6.0,26.3,0.229,9.0,10.5,0.857,9.8,28.5,38.3,16.5,14.3,6.0,5.3,4.5,14.3,14.3,67.5,-4.5,1,1060,1060,1060,139,1798,1019,1857,1771,823,1980,1670,1862,397,349,462,311,1336,1783,769,316,1359,668,1289,2030,1342,1,2019,2020
2019-20,1610612757,POR,Portland Trail Blazers,21901309,2020-08-13T00:00:00,POR @ BKN,W,48.0,37.5,78.0,0.481,9.8,29.3,0.333,15.8,18.0,0.875,10.5,21.0,31.5,18.8,6.8,7.5,3.0,3.8,15.8,17.3,100.5,0.8,1,1,1,1,139,59,19,760,746,421,1243,553,849,297,219,1847,1292,804,131,343,1112,1028,1060,511,64,1013,1,2019,2020
2019-20,1610612751,BKN,Brooklyn Nets,21901309,2020-08-13T00:00:00,BKN vs. POR,L,48.0,39.8,72.0,0.552,10.5,24.8,0.424,9.8,14.3,0.684,9.0,25.5,34.5,21.0,10.5,3.8,3.8,3.0,17.3,15.8,99.8,-0.8,1,1060,1060,1060,139,17,203,109,546,1080,452,1552,1409,1703,515,1048,793,406,890,1608,782,691,1453,860,73,1069,1,2019,2020
2019-20,1610612746,LAC,LA Clippers,21901307,2020-08-12T00:00:00,LAC @ DEN,W,48.0,34.5,63.8,0.541,10.5,27.8,0.378,13.5,17.3,0.783,4.5,25.5,30.0,21.8,6.0,8.3,0.8,2.3,18.8,14.3,93.0,9.8,1,1,1,1,139,250,1411,162,546,616,848,922,954,1014,1775,1048,1542,297,70,204,1986,372,1744,1289,290,335,1,2019,2020
2019-20,1610612743,DEN,Denver Nuggets,21901307,2020-08-12T00:00:00,DEN vs. LAC,L,48.0,32.3,65.3,0.494,9.8,26.3,0.371,9.0,14.3,0.632,6.8,24.8,31.5,24.8,9.0,3.0,2.3,0.8,14.3,18.8,83.3,-9.8,1,1060,1060,1060,139,583,1128,582,746,823,909,1670,1409,1928,1152,1212,1292,69,549,1826,1447,37,668,271,1009,1749,1,2019,2020
2019-20,1610612754,IND,Indiana Pacers,21901304,2020-08-12T00:00:00,IND @ HOU,W,48.0,30.0,75.0,0.4,8.3,23.3,0.355,12.8,16.5,0.773,9.0,31.5,40.5,18.8,11.3,11.3,5.3,4.5,18.8,15.0,81.0,3.0,1,1,1,1,139,1059,63,1836,1147,1329,1075,1047,1087,1077,515,164,151,804,1109,16,316,1359,1744,1071,1218,842,1,2019,2020
2019-20,1610612761,TOR,Toronto Raptors,21901305,2020-08-12T00:00:00,TOR @ PHI,W,48.0,30.0,67.5,0.444,13.5,32.3,0.419,20.3,30.0,0.675,8.3,27.0,35.3,21.0,9.0,6.0,5.3,7.5,17.3,21.8,93.8,3.0,1,1,1,1,139,1059,766,1283,112,190,504,129,23,1756,690,709,680,406,549,769,316,2028,1453,52,249,842,1,2019,2020
2019-20,1610612760,OKC,Oklahoma City Thunder,21901306,2020-08-12T00:00:00,OKC vs. MIA,W,48.0,29.3,66.8,0.438,12.0,31.5,0.381,16.5,20.3,0.815,10.5,27.0,37.5,15.0,12.0,5.3,3.0,1.5,14.3,17.3,87.0,0.8,1,1,1,1,139,1224,878,1369,283,240,827,468,554,726,219,709,389,1636,1314,1045,1112,143,668,511,677,1013,1,2019,2020
2019-20,1610612748,MIA,Miami Heat,21901306,2020-08-12T00:00:00,MIA @ OKC,L,48.0,31.5,64.5,0.488,10.5,31.5,0.333,12.8,15.0,0.85,4.5,25.5,30.0,18.0,9.0,10.5,1.5,3.0,17.3,14.3,86.3,-0.8,1,1060,1060,1060,139,737,1280,650,546,240,1243,1047,1300,456,1775,1048,1542,984,549,33,1766,691,1453,1289,738,1069,1,2019,2020
2019-20,1610612745,HOU,Houston Rockets,21901304,2020-08-12T00:00:00,HOU vs. IND,L,48.0,24.0,64.5,0.372,12.0,42.8,0.281,18.0,21.0,0.857,4.5,32.3,36.8,15.0,15.0,6.0,4.5,5.3,15.0,18.8,78.0,-3.0,1,1060,1060,1060,139,2014,1280,2009,283,3,1738,311,482,397,1775,122,457,1636,1882,769,513,1620,858,271,1484,1230,1,2019,2020
2019-20,1610612755,PHI,Philadelphia 76ers,21901305,2020-08-12T00:00:00,PHI vs. TOR,L,48.0,29.3,63.0,0.464,12.8,30.0,0.425,19.5,24.8,0.788,6.8,28.5,35.3,20.3,12.8,6.8,7.5,5.3,21.8,17.3,90.8,-3.0,1,1060,1060,1060,139,1224,1529,993,189,359,443,178,179,979,1152,462,680,531,1495,518,47,1620,2040,511,408,1230,1,2019,2020
2019-20,1610612751,BKN,Brooklyn Nets,21901297,2020-08-11T00:00:00,BKN @ ORL,W,48.0,28.5,66.8,0.427,9.8,32.3,0.302,14.3,18.0,0.792,6.0,29.3,35.3,19.5,11.3,6.8,3.0,2.3,15.0,18.0,81.0,9.0,1,1,1,1,139,1408,878,1533,746,190,1563,808,849,938,1393,362,680,670,1109,518,1112,372,858,387,1218,372,1,2019,2020
2019-20,1610612758,SAC,Sacramento Kings,21901302,2020-08-11T00:00:00,SAC vs. NOP,W,48.0,32.3,66.0,0.489,8.3,19.5,0.423,11.3,12.0,0.938,10.5,23.3,33.8,20.3,15.8,3.0,4.5,4.5,16.5,13.5,84.0,4.5,1,1,1,1,139,583,1019,646,1147,1809,467,1308,1702,70,219,1496,917,531,1963,1826,513,1359,1267,1463,930,714,1,2019,2020
2019-20,1610612755,PHI,Philadelphia 76ers,21901299,2020-08-11T00:00:00,PHI vs. PHX,L,48.0,34.5,69.8,0.495,11.3,24.8,0.455,7.5,10.5,0.714,8.3,17.3,25.5,21.0,6.8,3.8,3.0,2.3,15.0,13.5,87.8,-9.8,1,1060,1060,1060,139,250,443,558,394,1080,264,1869,1862,1527,690,2091,1990,406,131,1608,1112,372,858,1463,612,1749,1,2019,2020
2019-20,1610612749,MIL,Milwaukee Bucks,21901303,2020-08-11T00:00:00,MIL @ WAS,W,48.0,33.0,65.3,0.506,13.5,28.5,0.474,15.0,21.0,0.714,6.8,33.0,39.8,18.8,11.3,4.5,0.0,2.3,19.5,17.3,94.5,9.8,1,1,1,1,139,457,1128,460,112,512,181,663,482,1527,1152,94,194,804,1109,1333,2088,372,1851,511,219,335,1,2019,2020
2019-20,1610612753,ORL,Orlando Magic,21901297,2020-08-11T00:00:00,ORL vs. BKN,L,48.0,24.0,62.3,0.386,5.3,17.3,0.304,18.8,21.8,0.862,9.0,27.8,36.8,9.8,12.8,6.8,2.3,3.0,18.0,15.0,72.0,-9.0,1,1060,1060,1060,139,2014,1656,1947,1889,1991,1543,243,412,386,515,584,457,2100,1495,518,1447,691,1618,1071,1882,1707,1,2019,2020
2019-20,1610612756,PHX,Phoenix Suns,21901299,2020-08-11T00:00:00,PHX @ PHI,W,48.0,36.8,66.8,0.551,9.0,21.0,0.429,15.0,15.8,0.952,8.3,24.8,33.0,21.0,5.3,3.0,2.3,3.0,13.5,15.0,97.5,9.8,1,1,1,1,139,97,878,116,958,1655,407,663,1187,46,690,1212,1050,406,33,1826,1447,691,507,1071,112,335,1,2019,2020
2019-20,1610612764,WAS,Washington Wizards,21901303,2020-08-11T00:00:00,WAS vs. MIL,L,48.0,29.3,71.3,0.411,9.0,26.3,0.343,17.3,22.5,0.767,8.3,24.8,33.0,16.5,8.3,1.5,2.3,0.0,17.3,19.5,84.8,-9.8,1,1060,1060,1060,139,1224,274,1733,958,823,1200,388,338,1131,690,1212,1050,1336,370,2077,1447,1,1453,191,862,1749,1,2019,2020
2019-20,1610612763,MEM,Memphis Grizzlies,21901301,2020-08-11T00:00:00,MEM vs. BOS,L,48.0,26.3,66.8,0.393,5.3,21.8,0.241,22.5,28.5,0.789,10.5,22.5,33.0,19.5,6.0,6.0,3.0,5.3,11.3,20.3,80.3,-11.3,1,1060,1060,1060,139,1798,878,1897,1889,1555,1939,56,43,956,219,1624,1050,670,70,769,1112,1620,152,126,1284,1817,1,2019,2020
2019-20,1610612740,NOP,New Orleans Pelicans,21901302,2020-08-11T00:00:00,NOP @ SAC,L,48.0,31.5,61.5,0.512,5.3,18.0,0.292,11.3,14.3,0.789,3.8,21.8,25.5,18.8,14.3,6.0,4.5,4.5,13.5,16.5,79.5,-4.5,1,1060,1060,1060,139,737,1735,377,1889,1938,1647,1308,1409,956,1920,1753,1990,804,1783,769,513,1359,507,678,1351,1342,1,2019,2020
2019-20,1610612738,BOS,Boston Celtics,21901301,2020-08-11T00:00:00,BOS @ MEM,W,48.0,33.0,64.5,0.512,12.0,27.8,0.432,13.5,17.3,0.783,7.5,27.0,34.5,21.8,11.3,5.3,5.3,3.0,20.3,11.3,91.5,11.3,1,1,1,1,139,457,1280,390,283,616,393,922,954,1014,902,709,793,297,1109,1045,316,691,1937,1877,358,263,1,2019,2020
2019-20,1610612757,POR,Portland Trail Blazers,21901300,2020-08-11T00:00:00,POR @ DAL,W,48.0,34.5,73.5,0.469,11.3,28.5,0.395,20.3,21.8,0.931,9.0,27.0,36.0,13.5,6.0,6.8,2.3,3.8,23.3,17.3,100.5,2.3,1,1,1,1,139,250,114,914,394,512,679,129,412,88,515,709,548,1882,70,518,1447,1028,2086,511,64,900,1,2019,2020
2019-20,1610612759,SAS,San Antonio Spurs,21901298,2020-08-11T00:00:00,SAS vs. HOU,W,48.0,34.5,69.8,0.495,9.8,24.0,0.406,13.5,15.0,0.9,6.8,37.5,44.3,21.0,16.5,7.5,3.8,2.3,15.0,14.3,92.3,13.5,1,1,1,1,139,250,443,558,746,1203,592,922,1300,182,1152,7,32,406,2020,343,782,372,858,1289,321,197,1,2019,2020
2019-20,1610612745,HOU,Houston Rockets,21901298,2020-08-11T00:00:00,HOU @ SAS,L,48.0,27.0,66.8,0.404,10.5,36.0,0.292,14.3,15.8,0.905,3.0,24.8,27.8,13.5,13.5,10.5,2.3,3.8,14.3,15.0,78.8,-13.5,1,1060,1060,1060,139,1694,878,1797,546,47,1647,808,1187,166,2016,1212,1815,1882,1658,33,1447,1028,668,1071,1435,1910,1,2019,2020
2019-20,1610612742,DAL,Dallas Mavericks,21901300,2020-08-11T00:00:00,DAL vs. POR,L,48.0,31.5,60.8,0.519,15.0,33.0,0.455,20.3,24.8,0.818,3.8,24.0,27.8,21.0,12.8,3.0,3.8,2.3,17.3,23.3,98.3,-2.3,1,1060,1060,1060,139,737,1812,322,42,151,264,129,179,691,1920,1352,1815,406,1495,1826,782,372,1453,23,101,1170,1,2019,2020
2019-20,1610612754,IND,Indiana Pacers,21901295,2020-08-10T00:00:00,IND @ MIA,L,48.0,24.8,63.0,0.393,7.5,26.3,0.286,12.0,18.8,0.64,4.5,29.3,33.8,15.0,12.8,3.8,3.0,6.8,14.3,15.0,69.0,-16.5,1,1060,1060,1060,139,1953,1529,1900,1381,823,1684,1185,738,1904,1775,362,917,1636,1495,1608,1112,1955,668,1071,1991,1992,1,2019,2020
2019-20,1610612748,MIA,Miami Heat,21901295,2020-08-10T00:00:00,MIA vs. IND,W,48.0,33.0,73.5,0.449,9.8,30.0,0.325,9.8,14.3,0.684,9.8,34.5,44.3,21.8,10.5,8.3,6.8,3.0,15.0,14.3,85.5,16.5,1,1,1,1,139,457,114,1226,746,359,1348,1552,1409,1703,349,52,32,297,890,204,99,691,858,1289,803,114,1,2019,2020
2019-20,1610612743,DEN,Denver Nuggets,21901296,2020-08-10T00:00:00,DEN @ LAL,L,48.0,33.8,57.8,0.584,9.8,17.3,0.565,13.5,17.3,0.783,7.5,18.8,26.3,20.3,10.5,4.5,1.5,3.0,15.0,13.5,90.8,-2.3,1,1060,1060,1060,139,345,2004,25,746,1991,15,922,954,1014,902,2029,1951,531,890,1333,1766,691,858,1463,408,1170,1,2019,2020
2019-20,1610612760,OKC,Oklahoma City Thunder,21901292,2020-08-10T00:00:00,OKC @ PHX,L,48.0,26.3,67.5,0.389,9.8,29.3,0.333,13.5,15.8,0.857,6.0,24.0,30.0,18.0,14.3,7.5,1.5,5.3,17.3,17.3,75.8,-20.3,1,1060,1060,1060,139,1798,766,1930,746,421,1243,922,1187,397,1393,1352,1542,984,1783,343,1766,1620,1453,511,1669,2049,1,2019,2020
2019-20,1610612742,DAL,Dallas Mavericks,21901293,2020-08-10T00:00:00,DAL @ UTA,W,48.0,36.0,63.8,0.565,9.0,18.0,0.5,10.5,12.0,0.875,3.0,22.5,25.5,21.8,6.0,4.5,2.3,4.5,17.3,14.3,91.5,6.0,1,1,1,1,139,132,1411,62,958,1938,85,1450,1702,297,2016,1624,1990,297,70,1333,1447,1359,1453,1289,358,568,1,2019,2020
2019-20,1610612762,UTA,Utah Jazz,21901293,2020-08-10T00:00:00,UTA vs. DAL,L,48.0,29.3,61.5,0.476,15.8,34.5,0.457,11.3,15.0,0.75,8.3,20.3,28.5,21.0,9.0,3.8,4.5,2.3,14.3,17.3,85.5,-6.0,1,1060,1060,1060,139,1224,1735,826,19,88,261,1308,1300,1227,690,1919,1739,406,549,1608,513,372,668,511,803,1486,1,2019,2020
2019-20,1610612761,TOR,Toronto Raptors,21901294,2020-08-10T00:00:00,TOR @ MIL,W,48.0,31.5,72.8,0.433,9.0,30.0,0.3,13.5,19.5,0.692,12.0,29.3,41.3,18.0,10.5,8.3,4.5,4.5,20.3,15.8,85.5,6.0,1,1,1,1,139,737,154,1441,958,359,1571,922,648,1658,86,362,118,984,890,204,513,1359,1937,860,803,568,1,2019,2020
2019-20,1610612747,LAL,Los Angeles Lakers,21901296,2020-08-10T00:00:00,LAL vs. DEN,W,48.0,33.0,60.8,0.543,10.5,21.8,0.483,16.5,24.0,0.688,10.5,13.5,24.0,21.0,7.5,6.0,3.0,1.5,13.5,15.0,93.0,2.3,1,1,1,1,139,457,1812,153,546,1555,162,468,224,1686,219,2117,2062,406,242,769,1112,143,507,1071,290,900,1,2019,2020
2019-20,1610612756,PHX,Phoenix Suns,21901292,2020-08-10T00:00:00,PHX vs. OKC,W,48.0,31.5,66.8,0.472,12.8,25.5,0.5,20.3,21.8,0.931,9.0,30.8,39.8,21.8,15.0,8.3,5.3,1.5,17.3,17.3,96.0,20.3,1,1,1,1,139,737,878,870,189,959,85,129,412,88,515,217,194,297,1882,204,316,143,1453,511,159,62,1,2019,2020
2019-20,1610612749,MIL,Milwaukee Bucks,21901294,2020-08-10T00:00:00,MIL vs. TOR,L,48.0,24.8,63.0,0.393,10.5,32.3,0.326,19.5,26.3,0.743,8.3,28.5,36.8,18.8,14.3,3.0,4.5,4.5,15.8,20.3,79.5,-6.0,1,1060,1060,1060,139,1953,1529,1900,546,190,1344,178,104,1321,690,462,457,804,1783,1826,513,1359,1060,126,1351,1486,1,2019,2020
2019-20,1610612763,MEM,Memphis Grizzlies,21901286,2020-08-09T00:00:00,MEM @ TOR,L,48.0,27.8,68.3,0.407,10.5,31.5,0.333,8.3,12.0,0.688,7.5,24.0,31.5,18.0,16.5,10.5,2.3,5.3,20.3,17.3,74.3,-6.8,1,1060,1060,1060,139,1553,641,1773,546,240,1243,1786,1702,1686,902,1352,1292,984,2020,33,1447,1620,1937,511,1777,1555,1,2019,2020
2019-20,1610612746,LAC,LA Clippers,21901291,2020-08-09T00:00:00,LAC vs. BKN,L,48.0,33.8,69.8,0.484,9.8,27.0,0.361,12.8,15.0,0.85,7.5,21.8,29.3,17.3,7.5,6.0,1.5,3.8,14.3,18.8,90.0,-6.8,1,1060,1060,1060,139,345,443,698,746,726,1009,1047,1300,456,902,1753,1640,1186,242,769,1766,1028,668,271,456,1555,1,2019,2020
2019-20,1610612740,NOP,New Orleans Pelicans,21901287,2020-08-09T00:00:00,NOP vs. SAS,L,48.0,31.5,72.0,0.438,9.0,22.5,0.4,12.8,16.5,0.773,12.0,24.0,36.0,22.5,15.0,3.8,3.8,4.5,19.5,20.3,84.8,-6.8,1,1060,1060,1060,139,737,203,1379,958,1452,617,1047,1087,1077,86,1352,548,215,1882,1608,782,1359,1851,126,862,1555,1,2019,2020
2019-20,1610612758,SAC,Sacramento Kings,21901290,2020-08-09T00:00:00,SAC vs. HOU,L,48.0,30.8,65.3,0.471,7.5,27.8,0.27,15.0,17.3,0.87,3.8,27.0,30.8,21.8,13.5,6.8,1.5,2.3,16.5,13.5,84.0,-12.8,1,1060,1060,1060,139,883,1128,881,1381,616,1787,663,954,337,1920,709,1419,297,1658,518,1766,372,1267,1463,930,1884,1,2019,2020
2019-20,1610612760,OKC,Oklahoma City Thunder,21901285,2020-08-09T00:00:00,OKC vs. WAS,W,48.0,32.3,63.0,0.512,13.5,29.3,0.462,12.8,16.5,0.773,6.0,26.3,32.3,18.8,9.0,5.3,2.3,2.3,13.5,13.5,90.8,13.5,1,1,1,1,139,583,1529,384,112,421,231,1047,1087,1077,1393,863,1178,804,549,1045,1447,372,507,1463,408,197,1,2019,2020
2019-20,1610612753,ORL,Orlando Magic,21901288,2020-08-09T00:00:00,ORL @ BOS,L,53.0,27.8,69.3,0.402,10.2,31.9,0.319,14.9,17.7,0.846,8.2,27.2,35.3,16.3,9.5,4.8,2.7,4.8,17.0,12.9,80.8,-2.0,1,1060,1060,1060,13,1547,530,1833,731,238,1416,792,948,480,894,703,673,1491,706,1318,1429,1607,1443,1613,1278,1162,1,2019,2020
2019-20,1610612764,WAS,Washington Wizards,21901285,2020-08-09T00:00:00,WAS @ OKC,L,48.0,28.5,69.0,0.413,6.8,27.0,0.25,13.5,16.5,0.818,9.8,23.3,33.0,17.3,12.0,4.5,2.3,2.3,13.5,13.5,77.3,-13.5,1,1060,1060,1060,139,1408,537,1709,1594,726,1890,922,1087,691,349,1496,1050,1186,1314,1333,1447,372,507,1463,1554,1910,1,2019,2020
2019-20,1610612755,PHI,Philadelphia 76ers,21901289,2020-08-09T00:00:00,PHI @ POR,L,48.0,35.3,72.8,0.485,10.5,22.5,0.467,9.8,12.8,0.765,10.5,25.5,36.0,18.0,11.3,4.5,2.3,4.5,17.3,12.0,90.8,-2.3,1,1060,1060,1060,139,186,154,693,546,1452,209,1552,1595,1141,219,1048,548,984,1109,1333,1447,1359,1453,1752,408,1170,1,2019,2020
2019-20,1610612745,HOU,Houston Rockets,21901290,2020-08-09T00:00:00,HOU @ SAC,W,48.0,32.3,68.3,0.473,13.5,42.8,0.316,18.8,22.5,0.833,6.0,30.0,36.0,15.8,11.3,6.8,2.3,1.5,13.5,16.5,96.8,12.8,1,1,1,1,139,583,641,861,112,3,1436,243,338,549,1393,285,548,1497,1109,518,1447,143,507,678,130,210,1,2019,2020
