player_id,player,team_id,team,age,gp,g,fga_frequency,fgm,fga,fg_pct,efg_pct,fg2a_frequency,fg2m,fg2a,fg2_pct,fg3a_frequency,fg3m,fg3a,fg3_pct
202696,Nikola Vučević,1610612741,CHI,32.0,81,80,0.452,204,509,0.401,0.52,0.148,83,167,0.497,0.303,121,342,0.354
1629632,Coby White,1610612741,CHI,23.0,73,71,0.486,112,286,0.392,0.584,0.003,2,2,1.0,0.482,110,284,0.387
1630172,Patrick Williams,1610612741,CHI,21.0,81,79,0.389,110,261,0.421,0.625,0.012,4,8,0.5,0.377,106,253,0.419
203897,Zach LaVine,1610612741,CHI,28.0,76,73,0.178,101,243,0.416,0.613,0.009,5,12,0.417,0.169,96,231,0.416
201976,Patrick Beverley,1610612741,CHI,34.0,67,63,0.549,66,197,0.335,0.503,0.003,0,1,0.0,0.546,66,196,0.337
1630245,Ayo Dosunmu,1610612741,CHI,23.0,79,67,0.329,58,185,0.314,0.465,0.007,2,4,0.5,0.322,56,181,0.309
201942,DeMar DeRozan,1610612741,CHI,33.0,73,69,0.142,71,182,0.39,0.492,0.053,34,68,0.5,0.089,37,114,0.325
1627936,Alex Caruso,1610612741,CHI,29.0,66,58,0.504,54,142,0.38,0.56,0.021,3,6,0.5,0.482,51,136,0.375
1627884,Derrick Jones Jr.,1610612741,CHI,26.0,63,45,0.344,26,77,0.338,0.506,0.0,0,0,,0.344,26,77,0.338
1629750,Javonte Green,1610612741,CHI,29.0,32,19,0.315,12,34,0.353,0.529,0.0,0,0,,0.315,12,34,0.353
1631207,Dalen Terry,1610612741,CHI,20.0,37,13,0.271,4,19,0.211,0.316,0.0,0,0,,0.271,4,19,0.211
1630678,Terry Taylor,1610612741,CHI,23.0,31,12,0.24,5,18,0.278,0.417,0.0,0,0,,0.24,5,18,0.278
1628396,Tony Bradley,1610612741,CHI,25.0,11,6,0.545,3,6,0.5,0.75,0.091,0,1,0.0,0.455,3,5,0.6
1630250,Marko Simonovic,1610612741,CHI,23.0,6,4,0.857,1,6,0.167,0.25,0.286,0,2,0.0,0.571,1,4,0.25
1630637,Carlik Jones,1610612741,CHI,25.0,6,3,0.357,3,5,0.6,0.9,0.0,0,0,,0.357,3,5,0.6
203083,Andre Drummond,1610612741,CHI,29.0,67,5,0.018,0,5,0.0,0.0,0.007,0,2,0.0,0.011,0,3,0.0
1630792,Malcolm Hill,1610612741,CHI,27.0,4,1,0.75,1,3,0.333,0.5,0.0,0,0,,0.75,1,3,0.333
