season,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,available_flag,season_start,season_end,is_home,home,away,MON
2024-25,1610612762,UTA,Utah Jazz,22401195,2025-04-13,UTA @ MIN,L,48.0,40,89,0.449,16,42,0.381,9,11,0.818,9,31,40,24,14.0,6,5,9,15,16,105,-11.0,1,1231,1231,1231,121,1438,1176,1552,567,568,962,2256,2344,864,1566,1488,1715,1570,1092,1702,889,2275,398,1670,1790,1848,1,2024,2025,False,MIN,UTA,APR
2024-25,1610612762,UTA,Utah Jazz,22401181,2025-04-11,UTA vs. OKC,L,48.0,39,103,0.379,17,63,0.27,16,20,0.8,19,38,57,23,16.0,7,3,4,14,17,111,-34.0,1,1231,1231,1231,121,1609,77,2350,410,1,2141,1228,1301,1029,61,377,74,1759,1583,1360,1712,750,260,1444,1402,2407,1,2024,2025,True,UTA,OKC,APR
2024-25,1610612762,UTA,Utah Jazz,22401162,2025-04-09,UTA vs. POR,W,53.0,50,98,0.51,15,36,0.417,18,22,0.818,16,40,56,27,24.0,14,4,5,26,23,133,7.0,1,1,1,1,9,131,251,568,733,1366,565,889,1008,864,234,210,99,1013,2418,81,1274,1188,2319,300,150,795,1,2024,2025,True,UTA,POR,APR
2024-25,1610612762,UTA,Utah Jazz,22401136,2025-04-06,UTA @ ATL,L,48.0,45,87,0.517,20,47,0.426,24,28,0.857,7,25,32,29,10.0,10,4,3,18,19,134,-13.0,1,1231,1231,1231,121,564,1449,442,114,200,493,238,377,515,2024,2271,2378,687,264,539,1274,384,1018,971,126,1945,1,2024,2025,False,ATL,UTA,APR
2024-25,1610612762,UTA,Utah Jazz,22401119,2025-04-04,UTA @ IND,L,48.0,39,104,0.375,16,52,0.308,18,21,0.857,19,33,52,21,13.0,5,1,17,24,17,112,-28.0,1,1231,1231,1231,121,1609,59,2363,567,60,1815,889,1164,515,61,1131,267,2031,850,1998,2304,2459,2162,1444,1331,2355,1,2024,2025,False,IND,UTA,APR
2024-25,1610612762,UTA,Utah Jazz,22401107,2025-04-02,UTA @ HOU,L,48.0,40,94,0.426,10,40,0.25,15,23,0.652,10,29,39,25,10.0,7,6,6,14,18,105,-38.0,1,1231,1231,1231,121,1438,570,1903,1891,795,2236,1416,899,2193,1308,1807,1833,1358,264,1360,560,1573,260,1204,1790,2434,1,2024,2025,False,HOU,UTA,APR
2024-25,1610612762,UTA,Utah Jazz,22401089,2025-03-31,UTA @ CHA,L,48.0,39,96,0.406,14,52,0.269,14,15,0.933,14,27,41,25,10.0,13,2,5,15,14,106,-4.0,1,1231,1231,1231,121,1609,392,2143,934,60,2142,1571,2021,127,466,2068,1563,1358,264,137,2078,1188,398,2064,1723,1415,1,2024,2025,False,CHA,UTA,MAR
2024-25,1610612762,UTA,Utah Jazz,22401073,2025-03-28,UTA @ DEN,L,48.0,33,93,0.355,7,40,0.175,20,24,0.833,14,28,42,21,18.0,10,0,13,19,16,93,-36.0,1,1231,1231,1231,121,2321,664,2422,2338,795,2434,623,791,699,466,1951,1443,2031,1953,539,2427,2444,1258,1670,2330,2418,1,2024,2025,False,DEN,UTA,MAR
2024-25,1610612762,UTA,Utah Jazz,22401065,2025-03-27,UTA vs. HOU,L,48.0,43,79,0.544,11,23,0.478,13,17,0.765,3,30,33,29,16.0,5,5,5,20,14,110,-11.0,1,1231,1231,1231,121,866,2245,202,1661,2421,181,1755,1778,1438,2426,1652,2337,687,1583,1998,889,1188,1491,2064,1479,1848,1,2024,2025,True,UTA,HOU,MAR
2024-25,1610612762,UTA,Utah Jazz,22401050,2025-03-25,UTA vs. MEM,L,48.0,34,78,0.436,17,42,0.405,18,22,0.818,4,24,28,24,14.0,6,3,4,16,21,103,-37.0,1,1231,1231,1231,121,2258,2291,1766,410,568,700,889,1008,864,2385,2333,2453,1570,1092,1702,1712,750,570,575,1945,2427,1,2024,2025,True,UTA,MEM,MAR
