close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_lt_06,fga_lt_06,lt_06_pct,ns_lt_06_pct,plusminus
2585,Zaza Pachulia,1610612742,DAL,C,32.0,76,74,0.487,258,430,0.6,0.593,0.007
1717,Dirk Nowitzki,1610612742,DAL,F,38.0,75,74,0.391,220,393,0.56,0.593,-0.034
203939,Dwight Powell,1610612742,DAL,F-C,24.0,65,57,0.418,101,180,0.561,0.598,-0.037
101135,David Lee,1610612742,DAL,F-C,33.0,52,48,0.403,94,161,0.584,0.586,-0.002
101109,Raymond Felton,1610612742,DAL,G,32.0,80,63,0.203,91,139,0.655,0.594,0.061
202083,Wesley Matthews,1610612742,DAL,G-F,29.0,78,64,0.173,96,135,0.711,0.594,0.117
101114,Deron Williams,1610612742,DAL,G,32.0,65,52,0.198,96,131,0.733,0.581,0.151
202718,Chandler Parsons,1610612742,DAL,F,27.0,61,47,0.217,69,109,0.633,0.589,0.044
1626257,Salah Mejri,1610612742,DAL,C,30.0,31,27,0.544,45,105,0.429,0.597,-0.169
101111,Charlie Villanueva,1610612742,DAL,F,31.0,52,35,0.343,56,87,0.644,0.594,0.05
201580,JaVale McGee,1610612742,DAL,C,28.0,33,28,0.57,52,86,0.605,0.587,0.018
2734,Devin Harris,1610612742,DAL,G,33.0,64,44,0.218,60,82,0.732,0.576,0.156
200826,J.J. Barea,1610612742,DAL,G,32.0,74,46,0.141,50,69,0.725,0.586,0.139
1626147,Justin Anderson,1610612742,DAL,G-F,22.0,46,29,0.286,29,55,0.527,0.588,-0.061
202379,Jeremy Evans,1610612742,DAL,F,28.0,23,17,0.321,22,35,0.629,0.617,0.012
