season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,available_flag,min_sec,season_start,season_end
2020-21,1627885,Shaquille Harrison,Shaquille,1610612743,DEN,Denver Nuggets,42000234,2021-06-13T00:00:00,DEN vs. PHX,L,0.5283333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,933,933,933,1837,711,691,555,1226,1,1,1,1,521,1,1,1193,1720,1,0:32,2020,2021
2020-21,203210,JaMychal Green,JaMychal,1610612743,DEN,Denver Nuggets,42000234,2021-06-13T00:00:00,DEN vs. PHX,L,6.133333333333334,0,0,0,0,0,0,0,0,0,0,0,0,3.6,1,933,933,933,1529,711,691,555,1226,1,1,1,1,521,1,1,1193,1526,1,6:08,2020,2021
2020-21,201580,JaVale McGee,JaVale,1610612743,DEN,Denver Nuggets,42000234,2021-06-13T00:00:00,DEN vs. PHX,L,19.671666666666667,1,3,0,4,4,6,4,22,1,0,2,4,18.4,1,933,933,933,1036,688,200,555,548,671,1017,868,1009,152,1,869,242,848,1,19:40,2020,2021
2020-21,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,42000234,2021-06-13T00:00:00,DEN vs. PHX,L,28.28333333333333,2,4,0,14,9,2,6,26,1,2,2,6,44.2,1,933,933,933,711,381,122,555,82,1270,393,1152,1190,152,1719,869,100,176,1,28:17,2020,2021
2020-21,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,42000234,2021-06-13T00:00:00,DEN vs. PHX,L,36.278333333333336,6,2,9,6,13,4,10,30,1,1,2,2,36.8,1,933,933,933,353,65,349,10,386,1578,706,1552,1360,152,1320,869,527,293,1,36:17,2020,2021
2020-21,203115,Will Barton,Will,1610612743,DEN,Denver Nuggets,42000234,2021-06-13T00:00:00,DEN vs. PHX,L,39.333333333333336,8,0,5,12,13,6,10,38,0,1,3,3,38.0,1,933,933,933,195,15,691,68,119,1578,1017,1552,1634,521,1320,1238,348,276,1,39:20,2020,2021
2020-21,1628420,Monté Morris,Monté,1610612743,DEN,Denver Nuggets,42000234,2021-06-13T00:00:00,DEN vs. PHX,L,34.65,2,2,0,8,13,8,8,42,0,0,2,1,27.0,1,933,933,933,447,381,349,555,259,1578,1274,1388,1731,521,1,869,752,548,1,34:39,2020,2021
2020-21,203085,Austin Rivers,Austin,1610612743,DEN,Denver Nuggets,42000234,2021-06-13T00:00:00,DEN vs. PHX,L,20.85,0,2,0,2,0,2,0,18,0,0,5,0,8.2,1,933,933,933,985,711,349,555,809,1,393,1,824,521,1,1746,1193,1279,1,20:51,2020,2021
2020-21,1630267,Facundo Campazzo,Facundo,1610612743,DEN,Denver Nuggets,42000234,2021-06-13T00:00:00,DEN vs. PHX,L,21.616666666666667,0,0,0,2,0,4,2,20,0,0,5,3,17.0,1,933,933,933,956,711,691,555,809,1,706,472,918,521,1,1746,348,899,1,21:37,2020,2021
2020-21,203932,Aaron Gordon,Aaron,1610612743,DEN,Denver Nuggets,42000234,2021-06-13T00:00:00,DEN vs. PHX,L,32.655,2,0,6,6,13,8,10,44,0,2,3,2,21.2,1,933,933,933,537,381,691,37,386,1578,1274,1552,1761,521,1719,1238,527,756,1,32:39,2020,2021
2020-21,1630210,Markus Howard,Markus,1610612743,DEN,Denver Nuggets,42000233,2021-06-11T00:00:00,DEN vs. PHX,L,1.4,0,0,0,0,2,0,0,0,0,0,0,0,0.0,1,933,933,933,1761,711,691,555,1226,327,1,1,1,521,1,1,1193,1720,1,1:24,2020,2021
2020-21,1628427,Vlatko Čančar,Vlatko,1610612743,DEN,Denver Nuggets,42000233,2021-06-11T00:00:00,DEN vs. PHX,L,1.4,0,0,0,0,2,0,0,0,0,0,0,0,0.2,1,933,933,933,1761,711,691,555,1226,327,1,1,1,521,1,1,1193,1715,1,1:24,2020,2021
2020-21,1630192,Zeke Nnaji,Zeke,1610612743,DEN,Denver Nuggets,42000233,2021-06-11T00:00:00,DEN vs. PHX,L,1.4,0,0,0,0,2,0,0,0,0,0,0,0,3.0,1,933,933,933,1761,711,691,555,1226,327,1,1,1,521,1,1,1193,1551,1,1:24,2020,2021
2020-21,1627885,Shaquille Harrison,Shaquille,1610612743,DEN,Denver Nuggets,42000233,2021-06-11T00:00:00,DEN vs. PHX,L,1.9766666666666663,0,0,0,0,2,0,0,0,0,0,0,0,0.0,1,933,933,933,1731,711,691,555,1226,327,1,1,1,521,1,1,1193,1720,1,1:59,2020,2021
2020-21,1629626,Bol Bol,Bol,1610612743,DEN,Denver Nuggets,42000233,2021-06-11T00:00:00,DEN vs. PHX,L,1.4,0,0,0,0,2,0,0,0,0,0,0,0,1.5,1,933,933,933,1761,711,691,555,1226,327,1,1,1,521,1,1,1193,1644,1,1:24,2020,2021
2020-21,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,42000233,2021-06-11T00:00:00,DEN vs. PHX,L,29.82333333333333,0,0,0,0,15,8,10,30,0,1,3,2,25.5,1,933,933,933,639,711,691,555,1226,1693,1274,1552,1360,521,1320,1238,527,595,1,29:49,2020,2021
2020-21,1628420,Monté Morris,Monté,1610612743,DEN,Denver Nuggets,42000233,2021-06-11T00:00:00,DEN vs. PHX,L,29.91,2,3,0,6,11,9,7,26,1,0,1,1,31.5,1,933,933,933,636,381,200,555,386,1448,1364,1267,1190,152,1,474,752,425,1,29:55,2020,2021
2020-21,203115,Will Barton,Will,1610612743,DEN,Denver Nuggets,42000233,2021-06-11T00:00:00,DEN vs. PHX,L,27.95,0,4,0,8,9,9,7,22,0,0,1,0,24.9,1,933,933,933,723,711,122,555,259,1270,1364,1267,1009,521,1,474,1193,607,1,27:57,2020,2021
2020-21,203210,JaMychal Green,JaMychal,1610612743,DEN,Denver Nuggets,42000233,2021-06-11T00:00:00,DEN vs. PHX,L,17.666666666666668,0,0,2,0,5,6,2,16,0,1,1,1,6.8,1,933,933,933,1109,711,691,298,1226,808,1017,472,734,521,1320,474,752,1346,1,17:40,2020,2021
