season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,available_flag,season_start,season_end
2018-19,1610612761,TOR,Toronto Raptors,41800406,2019-06-13T00:00:00,TOR @ GSW,W,50.0,17.7,14.6,18.8,43.8,13.5,14.6,13.5,43.8,0,0,0,1,9,53,57,32,68,61,107,77,95,1,2018,2019
2018-19,1610612744,GSW,Golden State Warriors,41800406,2019-06-13T00:00:00,GSW vs. TOR,L,49.5,13.4,14.4,13.4,43.3,17.5,14.4,18.6,43.3,0,0,0,83,9,106,61,88,73,108,104,132,92,1,2018,2019
2018-19,1610612744,GSW,Golden State Warriors,41800405,2019-06-10T00:00:00,GSW @ TOR,W,51.6,21.5,20.4,3.2,34.4,14.0,17.2,14.0,58.1,0,0,0,1,9,28,15,158,141,68,125,85,150,1,2018,2019
2018-19,1610612761,TOR,Toronto Raptors,41800405,2019-06-10T00:00:00,TOR vs. GSW,L,50.5,13.7,16.8,13.7,56.8,21.1,20.0,3.2,33.7,0,0,0,83,9,100,41,82,17,134,147,5,21,1,2018,2019
2018-19,1610612761,TOR,Toronto Raptors,41800404,2019-06-07T00:00:00,TOR @ GSW,W,51.1,14.9,13.8,20.2,36.2,10.6,11.7,34.0,38.3,0,0,0,1,9,82,74,26,133,36,62,164,46,1,2018,2019
2018-19,1610612744,GSW,Golden State Warriors,41800404,2019-06-07T00:00:00,GSW vs. TOR,L,50.5,10.5,11.6,33.7,37.9,14.7,13.7,20.0,35.8,0,0,0,83,9,130,103,1,122,80,89,139,30,1,2018,2019
2018-19,1610612744,GSW,Golden State Warriors,41800403,2019-06-05T00:00:00,GSW vs. TOR,L,48.5,15.2,23.2,17.2,36.4,10.1,12.1,18.2,38.4,0,0,0,83,9,76,4,45,129,31,66,127,49,1,2018,2019
2018-19,1610612761,TOR,Toronto Raptors,41800403,2019-06-05T00:00:00,TOR @ GSW,W,48.5,10.1,12.1,18.2,38.4,15.2,23.2,17.2,36.4,0,0,0,1,9,134,98,38,113,89,160,119,32,1,2018,2019
2018-19,1610612744,GSW,Golden State Warriors,41800402,2019-06-02T00:00:00,GSW @ TOR,W,48.0,18.0,0.0,13.0,36.0,16.0,23.0,18.0,44.0,0,0,0,1,9,52,164,97,136,94,159,125,96,1,2018,2019
2018-19,1610612761,TOR,Toronto Raptors,41800402,2019-06-02T00:00:00,TOR vs. GSW,L,47.5,15.8,22.8,17.8,43.6,17.8,0.0,12.9,35.6,0,0,0,83,9,71,6,40,70,113,1,66,28,1,2018,2019
