team_id,team_name,gp,w,l,w_pct,travel,double_dribble,discontinued_dribble,off_three_sec,five_sec,eight_sec,shot_clock,inbound,backcourt,off_goaltending,palming,off_foul,def_three_sec,charge,delay_of_game,def_goaltending,lane,jump_ball,kicked_ball,gp_rank,w_rank,l_rank,w_pct_rank,travel_rank,double_dribble_rank,discontinued_dribble_rank,off_three_sec_rank,five_sec_rank,eight_sec_rank,shot_clock_rank,inbound_rank,backcourt_rank,off_goaltending_rank,palming_rank,off_foul_rank,def_three_sec_rank,charge_rank,delay_of_game_rank,def_goaltending_rank,lane_rank,jump_ball_rank,kicked_ball_rank,team
1610612737,Atlanta Hawks,10,4,6,0.4,7.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.0,0.0,8.0,7,8,11,10,4,3,2,4,1,1,7,1,2,5,2,6,10,10,6,4,3,3,2,ATLANTA HAWKS
1610612738,Boston Celtics,6,2,4,0.333,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,11,11,1,11,10,3,2,4,1,1,12,1,6,5,2,6,4,9,1,13,3,3,13,BOSTON CELTICS
1610612766,Charlotte Hornets,7,3,4,0.429,4.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,2.0,1.0,9,9,1,8,7,3,2,4,1,1,9,1,2,5,2,6,10,6,6,9,3,1,11,CHARLOTTE HORNETS
1610612739,Cleveland Cavaliers,21,16,5,0.762,8.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,2.0,2.0,0.0,0.0,1.0,15.0,0.0,1.0,0.0,0.0,8.0,2,1,10,1,3,3,2,4,1,1,1,1,2,3,2,6,4,2,12,9,3,3,2,CLEVELAND CAVALIERS
1610612742,Dallas Mavericks,5,1,4,0.2,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,13,13,1,13,13,3,2,14,1,1,12,1,12,5,2,6,4,13,6,13,3,3,13,DALLAS MAVERICKS
1610612765,Detroit Pistons,4,0,4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,15,15,1,15,10,3,2,14,1,1,11,1,12,5,2,6,10,11,12,13,1,3,13,DETROIT PISTONS
1610612744,Golden State Warriors,24,15,9,0.625,6.0,2.0,0.0,1.0,0.0,0.0,9.0,0.0,4.0,3.0,0.0,1.0,3.0,3.0,2.0,3.0,1.0,0.0,15.0,1,2,15,2,5,1,2,4,1,1,5,1,1,1,2,1,2,11,2,5,1,3,1,GOLDEN STATE WARRIORS
1610612745,Houston Rockets,5,1,4,0.2,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,8.0,0.0,3.0,0.0,0.0,2.0,13,13,1,13,7,3,2,4,1,1,16,1,6,4,2,1,10,4,12,5,3,3,8,HOUSTON ROCKETS
1610612754,Indiana Pacers,7,3,4,0.429,2.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,2.0,9,9,1,8,10,3,2,2,1,1,9,1,2,5,1,6,10,7,6,9,3,3,8,INDIANA PACERS
1610612746,LA Clippers,6,2,4,0.333,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11,11,1,11,15,3,2,4,1,1,14,1,6,5,2,6,10,13,12,13,3,3,13,LA CLIPPERS
