team_id,team_name,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,team
1610612737,Atlanta Hawks,10,4,6,0.4,485.0,140.0,116.0,121.0,432.0,165.0,136.0,116.0,360.0,7,8,11,7,7,7,7,7,6,11,10,10,9,ATLANTA HAWKS
1610612738,Boston Celtics,6,2,4,0.333,293.0,88.0,79.0,67.0,248.0,86.0,69.0,91.0,268.0,11,11,1,7,11,11,11,10,11,6,4,7,7,BOSTON CELTICS
1610612766,Charlotte Hornets,7,3,4,0.429,336.0,90.0,63.0,41.0,288.0,68.0,95.0,66.0,304.0,9,9,1,7,9,10,13,14,9,3,7,3,8,CHARLOTTE HORNETS
1610612739,Cleveland Cavaliers,21,16,5,0.762,1008.0,368.0,300.0,286.0,812.0,284.0,223.0,176.0,774.0,2,1,10,1,2,2,1,3,2,14,14,13,14,CLEVELAND CAVALIERS
1610612742,Dallas Mavericks,5,1,4,0.2,240.0,56.0,51.0,45.0,198.0,83.0,83.0,87.0,210.0,13,13,1,7,13,14,14,13,14,5,6,6,3,DALLAS MAVERICKS
1610612765,Detroit Pistons,4,0,4,0.0,192.0,35.0,36.0,30.0,156.0,67.0,52.0,42.0,134.0,15,15,1,7,15,16,16,16,15,2,2,1,1,DETROIT PISTONS
1610612744,Golden State Warriors,24,15,9,0.625,1157.0,430.0,287.0,352.0,964.0,384.0,373.0,364.0,1016.0,1,2,15,1,1,1,2,1,1,16,16,16,16,GOLDEN STATE WARRIORS
1610612745,Houston Rockets,5,1,4,0.2,240.0,75.0,69.0,58.0,212.0,118.0,57.0,95.0,216.0,13,13,1,7,13,13,12,11,13,7,3,8,4,HOUSTON ROCKETS
1610612754,Indiana Pacers,7,3,4,0.429,336.0,114.0,81.0,95.0,238.0,118.0,112.0,67.0,260.0,9,9,1,7,9,9,10,9,12,7,8,4,6,INDIANA PACERS
1610612746,LA Clippers,6,2,4,0.333,288.0,78.0,86.0,55.0,254.0,62.0,82.0,82.0,220.0,11,11,1,7,12,12,9,12,10,1,5,5,5,LA CLIPPERS
1610612763,Memphis Grizzlies,4,0,4,0.0,192.0,47.0,47.0,33.0,142.0,77.0,38.0,58.0,150.0,15,15,1,7,15,15,15,15,16,4,1,2,2,MEMPHIS GRIZZLIES
1610612748,Miami Heat,14,7,7,0.5,687.0,154.0,177.0,119.0,604.0,204.0,156.0,107.0,572.0,5,5,13,1,5,6,5,8,5,12,12,9,12,MIAMI HEAT
1610612760,Oklahoma City Thunder,18,11,7,0.611,864.0,272.0,275.0,301.0,762.0,266.0,202.0,247.0,734.0,4,3,13,1,4,4,3,2,3,13,13,15,13,OKLAHOMA CITY THUNDER
1610612757,Portland Trail Blazers,11,5,6,0.455,533.0,135.0,160.0,157.0,398.0,155.0,151.0,130.0,474.0,6,7,11,7,6,8,6,5,8,10,11,11,11,PORTLAND TRAIL BLAZERS
1610612759,San Antonio Spurs,10,6,4,0.6,480.0,166.0,108.0,144.0,402.0,124.0,127.0,131.0,390.0,7,6,1,1,8,5,8,6,7,9,9,12,10,SAN ANTONIO SPURS
1610612761,Toronto Raptors,20,10,10,0.5,975.0,313.0,261.0,183.0,754.0,300.0,240.0,228.0,782.0,3,4,16,1,3,3,4,4,4,15,15,14,15,TORONTO RAPTORS
