season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,available_flag,season_start,season_end,is_home,home,away,MON
2023-24,1610612752,NYK,New York Knicks,22301190,2024-04-14,NYK vs. CHI,W,53.0,0.648,0.352,0.567,0.067,0.3,0.125,0.133,0.092,0.5,0.471,0.529,0.917,0.083,0.587,0.413,0,0,0,0,17,668,1788,647,1263,1598,1143,1492,2072,541,1800,649,714,1665,1704,747,1,2023,2024,True,NYK,CHI,APR
2023-24,1610612752,NYK,New York Knicks,22301175,2024-04-12,NYK vs. BKN,W,48.0,0.639,0.361,0.432,0.072,0.378,0.153,0.189,0.126,0.36,0.417,0.583,0.786,0.214,0.553,0.447,0,0,0,0,119,791,1664,2097,1138,756,704,513,1506,2085,2103,337,1754,657,2000,452,1,2023,2024,True,NYK,BKN,APR
2023-24,1610612752,NYK,New York Knicks,22301167,2024-04-11,NYK @ BOS,W,48.0,0.636,0.364,0.593,0.119,0.356,0.136,0.051,0.153,0.475,0.429,0.571,0.643,0.357,0.49,0.51,0,0,0,0,119,818,1631,400,351,982,950,2431,1003,827,2039,400,2298,149,2301,157,1,2023,2024,False,BOS,NYK,APR
2023-24,1610612752,NYK,New York Knicks,22301149,2024-04-09,NYK @ CHI,W,48.0,0.566,0.434,0.453,0.031,0.398,0.109,0.148,0.102,0.422,0.724,0.276,0.588,0.412,0.674,0.326,0,0,0,0,119,1756,702,1900,2142,578,1458,1196,1940,1455,109,2346,2391,66,808,1641,1,2023,2024,False,CHI,NYK,APR
2023-24,1610612752,NYK,New York Knicks,22301139,2024-04-07,NYK @ MIL,W,48.0,0.685,0.315,0.508,0.148,0.344,0.074,0.148,0.131,0.361,0.484,0.516,0.714,0.286,0.556,0.444,0,0,0,0,119,288,2170,1297,130,1097,2053,1208,1416,2080,1686,761,2097,318,1972,471,1,2023,2024,False,MIL,NYK,APR
2023-24,1610612752,NYK,New York Knicks,22301119,2024-04-05,NYK @ CHI,L,48.0,0.651,0.349,0.52,0.02,0.3,0.15,0.18,0.22,0.5,0.462,0.538,1.0,0.0,0.611,0.389,0,0,0,0,119,636,1811,1170,2198,1598,734,632,217,541,1854,577,1,2028,1469,977,1,2023,2024,False,CHI,NYK,APR
2023-24,1610612752,NYK,New York Knicks,22301112,2024-04-04,NYK vs. SAC,W,48.0,0.65,0.35,0.533,0.033,0.3,0.158,0.167,0.217,0.5,0.781,0.219,0.75,0.25,0.773,0.227,0,0,0,0,119,651,1805,1011,2065,1598,630,838,248,541,39,2420,1919,434,143,2312,1,2023,2024,True,NYK,SAC,APR
2023-24,1610612752,NYK,New York Knicks,22301096,2024-04-02,NYK @ MIA,L,48.0,0.553,0.447,0.465,0.081,0.364,0.141,0.172,0.212,0.384,0.565,0.435,1.0,0.0,0.714,0.286,0,0,0,0,119,1906,550,1781,942,914,859,763,285,1881,1004,1437,1,2028,444,1990,1,2023,2024,False,MIA,NYK,APR
2023-24,1610612752,NYK,New York Knicks,22301082,2024-03-31,NYK vs. OKC,L,48.0,0.533,0.467,0.446,0.054,0.348,0.089,0.205,0.17,0.393,0.48,0.52,0.923,0.077,0.632,0.368,0,0,0,0,119,2106,351,1959,1574,1053,1829,335,745,1788,1745,702,644,1749,1227,1210,1,2023,2024,True,NYK,OKC,MAR
2023-24,1610612752,NYK,New York Knicks,22301070,2024-03-29,NYK @ SAS,L,53.0,0.664,0.336,0.587,0.095,0.333,0.151,0.079,0.167,0.492,0.351,0.649,0.786,0.214,0.471,0.529,0,0,0,0,17,470,1990,447,670,1207,724,2277,783,639,2351,108,1754,657,2361,95,1,2023,2024,False,SAS,NYK,MAR
2023-24,1610612752,NYK,New York Knicks,22301053,2024-03-27,NYK @ TOR,W,48.0,0.532,0.468,0.455,0.069,0.455,0.159,0.09,0.234,0.386,0.545,0.455,0.864,0.136,0.673,0.327,0,0,0,0,119,2112,347,1878,1220,209,626,2182,143,1863,1173,1261,1206,1254,837,1623,1,2023,2024,False,TOR,NYK,MAR
2023-24,1610612752,NYK,New York Knicks,22301035,2024-03-25,NYK vs. DET,W,48.0,0.483,0.517,0.419,0.048,0.46,0.105,0.121,0.113,0.371,0.423,0.577,1.0,0.0,0.667,0.333,0,0,0,0,119,2369,92,2183,1719,189,1542,1732,1746,2005,2074,375,1,2028,839,1530,1,2023,2024,True,NYK,DET,MAR
2023-24,1610612752,NYK,New York Knicks,22301019,2024-03-23,NYK vs. BKN,W,48.0,0.588,0.412,0.514,0.057,0.429,0.171,0.057,0.181,0.457,0.407,0.593,0.933,0.067,0.595,0.405,0,0,0,0,119,1467,992,1231,1477,332,471,2415,592,1025,2152,299,541,1877,1614,830,1,2023,2024,True,NYK,BKN,MAR
2023-24,1610612752,NYK,New York Knicks,22301009,2024-03-21,NYK @ DEN,L,48.0,0.608,0.392,0.54,0.08,0.33,0.07,0.13,0.15,0.46,0.63,0.37,1.0,0.0,0.737,0.263,0,0,0,0,119,1206,1252,940,954,1271,2110,1573,1051,999,501,1944,1,2028,306,2139,1,2023,2024,False,DEN,NYK,MAR
2023-24,1610612752,NYK,New York Knicks,22300988,2024-03-18,NYK @ GSW,W,48.0,0.593,0.407,0.504,0.084,0.353,0.101,0.143,0.101,0.42,0.533,0.467,0.929,0.071,0.659,0.341,0,0,0,0,119,1390,1061,1337,870,1008,1617,1294,1948,1471,1289,1152,585,1818,956,1490,1,2023,2024,False,GSW,NYK,MAR
2023-24,1610612752,NYK,New York Knicks,22300975,2024-03-16,NYK @ SAC,W,48.0,0.547,0.453,0.531,0.082,0.337,0.122,0.133,0.133,0.449,0.462,0.538,0.636,0.364,0.514,0.486,0,0,0,0,119,1960,494,1051,925,1176,1207,1515,1385,1117,1854,577,2313,129,2205,251,1,2023,2024,False,SAC,NYK,MAR
2023-24,1610612752,NYK,New York Knicks,22300960,2024-03-14,NYK @ POR,W,48.0,0.667,0.333,0.61,0.057,0.171,0.181,0.219,0.219,0.552,0.375,0.625,0.667,0.333,0.421,0.579,0,0,0,0,119,430,1992,296,1477,2392,379,225,225,201,2276,169,2225,174,2436,25,1,2023,2024,False,POR,NYK,MAR
2023-24,1610612752,NYK,New York Knicks,22300939,2024-03-12,NYK vs. PHI,W,48.0,0.494,0.506,0.491,0.057,0.396,0.179,0.113,0.142,0.434,0.692,0.308,1.0,0.0,0.8,0.2,0,0,0,0,119,2341,120,1513,1494,597,392,1861,1209,1294,205,2241,1,2028,68,2385,1,2023,2024,True,NYK,PHI,MAR
2023-24,1610612752,NYK,New York Knicks,22300927,2024-03-10,NYK vs. PHI,L,48.0,0.5,0.5,0.466,0.055,0.37,0.068,0.164,0.26,0.411,0.706,0.294,0.778,0.222,0.731,0.269,0,0,0,0,119,2296,143,1767,1547,849,2130,904,58,1594,162,2294,1806,602,352,2106,1,2023,2024,True,NYK,PHI,MAR
2023-24,1610612752,NYK,New York Knicks,22300912,2024-03-08,NYK vs. ORL,W,48.0,0.582,0.418,0.449,0.082,0.49,0.092,0.061,0.02,0.367,0.364,0.636,0.75,0.25,0.526,0.474,0,0,0,0,119,1556,902,1941,925,103,1775,2403,2451,2027,2313,133,1919,434,2147,302,1,2023,2024,True,NYK,ORL,MAR
2023-24,1610612752,NYK,New York Knicks,22300889,2024-03-05,NYK vs. ATL,L,48.0,0.475,0.525,0.44,0.04,0.48,0.25,0.08,0.09,0.4,0.545,0.455,0.938,0.063,0.711,0.289,0,0,0,0,119,2391,70,2022,1854,127,42,2270,2099,1692,1173,1261,497,1921,480,1973,1,2023,2024,True,NYK,ATL,MAR
2023-24,1610612752,NYK,New York Knicks,22300876,2024-03-03,NYK @ CLE,W,48.0,0.547,0.453,0.486,0.075,0.449,0.103,0.065,0.131,0.411,0.731,0.269,0.813,0.188,0.762,0.238,0,0,0,0,119,1960,494,1555,1074,250,1584,2381,1424,1587,95,2363,1592,834,186,2271,1,2023,2024,False,CLE,NYK,MAR
2023-24,1610612752,NYK,New York Knicks,22300852,2024-02-29,NYK vs. GSW,L,48.0,0.589,0.411,0.465,0.02,0.364,0.141,0.172,0.121,0.444,0.522,0.478,0.917,0.083,0.657,0.343,0,0,0,0,119,1443,1012,1781,2194,914,859,763,1614,1164,1381,1075,714,1665,1005,1450,1,2023,2024,True,NYK,GSW,FEB
2023-24,1610612752,NYK,New York Knicks,22300837,2024-02-27,NYK vs. NOP,L,48.0,0.446,0.554,0.37,0.087,0.457,0.12,0.174,0.207,0.283,0.824,0.176,0.929,0.071,0.871,0.129,0,0,0,0,119,2427,33,2367,813,201,1267,723,338,2408,14,2447,585,1818,13,2447,1,2023,2024,True,NYK,NOP,FEB
2023-24,1610612752,NYK,New York Knicks,22300828,2024-02-26,NYK vs. DET,W,48.0,0.576,0.424,0.46,0.088,0.398,0.124,0.142,0.265,0.372,0.692,0.308,0.867,0.133,0.756,0.244,0,0,0,0,119,1640,810,1818,788,581,1174,1330,42,1994,205,2241,1155,1256,211,2245,1,2023,2024,True,NYK,DET,FEB
2023-24,1610612752,NYK,New York Knicks,22300816,2024-02-24,NYK vs. BOS,L,48.0,0.537,0.463,0.471,0.098,0.382,0.049,0.147,0.118,0.373,0.542,0.458,0.615,0.385,0.568,0.432,0,0,0,0,119,2069,387,1711,639,721,2325,1219,1662,1988,1207,1237,2363,90,1884,566,1,2023,2024,True,NYK,BOS,FEB
2023-24,1610612752,NYK,New York Knicks,22300794,2024-02-22,NYK @ PHI,W,48.0,0.57,0.43,0.418,0.036,0.409,0.173,0.173,0.127,0.382,0.391,0.609,1.0,0.0,0.632,0.368,0,0,0,0,119,1724,735,2193,1957,488,457,745,1485,1899,2230,221,1,2028,1227,1210,1,2023,2024,False,PHI,NYK,FEB
2023-24,1610612752,NYK,New York Knicks,22300778,2024-02-14,NYK @ ORL,L,48.0,0.655,0.345,0.48,0.08,0.33,0.15,0.19,0.13,0.4,0.375,0.625,0.545,0.455,0.429,0.571,0,0,0,0,119,590,1863,1616,954,1271,734,506,1437,1692,2276,169,2421,37,2424,31,1,2023,2024,False,ORL,NYK,FEB
