season,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,available_flag,season_start,season_end,is_home,home,away,MON
2023-24,1610612752,NYK,New York Knicks,22301190,2024-04-14,NYK vs. CHI,W,53.0,46,91,0.505,12,32,0.375,16,21,0.762,16,37,53,27,21.0,7,6,3,17,21,120,1.0,1,1,1,1,17,520,840,722,1249,1560,1089,1267,1194,1473,159,513,181,1031,2357,1161,690,382,737,596,763,1185,1,2023,2024,True,NYK,CHI,APR
2023-24,1610612752,NYK,New York Knicks,22301175,2024-04-12,NYK vs. BKN,W,48.0,38,83,0.458,14,30,0.467,21,25,0.84,8,23,31,21,5.0,10,3,4,15,19,111,4.0,1,1,1,1,119,1824,1910,1528,762,1840,285,521,678,732,1669,2379,2383,2065,11,351,1752,710,381,1020,1413,1003,1,2023,2024,True,NYK,BKN,APR
2023-24,1610612752,NYK,New York Knicks,22301167,2024-04-11,NYK @ BOS,W,48.0,49,99,0.495,14,36,0.389,6,10,0.6,17,35,52,24,15.0,7,4,12,12,16,118,9.0,1,1,1,1,119,227,178,840,762,987,927,2412,2374,2339,106,753,221,1586,1500,1161,1367,2427,78,1725,901,650,1,2023,2024,False,BOS,NYK,APR
2023-24,1610612752,NYK,New York Knicks,22301149,2024-04-09,NYK @ CHI,W,48.0,46,83,0.554,17,36,0.472,19,20,0.95,6,25,31,31,11.0,6,4,5,15,18,128,11.0,1,1,1,1,119,520,1910,196,283,987,253,784,1353,85,2117,2264,2383,423,530,1516,1367,1096,381,1254,331,547,1,2023,2024,False,CHI,NYK,APR
2023-24,1610612752,NYK,New York Knicks,22301139,2024-04-07,NYK @ MIL,W,48.0,45,92,0.489,14,29,0.483,18,22,0.818,13,28,41,25,7.0,9,6,7,22,16,122,13.0,1,1,1,1,119,652,710,952,762,1972,209,926,1054,913,507,1988,1503,1416,51,553,690,1772,1866,1725,639,445,1,2023,2024,False,MIL,NYK,APR
2023-24,1610612752,NYK,New York Knicks,22301119,2024-04-05,NYK @ CHI,L,48.0,36,83,0.434,10,29,0.345,18,24,0.75,9,29,38,22,18.0,9,2,5,15,19,100,-8.0,1,1231,1231,1231,119,2105,1910,1908,1784,1972,1442,926,791,1546,1420,1817,1916,1932,2077,553,2080,1096,381,1020,2115,1670,1,2023,2024,False,CHI,NYK,APR
2023-24,1610612752,NYK,New York Knicks,22301112,2024-04-04,NYK vs. SAC,W,48.0,44,80,0.55,12,28,0.429,20,29,0.69,9,30,39,34,13.0,9,2,3,20,23,120,11.0,1,1,1,1,119,791,2205,218,1249,2097,498,640,333,2033,1420,1646,1785,180,991,553,2080,382,1442,304,763,547,1,2023,2024,True,NYK,SAC,APR
2023-24,1610612752,NYK,New York Knicks,22301096,2024-04-02,NYK @ MIA,L,48.0,35,76,0.461,12,34,0.353,17,21,0.81,7,23,30,25,14.0,11,2,4,17,17,99,-10.0,1,1231,1231,1231,119,2213,2373,1491,1249,1272,1354,1073,1194,1036,1904,2379,2415,1416,1228,205,2080,710,737,1494,2160,1812,1,2023,2024,False,MIA,NYK,APR
2023-24,1610612752,NYK,New York Knicks,22301082,2024-03-31,NYK vs. OKC,L,48.0,38,92,0.413,13,43,0.302,23,34,0.676,15,31,46,24,11.0,8,3,8,19,23,112,-1.0,1,1231,1231,1231,119,1824,710,2133,1015,264,1913,333,106,2116,257,1458,777,1586,530,839,1752,2012,1208,304,1338,1231,1,2023,2024,True,NYK,OKC,MAR
2023-24,1610612752,NYK,New York Knicks,22301070,2024-03-29,NYK @ SAS,L,53.0,51,110,0.464,14,37,0.378,10,12,0.833,18,32,50,24,12.0,10,1,2,24,16,126,-4.0,1,1231,1231,1231,17,111,13,1421,762,851,1057,2134,2256,759,66,1277,367,1586,760,351,2322,140,2158,1725,425,1402,1,2023,2024,False,SAS,NYK,MAR
