season,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,e_def_rating,def_rating,e_net_rating,net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,efg_pct,ts_pct,e_pace,pace,pace_per40,poss,pie,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,off_rating_rank,def_rating_rank,net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,efg_pct_rank,ts_pct_rank,pace_rank,pie_rank,available_flag,season_start,season_end,is_home,home,away,MON
2023-24,1610612752,NYK,New York Knicks,42300217,2024-05-19,NYK vs. IND,L,48.0,111.4,118.5,139.7,141.3,-28.4,-22.8,0.611,2.2,16.9,0.34,0.679,0.462,0.109,0.5,0.563,95.5,92.0,76.67,92,0.373,1,83,83,83,7,53,163,147,62,62,97,31,118,125,49,111,88,107,146,1,2023,2024,True,NYK,IND,MAY
2023-24,1610612752,NYK,New York Knicks,42300216,2024-05-17,NYK @ IND,L,48.0,115.2,117.0,126.5,130.3,-11.3,-13.3,0.556,2.22,16.3,0.32,0.578,0.442,0.102,0.518,0.551,90.6,88.5,73.75,88,0.402,1,83,83,83,7,61,152,129,105,60,112,50,158,143,40,95,99,153,142,1,2023,2024,False,IND,NYK,MAY
2023-24,1610612752,NYK,New York Knicks,42300215,2024-05-14,NYK vs. IND,W,48.0,123.0,128.7,96.1,98.9,26.9,29.8,0.553,2.89,17.8,0.5,0.837,0.646,0.096,0.525,0.553,96.5,93.0,77.5,94,0.624,1,1,1,1,7,17,20,8,109,23,87,2,11,3,22,87,95,85,20,1,2023,2024,True,NYK,IND,MAY
2023-24,1610612752,NYK,New York Knicks,42300214,2024-05-12,NYK @ IND,L,48.0,88.4,92.7,125.4,124.7,-36.9,-32.0,0.6,1.29,13.2,0.333,0.737,0.481,0.146,0.376,0.434,98.6,96.5,80.42,96,0.298,1,83,83,83,7,155,135,160,70,140,155,34,65,105,110,162,162,27,163,1,2023,2024,False,IND,NYK,MAY
2023-24,1610612752,NYK,New York Knicks,42300213,2024-05-10,NYK @ IND,L,48.0,114.4,114.0,118.2,120.7,-3.8,-6.7,0.5,1.46,15.4,0.279,0.688,0.495,0.14,0.563,0.591,93.3,92.5,77.08,93,0.483,1,83,83,83,7,78,118,105,144,127,122,83,106,89,100,53,55,97,97,1,2023,2024,False,IND,NYK,MAY
2023-24,1610612752,NYK,New York Knicks,42300212,2024-05-08,NYK vs. IND,W,48.0,137.3,141.3,126.7,131.5,10.6,9.8,0.571,2.55,20.4,0.447,0.64,0.557,0.12,0.651,0.679,95.1,92.0,76.67,92,0.555,1,1,1,1,7,1,157,47,90,39,26,4,142,23,64,5,5,107,45,1,2023,2024,True,NYK,IND,MAY
2023-24,1610612752,NYK,New York Knicks,42300211,2024-05-06,NYK vs. IND,W,48.0,120.5,123.5,120.2,119.4,0.3,4.1,0.568,1.67,18.2,0.341,0.778,0.57,0.153,0.604,0.647,98.9,98.0,81.67,98,0.5,1,1,1,1,7,36,115,69,92,100,72,29,39,18,127,25,19,11,82,1,2023,2024,True,NYK,IND,MAY
2023-24,1610612752,NYK,New York Knicks,42300116,2024-05-02,NYK @ PHI,W,48.0,127.5,129.7,123.5,126.4,4.0,3.3,0.651,3.11,19.9,0.407,0.592,0.495,0.099,0.538,0.57,92.8,91.0,75.83,91,0.535,1,1,1,1,7,15,139,71,47,16,35,11,155,86,33,74,81,129,56,1,2023,2024,False,PHI,NYK,MAY
2023-24,1610612752,NYK,New York Knicks,42300115,2024-04-30,NYK vs. PHI,L,53.0,100.4,103.9,107.3,110.9,-6.9,-7.0,0.475,1.27,14.3,0.245,0.712,0.485,0.147,0.523,0.549,95.1,91.92,76.6,102,0.485,1,83,83,83,1,125,74,107,153,143,140,113,89,101,114,89,101,123,94,1,2023,2024,True,NYK,PHI,APR
2023-24,1610612752,NYK,New York Knicks,42300114,2024-04-28,NYK @ PHI,W,48.0,102.7,106.6,97.1,101.1,5.6,5.5,0.514,1.58,14.6,0.357,0.722,0.536,0.132,0.471,0.498,94.6,91.0,75.83,91,0.524,1,1,1,1,7,108,33,62,138,116,136,24,79,45,84,136,143,129,64,1,2023,2024,False,PHI,NYK,APR
2023-24,1610612752,NYK,New York Knicks,42300113,2024-04-25,NYK @ PHI,L,48.0,118.3,123.9,135.1,137.4,-16.8,-13.4,0.614,3.0,20.0,0.34,0.657,0.476,0.098,0.561,0.58,94.4,91.5,76.25,92,0.414,1,83,83,83,7,33,162,131,60,17,33,30,137,111,28,56,68,125,133,1,2023,2024,False,PHI,NYK,APR
2023-24,1610612752,NYK,New York Knicks,42300112,2024-04-22,NYK vs. PHI,W,48.0,107.1,113.0,106.7,109.8,0.4,3.3,0.595,2.75,16.5,0.333,0.706,0.509,0.087,0.467,0.514,95.9,92.0,76.67,92,0.514,1,1,1,1,7,81,69,73,75,31,105,34,92,72,15,137,134,107,73,1,2023,2024,True,NYK,PHI,APR
2023-24,1610612752,NYK,New York Knicks,42300111,2024-04-20,NYK vs. PHI,W,48.0,120.2,124.7,112.2,116.9,8.0,7.9,0.556,1.67,14.6,0.518,0.702,0.602,0.135,0.484,0.537,92.5,89.0,74.17,89,0.534,1,1,1,1,7,31,102,54,105,100,138,1,94,7,91,129,117,147,58,1,2023,2024,True,NYK,PHI,APR
