group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank,team
Players,1629647,Darius Bazley,Darius,1610612760,OKC,20.0,5,3,2,0.6,2.1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,3,0.667,331,284,82,118,290,361,1,307,130,1,157,297,210,296,245,232,1,82,1,237,233,289,40,OKC
Players,1627846,Abdel Nader,Abdel,1610612760,OKC,26.0,7,6,1,0.857,2.1,0.333,0.667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,6,0.333,299,210,28,29,288,306,75,307,130,1,157,297,210,296,245,232,1,82,1,237,233,226,252,OKC
Players,203488,Mike Muscala,Mike,1610612760,OKC,28.0,8,5,3,0.625,1.5,0.2,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,5,0.4,285,231,117,106,354,342,47,307,130,1,157,297,210,296,245,232,1,82,1,237,233,246,191,OKC
Players,203500,Steven Adams,Steven,1610612760,OKC,26.0,33,24,9,0.727,4.3,1.0,0.0,0.667,0.0,0.0,0.0,0.333,0.214,0.667,0.714,0.286,0.0,0.0,0.714,0.286,14,20,0.7,32,9,279,46,20,1,312,70,130,224,157,102,78,52,92,211,214,82,143,195,73,120,37,OKC
Players,1628977,Hamidou Diallo,Hamidou,1610612760,OKC,21.0,5,1,4,0.2,2.7,0.7,0.3,0.6,0.0,0.3,0.0,0.1,0.0,0.6,0.333,0.667,1.0,0.0,0.5,0.5,4,10,0.4,331,358,148,401,209,149,243,99,130,145,157,275,210,79,180,114,1,82,203,108,184,188,191,OKC
Players,203460,Andre Roberson,Andre,1610612760,OKC,28.0,2,0,2,0.0,2.7,0.75,0.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,4,0.25,383,415,82,415,210,131,254,1,130,224,157,297,210,1,1,232,214,82,1,237,283,268,309,OKC
Players,203471,Dennis Schröder,Dennis,1610612760,OKC,26.0,39,27,12,0.692,3.2,0.66,0.34,0.556,0.194,0.167,0.028,0.277,0.208,0.361,0.3,0.7,1.0,0.0,0.417,0.583,24,47,0.511,6,3,341,63,137,180,214,122,33,199,147,161,80,174,197,110,1,82,251,88,28,44,93,OKC
Players,1628390,Terrance Ferguson,Terrance,1610612760,OKC,22.0,22,14,8,0.636,3.2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,5,0.2,133,76,254,97,141,361,1,307,130,1,157,297,210,296,245,232,1,82,1,237,283,246,318,OKC
Players,1628983,Shai Gilgeous-Alexander,Shai,1610612760,OKC,21.0,41,27,14,0.659,4.1,0.875,0.125,0.559,0.151,0.065,0.097,0.376,0.258,0.409,0.192,0.808,0.5,0.5,0.214,0.786,28,48,0.583,5,3,367,90,31,95,298,120,52,220,90,90,53,149,220,87,190,23,287,52,14,39,67,OKC
Players,101108,Chris Paul,Chris,1610612760,OKC,35.0,43,29,14,0.674,3.9,0.7,0.3,0.493,0.227,0.2,0.013,0.307,0.127,0.267,0.081,0.919,0.2,0.8,0.106,0.894,47,90,0.522,1,1,367,75,41,149,243,157,23,187,155,130,131,218,241,66,211,13,300,40,3,6,89,OKC
