TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,GP,G,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
1610612740,New Orleans Pelicans,NOP,71,71,0.462,1718,2993,0.574,0.574,0.462,1718,2993,0.574,0.0,0,0,
1610612745,Houston Rockets,HOU,72,72,0.452,1736,2969,0.585,0.585,0.452,1736,2969,0.585,0.0,0,0,
1610612754,Indiana Pacers,IND,73,73,0.453,1618,2916,0.555,0.555,0.453,1618,2916,0.555,0.0,0,0,
1610612742,Dallas Mavericks,DAL,73,73,0.434,1633,2890,0.565,0.565,0.434,1633,2890,0.565,0.0,0,0,
1610612757,Portland Trail Blazers,POR,73,73,0.43,1575,2862,0.55,0.55,0.43,1575,2862,0.55,0.0,0,0,
1610612764,Washington Wizards,WAS,72,72,0.451,1708,2852,0.599,0.599,0.451,1708,2852,0.599,0.0,0,0,
1610612737,Atlanta Hawks,ATL,67,67,0.467,1661,2832,0.587,0.587,0.467,1661,2832,0.587,0.0,0,0,
1610612760,Oklahoma City Thunder,OKC,72,72,0.438,1611,2827,0.57,0.57,0.438,1611,2827,0.57,0.0,0,0,
1610612756,Phoenix Suns,PHX,72,72,0.451,1643,2815,0.584,0.584,0.451,1643,2815,0.584,0.0,0,0,
1610612743,Denver Nuggets,DEN,73,73,0.438,1619,2761,0.586,0.586,0.438,1619,2761,0.586,0.0,0,0,
1610612755,Philadelphia 76ers,PHI,73,73,0.434,1562,2715,0.575,0.575,0.434,1562,2715,0.575,0.0,0,0,
1610612762,Utah Jazz,UTA,72,72,0.423,1509,2711,0.557,0.557,0.423,1509,2711,0.557,0.0,0,0,
1610612763,Memphis Grizzlies,MEM,73,73,0.41,1485,2702,0.55,0.55,0.41,1485,2702,0.55,0.0,0,0,
1610612753,Orlando Magic,ORL,73,73,0.425,1516,2696,0.562,0.562,0.425,1516,2696,0.562,0.0,0,0,
1610612739,Cleveland Cavaliers,CLE,65,65,0.464,1628,2686,0.606,0.606,0.464,1628,2686,0.606,0.0,0,0,
1610612759,San Antonio Spurs,SAS,70,70,0.427,1532,2686,0.57,0.57,0.427,1532,2686,0.57,0.0,0,0,
1610612765,Detroit Pistons,DET,65,65,0.471,1561,2661,0.587,0.587,0.471,1561,2661,0.587,0.0,0,0,
1610612751,Brooklyn Nets,BKN,72,72,0.398,1477,2658,0.556,0.556,0.398,1477,2658,0.556,0.0,0,0,
1610612738,Boston Celtics,BOS,72,72,0.423,1457,2649,0.55,0.55,0.423,1457,2649,0.55,0.0,0,0,
1610612747,Los Angeles Lakers,LAL,71,71,0.428,1480,2643,0.56,0.56,0.428,1480,2643,0.56,0.0,0,0,
1610612750,Minnesota Timberwolves,MIN,64,64,0.452,1516,2610,0.581,0.581,0.452,1516,2610,0.581,0.0,0,0,
1610612758,Sacramento Kings,SAC,71,71,0.425,1542,2571,0.6,0.6,0.425,1542,2571,0.6,0.0,0,0,
1610612744,Golden State Warriors,GSW,65,65,0.447,1478,2558,0.578,0.578,0.447,1478,2558,0.578,0.0,0,0,
1610612746,LA Clippers,LAC,72,72,0.395,1437,2557,0.562,0.562,0.395,1437,2557,0.562,0.0,0,0,
1610612748,Miami Heat,MIA,72,72,0.405,1477,2520,0.586,0.586,0.405,1477,2520,0.586,0.0,0,0,
1610612741,Chicago Bulls,CHI,65,65,0.471,1495,2505,0.597,0.597,0.471,1495,2505,0.597,0.0,0,0,
1610612766,Charlotte Hornets,CHA,64,64,0.447,1491,2492,0.598,0.598,0.447,1491,2492,0.598,0.0,0,0,
1610612761,Toronto Raptors,TOR,71,71,0.392,1340,2455,0.546,0.546,0.392,1340,2455,0.546,0.0,0,0,
1610612749,Milwaukee Bucks,MIL,72,72,0.363,1206,2448,0.493,0.493,0.363,1206,2448,0.493,0.0,0,0,
1610612752,New York Knicks,NYK,66,66,0.409,1334,2319,0.575,0.575,0.409,1334,2319,0.575,0.0,0,0,
