group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank,team
Players,1628975,Jevon Carter,Jevon,1610612756,PHX,24.0,10,4,6,0.4,1.3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,2,0.5,259,261,208,287,374,361,1,307,130,1,157,297,210,296,245,232,1,82,1,237,283,313,96,PHX
Players,1628413,Jonah Bolden,Jonah,1610612756,PHX,24.0,2,2,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,383,321,1,1,394,361,312,307,130,224,157,297,210,296,245,232,214,82,304,237,340,394,340,PHX
Players,201937,Ricky Rubio,Ricky,1610612756,PHX,29.0,34,15,19,0.441,3.2,0.686,0.314,0.473,0.182,0.164,0.0,0.363,0.073,0.291,0.308,0.692,0.667,0.333,0.375,0.625,16,35,0.457,24,62,429,258,146,154,240,164,35,202,157,94,178,204,196,111,176,42,257,83,61,68,159,PHX
Players,1629661,Cameron Johnson,Cameron,1610612756,PHX,24.0,24,11,13,0.458,1.9,0.3,0.7,0.5,0.0,0.0,0.0,0.5,0.375,0.5,1.0,0.0,0.0,0.0,1.0,0.0,2,10,0.2,113,119,357,236,303,325,68,136,130,224,157,41,25,103,1,232,214,82,1,237,233,188,318,PHX
Players,1626166,Cameron Payne,Cameron,1610612756,PHX,25.0,2,2,0,1.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,1.0,383,321,1,1,428,1,312,1,1,224,157,297,210,296,245,1,214,82,304,1,283,350,1,PHX
Players,1626163,Frank Kaminsky,Frank,1610612756,PHX,27.0,11,3,8,0.273,2.6,1.0,0.0,0.2,0.0,0.0,0.0,0.8,0.2,0.2,1.0,0.0,0.0,0.0,1.0,0.0,1,4,0.25,245,284,254,372,223,1,312,278,130,224,157,26,84,251,1,232,214,82,1,237,283,268,309,PHX
Players,1629059,Elie Okobo,Elie,1610612756,PHX,22.0,8,5,3,0.625,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,285,231,117,106,420,361,312,307,130,224,157,297,210,296,245,232,214,82,304,237,340,394,340,PHX
Players,1626164,Devin Booker,Devin,1610612756,PHX,23.0,35,16,19,0.457,3.2,0.58,0.42,0.434,0.208,0.17,0.123,0.396,0.123,0.226,0.348,0.652,0.333,0.667,0.345,0.655,29,69,0.42,15,49,429,237,135,203,191,185,28,198,77,84,135,239,179,128,207,16,260,80,13,12,177,PHX
Players,1629028,Deandre Ayton,Deandre,1610612756,PHX,21.0,19,10,9,0.526,3.0,1.0,0.0,0.727,0.0,0.0,0.0,0.273,0.061,0.727,0.5,0.5,0.0,0.0,0.5,0.5,12,21,0.571,166,139,279,167,181,1,312,55,130,224,157,166,191,44,134,144,214,82,203,108,84,117,71,PHX
Players,203382,Aron Baynes,Aron,1610612756,PHX,33.0,13,4,9,0.308,2.7,0.714,0.286,0.571,0.0,0.143,0.143,0.286,0.048,0.571,0.5,0.5,1.0,0.0,0.571,0.429,7,14,0.5,215,261,279,358,207,147,246,106,130,206,57,149,200,85,134,144,1,82,191,149,136,154,96,PHX
Players,1628969,Mikal Bridges,Mikal,1610612756,PHX,23.0,29,15,14,0.517,2.9,0.857,0.143,0.5,0.0,0.0,0.1,0.5,0.1,0.5,1.0,0.0,0.0,0.0,1.0,0.0,5,14,0.357,71,62,367,172,185,100,294,136,130,224,88,41,155,103,1,232,214,82,1,237,166,154,238,PHX
Players,203967,Dario Šarić,Dario,1610612756,PHX,26.0,18,8,10,0.444,2.2,0.571,0.429,0.667,0.0,0.0,0.0,0.333,0.0,0.667,0.5,0.5,0.0,0.0,0.5,0.5,2,7,0.286,178,180,297,252,274,206,187,70,130,224,157,102,210,52,134,144,214,82,203,108,233,216,297,PHX
Players,1626162,Kelly Oubre Jr.,Kelly,1610612756,PHX,24.0,29,12,17,0.414,3.6,0.39,0.61,0.23,0.0,0.59,0.197,0.18,0.18,0.23,0.714,0.286,1.0,0.0,0.895,0.105,19,41,0.463,71,102,410,282,87,290,104,267,130,70,35,238,96,237,92,211,1,82,111,229,49,60,150,PHX
