PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD,NBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,NBA_FANTASY_PTS_RANK
1631260,AJ Green,AJ,1610612749,MIL,25.0,5,1,4,0.2,134.82333333333332,0,12,0,0,30,31,36,106,1,0,13,2,89.8,115,139,75,154,106,165,72,149,186,86,97,111,104,113,1,128,157,111
203932,Aaron Gordon,Aaron,1610612743,DEN,29.0,14,7,7,0.5,521.655,27,41,30,106,183,141,181,582,5,19,33,50,424.2,36,39,197,84,20,30,7,22,17,207,198,211,207,49,213,188,19,22
1628988,Aaron Holiday,Aaron,1610612745,HOU,28.0,3,3,0,1.0,27.161666666666665,3,3,0,4,14,13,16,36,0,0,3,3,17.9,176,88,1,1,172,130,127,149,151,62,69,71,62,160,1,53,136,177
1630174,Aaron Nesmith,Aaron,1610612754,IND,25.0,20,14,6,0.7,570.125,36,27,32,60,149,194,90,554,15,15,80,43,510.2,1,1,168,21,16,15,25,20,38,198,208,189,205,6,208,219,23,17
1630598,Aaron Wiggins,Aaron,1610612760,OKC,26.0,19,13,6,0.684,250.03333333333333,20,19,19,42,69,57,49,208,4,6,19,10,217.9,16,16,168,38,57,47,43,38,56,145,144,136,158,60,173,155,87,60
1642349,Ajay Mitchell,Ajay,1610612760,OKC,22.0,10,7,3,0.7,71.325,12,3,7,18,22,24,18,70,0,4,7,5,59.1,61,39,56,21,137,73,127,78,97,75,89,79,89,160,149,83,113,129
201143,Al Horford,Al,1610612738,BOS,39.0,11,6,5,0.545,347.63166666666666,5,14,11,30,114,119,82,318,14,3,30,11,253.2,52,46,155,77,37,113,66,64,73,180,189,180,180,8,126,185,81,52
202692,Alec Burks,Alec,1610612748,MIA,33.0,1,0,1,0.0,15.233333333333333,0,0,0,0,3,7,3,22,0,0,0,0,11.4,212,180,10,180,185,165,169,149,186,26,46,23,50,160,1,1,188,186
1627936,Alex Caruso,Alex,1610612760,OKC,31.0,20,14,6,0.7,478.49666666666667,54,21,43,60,131,127,88,402,10,4,56,40,462.3,1,1,168,21,22,6,36,5,38,189,195,185,195,22,149,212,25,19
203458,Alex Len,Alex,1610612747,LAL,32.0,2,0,2,0.0,3.6816666666666666,0,0,0,0,2,2,0,2,0,0,0,1,4.8,199,180,24,180,216,165,169,149,186,15,10,1,2,160,1,1,166,202
