PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,DEF_RATING,DREB,DREB_PCT,PCT_DREB,STL,PCT_STL,BLK,PCT_BLK,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,DEF_WS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,DEF_RATING_RANK,DREB_RANK,DREB_PCT_RANK,PCT_DREB_RANK,STL_RANK,PCT_STL_RANK,BLK_RANK,PCT_BLK_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,DEF_WS_RANK
1631260,AJ Green,AJ,1610612749,MIL,25.0,5,1,4,0.2,134.82333333333332,110.5,12,0.085,0.121,0,0.0,1,0.111,30,31,36,106,-3.53,115,139,73,154,108,111,112,154,169,165,165,114,124,86,97,110,103,112
203932,Aaron Gordon,Aaron,1610612743,DEN,29.0,14,7,7,0.5,521.655,113.9,56,0.104,0.149,8,0.099,5,0.119,183,141,181,582,-14.4,37,40,179,85,21,144,31,127,139,51,153,51,121,203,195,211,205,201
1628988,Aaron Holiday,Aaron,1610612745,HOU,28.0,3,3,0,1.0,27.161666666666665,116.7,1,0.038,0.067,0,0.0,0,0.0,14,13,16,36,-0.91,176,88,1,1,173,162,189,202,201,165,165,161,161,61,67,71,61,60
1630174,Aaron Nesmith,Aaron,1610612754,IND,25.0,23,15,8,0.652,650.25,108.8,103,0.149,0.231,20,0.189,18,0.214,189,217,107,624,-16.35,1,8,204,36,12,89,8,73,69,13,101,5,75,204,210,196,210,208
1630598,Aaron Wiggins,Aaron,1610612760,OKC,26.0,22,15,7,0.682,302.5233333333333,99.5,36,0.113,0.172,10,0.133,6,0.194,82,82,60,242,-6.25,15,8,179,27,45,38,49,113,122,42,130,45,87,163,167,151,166,161
1642349,Ajay Mitchell,Ajay,1610612760,OKC,23.0,12,8,4,0.667,83.865,105.3,6,0.066,0.095,2,0.105,0,0.0,26,26,21,76,-2.09,45,38,73,28,126,60,142,180,185,122,148,161,161,78,91,85,92,83
201143,Al Horford,Al,1610612738,BOS,39.0,11,6,5,0.545,347.63166666666666,108.3,48,0.13,0.206,7,0.152,14,0.359,114,119,82,318,-8.74,53,47,152,78,39,88,35,94,94,62,115,10,36,178,187,176,180,180
202692,Alec Burks,Alec,1610612748,MIA,33.0,1,0,1,0.0,15.233333333333333,121.4,2,0.133,0.286,0,0.0,0,0.0,3,7,3,22,-0.46,212,180,10,180,185,183,177,91,34,165,165,161,161,26,46,23,49,42
1627936,Alex Caruso,Alex,1610612760,OKC,31.0,23,16,7,0.696,562.225,101.6,45,0.079,0.132,45,0.319,13,0.217,153,156,103,460,-12.01,1,1,179,20,18,45,38,163,157,1,24,13,74,195,199,192,198,196
203458,Alex Len,Alex,1610612747,LAL,32.0,2,0,2,0.0,3.6816666666666666,66.7,1,0.333,0.5,0,0.0,0,0.0,2,2,0,2,-0.01,199,180,24,180,216,3,189,6,5,165,165,161,161,15,10,1,2,3
1630578,Alperen Sengun,Alperen,1610612745,HOU,22.0,7,3,4,0.429,256.2583333333333,104.0,62,0.225,0.335,13,0.317,3,0.115,70,59,61,172,-5.76,87,88,73,101,56,54,20,18,21,30,26,68,123,146,147,153,144,151
1641708,Amen Thompson,Amen,1610612745,HOU,22.0,7,3,4,0.429,231.37166666666667,109.6,29,0.116,0.173,12,0.353,6,0.25,78,64,63,178,-6.02,87,88,73,101,62,100,63,111,121,34,15,45,56,158,154,156,146,155
1641748,Andre Jackson Jr.,Andre,1610612749,MIL,23.0,2,0,2,0.0,4.843333333333334,88.9,0,0.0,0.0,0,0.0,0,0.0,0,0,0,2,-0.06,199,180,24,180,209,21,204,204,204,165,165,161,161,1,1,1,2,10
1629614,Andrew Nembhard,Andrew,1610612754,IND,25.0,23,15,8,0.652,768.75,110.9,60,0.074,0.118,35,0.269,5,0.053,230,248,136,754,-20.21,1,8,204,36,5,116,23,175,172,4,49,51,154,215,215,203,218,218
203952,Andrew Wiggins,Andrew,1610612748,MIA,30.0,4,0,4,0.0,122.27666666666667,135.9,9,0.082,0.132,1,0.111,5,0.417,36,38,34,128,-4.91,154,180,73,180,114,207,125,158,156,143,143,51,29,94,109,107,114,136
1641710,Anthony Black,Anthony,1610612753,ORL,21.0,5,1,4,0.2,88.51666666666667,123.1,12,0.162,0.255,4,0.4,1,0.143,28,29,16,60,-2.95,115,139,73,154,124,188,112,54,50,89,11,114,107,85,96,71,78,101
1630162,Anthony Edwards,Anthony,1610612750,MIN,23.0,15,9,6,0.6,584.7666666666667,109.1,99,0.166,0.256,17,0.215,11,0.19,194,176,121,496,-14.65,29,29,164,51,15,94,11,51,48,18,74,21,88,205,205,198,201,203
1630574,Ariel Hukporti,Ariel,1610612752,NYK,23.0,3,1,2,0.333,4.633333333333334,87.5,2,0.667,1.0,0,0.0,0,0.0,0,0,0,2,-0.05,176,139,24,132,211,20,177,2,1,165,165,161,161,1,1,1,2,8
1641709,Ausar Thompson,Ausar,1610612765,DET,22.0,6,2,4,0.333,134.885,103.8,23,0.158,0.228,7,0.389,5,0.25,45,48,39,142,-3.12,104,122,73,132,107,51,74,59,73,62,12,51,56,108,133,114,124,104
1630559,Austin Reaves,Austin,1610612747,LAL,27.0,5,1,4,0.2,196.38666666666666,116.2,23,0.106,0.189,1,0.053,3,0.143,79,82,71,202,-5.72,115,139,73,154,72,160,74,126,104,143,162,68,107,161,167,168,156,148
1628389,Bam Adebayo,Bam,1610612748,MIA,27.0,4,0,4,0.0,153.455,132.4,28,0.199,0.318,4,0.286,1,0.143,56,53,41,144,-5.84,154,180,73,180,94,205,65,27,27,89,37,114,107,129,139,119,125,153
1631248,Baylor Scheierman,Baylor,1610612738,BOS,24.0,4,3,1,0.75,22.3,114.3,3,0.158,0.25,0,0.0,0,0.0,3,7,11,14,-0.62,154,88,10,12,176,147,170,56,56,165,165,161,161,26,46,59,34,45
