player,team,number,position,height,weight,last_attended,country,profile_url,is_active,is_free_agent,is_retired,headshot_url,birthdate,experience,legacy,draft_year,draft_round,draft_pick,draft_status,player_id
Dominick Barlow,ATL,26,Forward,80.0,215.0,Overtime Elite,USA,https://www.nba.com/player/1631230/dominick-barlow,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,2.0,False,0.0,0.0,0.0,UDF,barlodo01
Kobe Bufkin,ATL,4,Guard,76.0,195.0,Michigan,USA,https://www.nba.com/player/1641723/kobe-bufkin,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,1.0,False,2023.0,1.0,15.0,Drafted,bufkiko01
Clint Capela,ATL,15,Center,82.0,256.0,Elan Chalon,Switzerland,https://www.nba.com/player/203991/clint-capela,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,10.0,False,2014.0,1.0,25.0,Drafted,capelcl01
Dyson Daniels,ATL,5,Guard,79.0,199.0,NBA G League Ignite,Australia,https://www.nba.com/player/1630700/dyson-daniels,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,2.0,False,2022.0,1.0,8.0,Drafted,daniedy01
Mouhamed Gueye,ATL,18,Forward,82.0,210.0,Washington State,Senegal,https://www.nba.com/player/1631243/mouhamed-gueye,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,1.0,False,2023.0,2.0,39.0,Drafted,gueyemo01
Jalen Johnson,ATL,1,Forward,80.0,219.0,Duke,USA,https://www.nba.com/player/1630552/jalen-johnson,True,False,False,https://cdn.nba.com/headshots/nba/latest/260x190/1631210.png,1980-01-01,3.0,False,2021.0,1.0,20.0,Drafted,johnsja01
Vít Krejčí,ATL,27,Guard,80.0,195.0,Zaragoza,Czech Republic,https://www.nba.com/player/1630249/vit-krejci,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,3.0,False,2020.0,2.0,37.0,Drafted,krejčví01
Caris LeVert,ATL,3,Guard,78.0,205.0,Michigan,USA,https://www.nba.com/player/1627747/caris-levert,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,8.0,False,2016.0,1.0,20.0,Drafted,leverca01
Terance Mann,ATL,14,Guard-Forward,77.0,215.0,Florida State,USA,https://www.nba.com/player/1629611/terance-mann,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,5.0,False,2019.0,2.0,48.0,Drafted,mannte010
Garrison Mathews,ATL,24,Guard,78.0,215.0,Lipscomb,USA,https://www.nba.com/player/1629726/garrison-mathews,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,5.0,False,0.0,0.0,0.0,UDF,mathega01
