season,player_id,player,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,available_flag,min_sec,season_start,season_end
2016-17,203109,Jae Crowder,Jae,1610612738,BOS,Boston Celtics,41600305,2017-05-25T00:00:00,BOS vs. CLE,L,28.5,91.2,91.7,91.7,119.0,122.0,122.0,-27.8,-30.4,-30.4,0.167,0.0,21.4,0.032,0.192,0.105,0.0,0.0,0.00375,0.00496,0.164,0.165,101.67,100.19,83.49,100.19,0.087,60,3,8,3.0,8.0,0.375,1,873,873,873,614,1351,1331,1331,1240,1316,1316,1404,1442,1442,510,781,504,678,423,555,1,1,1129,1033,964,977,491,593,593,845,690,624,690,624,1012,1,28:30,2016,2017
2016-17,203482,Kelly Olynyk,Kelly,1610612738,BOS,Boston Celtics,41600305,2017-05-25T00:00:00,BOS vs. CLE,L,18.5,86.3,87.2,87.2,140.7,141.0,141.0,-54.4,-53.8,-53.8,0.2,1.0,15.4,0.143,0.063,0.108,0.154,0.155,0.00313,0.00394,0.256,0.251,101.63,101.01,84.17,101.01,0.053,39,2,8,2.0,8.0,0.25,1,873,873,873,1007,1457,1419,1419,1620,1609,1609,1634,1639,1639,405,434,737,118,1217,538,1333,1339,1253,1211,331,383,499,539,539,1116,888,624,888,624,1265,1,18:32,2016,2017
2016-17,1627759,Jaylen Brown,Jaylen,1610612738,BOS,Boston Celtics,41600305,2017-05-25T00:00:00,BOS vs. CLE,L,8.5,101.8,100.0,100.0,168.0,165.0,165.0,-66.2,-65.0,-65.0,0.2,1.0,14.3,0.0,0.0,0.0,0.14300000000000002,0.139,0.006670000000000001,0.006730000000000001,0.261,0.274,110.32,112.35,93.62,112.35,0.078,20,2,3,2.0,3.0,0.667,1,873,873,873,1403,1050,1071,1071,1712,1709,1709,1666,1668,1668,405,434,762,832,1413,1492,1263,1271,397,469,308,284,96,91,91,910,888,1192,888,1192,218,1,8:33,2016,2017
2016-17,1626179,Terry Rozier,Terry,1610612738,BOS,Boston Celtics,41600305,2017-05-25T00:00:00,BOS vs. CLE,L,34.4,105.0,111.3,111.3,133.6,134.3,134.3,-28.6,-23.0,-23.0,0.292,7.0,31.8,0.028,0.125,0.067,0.045,0.045,0.00308,0.0034899999999999996,0.179,0.18,101.63,98.42,82.02,98.42,0.059,71,4,13,4.0,13.0,0.308,1,873,873,873,360,937,752,752,1561,1555,1555,1414,1346,1346,221,12,257,749,781,974,768,769,1258,1267,811,836,498,741,741,1069,524,289,524,289,1196,1,34:23,2016,2017
2016-17,1626175,Jordan Mickey,Jordan,1610612738,BOS,Boston Celtics,41600305,2017-05-25T00:00:00,BOS vs. CLE,L,8.2,159.3,185.7,185.7,142.5,146.7,146.7,16.8,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.005,0.118,0.115,93.15,85.05,70.88,85.05,-0.011,14,1,2,1.0,2.0,0.5,1,873,873,873,1415,30,7,7,1633,1651,1651,454,152,152,1151,781,1151,832,1413,1492,1,1,749,933,1306,1354,1250,1665,1665,1524,1160,1342,1160,1342,539,1,8:11,2016,2017
2016-17,201973,Jonas Jerebko,Jonas,1610612738,BOS,Boston Celtics,41600305,2017-05-25T00:00:00,BOS vs. CLE,L,8.3,99.0,100.0,100.0,143.4,147.4,147.4,-44.5,-47.4,-47.4,0.0,0.0,0.0,0.0,0.333,0.133,0.5,0.5,0.0075,0.0075,0.19,0.189,111.51,109.44,91.2,109.44,0.024,19,1,2,1.0,2.0,0.5,1,873,873,873,1412,1164,1071,1071,1639,1657,1657,1591,1605,1605,1151,781,1151,832,69,350,1697,1698,240,288,713,750,73,142,142,1325,1160,1342,1160,1342,539,1,8:20,2016,2017
2016-17,203092,Tyler Zeller,Tyler,1610612738,BOS,Boston Celtics,41600305,2017-05-25T00:00:00,BOS vs. CLE,L,12.0,115.1,127.3,127.3,116.5,118.2,118.2,-1.4,9.1,9.1,0.25,2.0,33.3,0.083,0.2,0.136,0.16699999999999998,0.16699999999999998,0.006670000000000001,0.006670000000000001,0.154,0.152,93.28,88.0,73.33,88.0,0.124,22,2,3,2.0,3.0,0.667,1,873,873,873,1273,607,268,268,1151,1201,1201,891,599,596,284,222,176,293,365,335,1351,1361,397,476,1024,1078,1237,1578,1578,557,888,1192,888,1192,218,1,12:00,2016,2017
2016-17,101123,Gerald Green,Gerald,1610612738,BOS,Boston Celtics,41600305,2017-05-25T00:00:00,BOS vs. CLE,L,21.3,113.7,122.0,122.0,120.5,123.8,123.8,-6.7,-1.9,-1.9,0.0,0.0,0.0,0.0,0.118,0.049,0.1,0.09699999999999999,0.00688,0.00751,0.2,0.203,98.37,93.72,78.1,93.72,0.127,41,4,8,4.0,8.0,0.5,1,873,873,873,905,648,409,409,1288,1356,1356,1008,903,903,1151,781,1151,832,840,1188,1040,1047,377,281,629,659,790,1178,1178,542,524,624,524,624,539,1,21:15,2016,2017
2016-17,203935,Marcus Smart,Marcus,1610612738,BOS,Boston Celtics,41600305,2017-05-25T00:00:00,BOS vs. CLE,L,25.4,80.7,82.7,82.7,126.0,128.8,128.8,-45.3,-46.2,-46.2,0.143,0.4,14.3,0.036,0.167,0.096,0.35700000000000004,0.35700000000000004,0.0042899999999999995,0.0042899999999999995,0.2,0.199,100.51,98.2,81.84,98.2,0.006,52,2,7,2.0,7.0,0.286,1,873,873,873,735,1534,1496,1496,1420,1475,1475,1594,1591,1591,610,747,762,643,522,646,1678,1679,1004,1141,629,692,587,760,760,1405,888,714,888,714,1222,1,25:25,2016,2017
2016-17,201143,Al Horford,Al,1610612738,BOS,Boston Celtics,41600305,2017-05-25T00:00:00,BOS vs. CLE,L,26.9,94.0,94.6,94.6,140.3,148.2,148.2,-46.3,-53.6,-53.6,0.063,0.33,8.3,0.069,0.042,0.057,0.25,0.25,0.005,0.005,0.177,0.176,103.17,99.99,83.32,99.99,0.008,56,4,8,4.0,8.0,0.5,1,873,873,873,671,1295,1281,1281,1613,1664,1664,1600,1638,1638,1006,751,1021,380,1330,1089,1547,1550,749,933,823,866,377,611,611,1396,524,624,524,624,539,1,26:53,2016,2017
