team_id,team_name,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,team
1610612738,Boston Celtics,5,1,4,0.2,20.616666666666667,3.0,4.0,4.0,10.0,3.0,9.0,2.0,18.0,5,9,13,9,6,9,6,5,8,6,12,4,11,BOSTON CELTICS
1610612739,Cleveland Cavaliers,4,1,3,0.25,8.31,5.0,2.0,0.0,8.0,6.0,10.0,4.0,12.0,8,9,9,9,12,7,9,10,9,10,13,11,7,CLEVELAND CAVALIERS
1610612743,Denver Nuggets,8,4,4,0.5,35.135,11.0,10.0,7.0,24.0,14.0,11.0,5.0,34.0,4,4,13,1,4,3,4,2,4,15,15,14,16,DENVER NUGGETS
1610612765,Detroit Pistons,5,2,3,0.4,21.585,5.0,2.0,2.0,18.0,11.0,4.0,4.0,18.0,5,7,9,9,5,7,9,8,5,14,6,11,11,DETROIT PISTONS
1610612744,Golden State Warriors,4,3,1,0.75,10.121666666666666,0.0,2.0,0.0,8.0,2.0,4.0,2.0,4.0,8,6,1,1,11,10,9,10,9,4,6,4,2,GOLDEN STATE WARRIORS
1610612745,Houston Rockets,3,0,3,0.0,6.833333333333333,0.0,0.0,0.0,2.0,0.0,2.0,0.0,8.0,11,12,9,9,14,10,13,10,14,1,4,1,6,HOUSTON ROCKETS
1610612754,Indiana Pacers,11,9,2,0.818,38.57666666666667,29.0,30.0,9.0,40.0,3.0,10.0,2.0,26.0,1,1,5,1,2,1,1,1,1,6,13,4,14,INDIANA PACERS
1610612746,LA Clippers,4,2,2,0.5,18.62833333333333,10.0,4.0,5.0,16.0,9.0,8.0,2.0,14.0,8,7,5,1,7,4,6,4,6,12,10,4,9,LA CLIPPERS
1610612747,Los Angeles Lakers,3,0,3,0.0,10.5,0.0,0.0,0.0,2.0,4.0,2.0,2.0,12.0,11,12,9,9,10,10,13,10,14,9,4,4,7,LOS ANGELES LAKERS
1610612763,Memphis Grizzlies,2,0,2,0.0,6.943333333333333,0.0,0.0,0.0,2.0,2.0,0.0,2.0,4.0,13,12,5,9,13,10,13,10,14,4,1,4,2,MEMPHIS GRIZZLIES
1610612748,Miami Heat,1,0,1,0.0,4.155,0.0,0.0,2.0,4.0,3.0,0.0,0.0,2.0,16,12,1,9,16,10,13,8,12,6,1,1,1,MIAMI HEAT
1610612749,Milwaukee Bucks,2,0,2,0.0,12.166666666666666,0.0,4.0,0.0,4.0,9.0,8.0,4.0,16.0,13,12,5,9,9,10,6,10,12,12,10,11,10,MILWAUKEE BUCKS
1610612750,Minnesota Timberwolves,5,4,1,0.8,17.388333333333332,9.0,11.0,4.0,16.0,0.0,0.0,0.0,4.0,5,4,1,1,8,5,3,5,6,1,1,1,2,MINNESOTA TIMBERWOLVES
1610612752,New York Knicks,11,7,4,0.636,49.40833333333333,14.0,13.0,6.0,40.0,19.0,6.0,7.0,32.0,1,2,13,1,1,2,2,3,1,16,9,16,15,NEW YORK KNICKS
1610612760,Oklahoma City Thunder,10,6,4,0.6,35.748333333333335,7.0,9.0,4.0,30.0,8.0,15.0,5.0,20.0,3,3,13,1,3,6,5,5,3,11,16,14,13,OKLAHOMA CITY THUNDER
1610612753,Orlando Magic,2,1,1,0.5,6.35,0.0,2.0,0.0,6.0,0.0,4.0,2.0,6.0,13,9,1,1,15,10,9,10,11,1,6,4,5,ORLANDO MAGIC
