player,team,number,position,height,weight,last_attended,country,profile_url,is_active,is_free_agent,is_retired,headshot_url,birthdate,experience,legacy,draft_year,draft_round,draft_pick,draft_status,player_id
LaMelo Ball,CHA,1,Guard,79.0,180.0,Illawarra,USA,https://www.nba.com/player/1630163/lamelo-ball,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,4.0,False,2020.0,1.0,3.0,Drafted,ballla010
Damion Baugh,CHA,7,Guard,76.0,194.0,TCU,USA,https://www.nba.com/player/1641878/damion-baugh,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,,False,0.0,0.0,0.0,UDF,baughda01
Miles Bridges,CHA,0,Forward,79.0,225.0,Michigan State,USA,https://www.nba.com/player/1628970/miles-bridges,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,5.0,False,2018.0,1.0,12.0,Drafted,bridgmi01
Seth Curry,CHA,30,Guard,73.0,185.0,Duke,USA,https://www.nba.com/player/203552/seth-curry,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,10.0,False,0.0,0.0,0.0,UDF,curryse01
Moussa Diabaté,CHA,14,Forward,81.0,210.0,Michigan,France,https://www.nba.com/player/1631217/moussa-diabate,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1631217.png,1980-01-01,2.0,False,2022.0,2.0,43.0,Drafted,diabamo01
Taj Gibson,CHA,67,Forward,81.0,232.0,Southern California,USA,https://www.nba.com/player/201959/taj-gibson,True,False,False,https://cdn.nba.com/headshots/nba/latest/260x190/1629610.png,1980-01-01,15.0,False,2009.0,1.0,26.0,Drafted,gibsota01
Josh Green,CHA,10,Guard,77.0,200.0,Arizona,Australia,https://www.nba.com/player/1630182/josh-green,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,4.0,False,2020.0,1.0,18.0,Drafted,greenjo01
DaQuan Jeffries,CHA,3,Guard-Forward,77.0,222.0,Tulsa,USA,https://www.nba.com/player/1629610/daquan-jeffries,True,False,False,https://cdn.nba.com/headshots/nba/latest/260x190/1628970.png,1980-01-01,5.0,False,0.0,0.0,0.0,UDF,jeffrda01
Tre Mann,CHA,23,Guard,75.0,178.0,Florida,USA,https://www.nba.com/player/1630544/tre-mann,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,3.0,False,2021.0,1.0,18.0,Drafted,manntr010
Brandon Miller,CHA,24,Forward,79.0,200.0,Alabama,USA,https://www.nba.com/player/1641706/brandon-miller,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,1.0,False,2023.0,1.0,2.0,Drafted,millebr01
