group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank
Players,2738,Andre Iguodala,Andre,1610612748,MIA,36.0,11,3,8,0.273,1.6,0.333,0.667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,245,284,254,372,351,306,75,307,130,224,157,1,210,296,245,232,214,82,304,237,340,289,340
Players,1628389,Bam Adebayo,Bam,1610612748,MIA,22.0,35,18,17,0.514,4.1,0.955,0.045,0.706,0.0,0.0,0.044,0.294,0.147,0.706,0.708,0.292,0.0,0.0,0.708,0.292,24,44,0.545,15,31,410,176,27,84,310,63,130,224,136,143,113,49,97,210,214,82,146,194,28,55,80
Players,1629735,Chris Silva,Chris,1610612748,MIA,23.0,1,0,1,0.0,3.7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,414,415,28,415,67,361,1,307,130,224,157,1,210,296,245,232,214,82,304,237,340,350,340
Players,1627884,Derrick Jones Jr.,Derrick,1610612748,MIA,23.0,23,16,7,0.696,3.0,0.5,0.5,0.5,0.0,0.375,0.125,0.125,0.375,0.5,0.75,0.25,1.0,0.0,0.833,0.167,6,14,0.429,122,49,232,62,171,222,137,136,130,129,74,265,25,103,87,216,1,82,122,216,147,154,170
Players,1629130,Duncan Robinson,Duncan,1610612748,MIA,26.0,33,17,16,0.515,2.4,0.037,0.963,0.0,0.0,0.818,0.091,0.182,0.273,0.0,0.0,0.0,1.0,0.0,1.0,0.0,9,27,0.333,32,40,396,174,248,360,34,307,130,20,94,236,50,296,245,232,1,82,1,237,110,88,252
Players,1629216,Gabe Vincent,Gabe,1610612748,MIA,24.0,1,0,1,0.0,3.7,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,414,415,28,415,67,222,137,307,130,224,157,297,210,296,245,232,214,82,304,237,340,313,340
Players,201609,Goran Dragic,Goran,1610612748,MIA,34.0,22,11,11,0.5,3.5,0.52,0.48,0.452,0.129,0.097,0.0,0.451,0.129,0.323,0.143,0.857,1.0,0.0,0.25,0.75,8,25,0.32,133,119,320,177,90,219,175,175,63,216,157,64,128,196,229,78,1,82,282,57,125,98,284
Players,203109,Jae Crowder,Jae,1610612748,MIA,29.0,29,13,16,0.448,3.5,0.29,0.71,0.2,0.0,0.7,0.067,0.1,0.0,0.2,0.667,0.333,1.0,0.0,0.9,0.1,10,31,0.323,71,91,396,249,95,327,67,278,130,38,119,275,210,251,101,193,1,82,108,230,97,74,283
Players,202710,Jimmy Butler III,Jimmy,1610612748,MIA,30.0,24,14,10,0.583,4.4,0.672,0.328,0.368,0.079,0.118,0.013,0.514,0.066,0.289,0.286,0.714,0.333,0.667,0.294,0.706,17,61,0.279,113,76,297,139,13,161,233,219,96,211,156,40,189,205,198,107,207,16,276,64,57,22,301
Players,203482,Kelly Olynyk,Kelly,1610612748,MIA,29.0,12,6,6,0.5,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,5,0.4,232,210,208,177,300,361,1,307,130,1,157,297,210,296,245,232,1,82,1,237,233,246,191
Players,1629134,Kendrick Nunn,Kendrick,1610612748,MIA,24.0,24,14,10,0.583,3.4,0.471,0.529,0.333,0.083,0.375,0.0,0.292,0.0,0.25,0.25,0.75,0.667,0.333,0.429,0.571,7,17,0.412,113,76,297,139,105,262,131,231,91,129,157,146,210,224,203,93,176,42,248,90,136,132,184
Players,203086,Meyers Leonard,Meyers,1610612748,MIA,28.0,10,6,4,0.6,0.9,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,259,210,148,118,409,222,137,307,130,224,157,297,210,296,245,232,214,82,304,237,340,313,340
Players,203524,Solomon Hill,Solomon,1610612748,MIA,29.0,16,10,6,0.625,2.1,0.75,0.25,0.75,0.0,0.0,0.0,0.25,0.375,0.75,0.667,0.333,0.0,0.0,0.667,0.333,3,4,0.75,194,139,208,106,279,131,254,52,130,224,157,184,25,43,101,193,214,82,153,170,200,268,30
Players,1629639,Tyler Herro,Tyler,1610612748,MIA,20.0,20,12,8,0.6,3.3,0.367,0.633,0.293,0.098,0.659,0.146,0.048,0.22,0.195,0.5,0.5,0.889,0.111,0.733,0.267,15,30,0.5,150,102,254,118,116,295,99,246,77,46,56,290,77,254,134,144,145,79,141,199,67,78,96
