season_id,player_id,player,team_id,team_abbreviation,team_name,play_type,type_grouping,percentile,gp,poss_pct,ppp,fg_pct,ft_poss_pct,tov_poss_pct,sf_poss_pct,plusone_poss_pct,score_poss_pct,efg_pct,poss,pts,fgm,fga,fgmx,team
42021,1630531,Jaden Springer,1610612755,PHI,Philadelphia 76ers,Handoff,Defensive,0.0,5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,PHI
42021,1629003,Shake Milton,1610612755,PHI,Philadelphia 76ers,Handoff,Defensive,0.0,12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.4,PHI
42021,201935,James Harden,1610612755,PHI,Philadelphia 76ers,Handoff,Defensive,0.0,12,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.6,0.6,PHI
42021,1627777,Georges Niang,1610612755,PHI,Philadelphia 76ers,Handoff,Defensive,0.0,12,0.02,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.5,0.1,0.0,0.1,0.1,0.0,PHI
42021,203954,Joel Embiid,1610612755,PHI,Philadelphia 76ers,Handoff,Defensive,0.0,10,0.01,1.5,0.5,0.0,0.0,0.0,0.0,0.5,0.75,0.2,0.0,0.1,0.2,0.1,PHI
42021,1627788,Furkan Korkmaz,1610612755,PHI,Philadelphia 76ers,Handoff,Defensive,0.0,9,0.143,2.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.2,0.0,0.1,0.1,0.0,PHI
42021,1629680,Matisse Thybulle,1610612755,PHI,Philadelphia 76ers,Handoff,Defensive,0.0,9,0.066,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.0,0.2,0.4,0.2,PHI
42021,1630194,Paul Reed,1610612755,PHI,Philadelphia 76ers,Handoff,Defensive,0.0,12,0.076,1.0,0.4,0.0,0.0,0.0,0.0,0.4,0.5,0.4,0.0,0.2,0.4,0.3,PHI
42021,1630178,Tyrese Maxey,1610612755,PHI,Philadelphia 76ers,Handoff,Defensive,1.0,12,0.083,0.357,0.18,0.0,0.21,0.0,0.0,0.14,0.23,1.2,0.0,0.2,0.9,0.8,PHI
42021,202699,Tobias Harris,1610612755,PHI,Philadelphia 76ers,Handoff,Defensive,0.0,12,0.055,1.111,0.44,0.0,0.0,0.0,0.0,0.44,0.56,0.8,1.0,0.3,0.8,0.4,PHI
42021,201980,Danny Green,1610612755,PHI,Philadelphia 76ers,Handoff,Defensive,0.1,12,0.098,1.364,0.56,0.18,0.09,0.18,0.09,0.55,0.67,0.9,1.0,0.4,0.8,0.3,PHI
