GAME_ID,GAME_DATE,AWAY_TEAM,HOME_TEAM,GAME_WEEK
21900003,2019-10-23,CHI,CHA,1
21900020,2019-10-25,CHI,MEM,2
21900031,2019-10-26,TOR,CHI,3
21900042,2019-10-28,CHI,NYK,4
21900055,2019-10-30,CHI,CLE,5
21900073,2019-11-01,DET,CHI,6
21900085,2019-11-03,CHI,IND,7
21900100,2019-11-05,LAL,CHI,8
21900105,2019-11-06,CHI,ATL,9
21900129,2019-11-09,HOU,CHI,10
21900149,2019-11-12,NYK,CHI,11
21900163,2019-11-14,CHI,MIL,12
21900175,2019-11-16,BKN,CHI,13
21900192,2019-11-18,MIL,CHI,14
21900209,2019-11-20,DET,CHI,15
21900219,2019-11-22,MIA,CHI,16
21900226,2019-11-23,CHI,CHA,17
21900247,2019-11-25,POR,CHI,18
21900266,2019-11-27,CHI,GSW,19
21900278,2019-11-29,CHI,POR,20
21900298,2019-12-02,CHI,SAC,21
21900311,2019-12-04,MEM,CHI,22
21900325,2019-12-06,GSW,CHI,23
21900337,2019-12-08,CHI,MIA,24
21900345,2019-12-09,TOR,CHI,25
21900361,2019-12-11,ATL,CHI,26
21900375,2019-12-13,CHA,CHI,27
21900382,2019-12-14,LAC,CHI,28
21900399,2019-12-16,CHI,OKC,29
21900409,2019-12-18,CHI,WAS,30
21900432,2019-12-21,CHI,DET,31
21900448,2019-12-23,CHI,ORL,32
21900477,2019-12-28,ATL,CHI,33
21900493,2019-12-30,MIL,CHI,34
21900511,2020-01-02,UTA,CHI,35
21900529,2020-01-04,BOS,CHI,36
21900545,2020-01-06,CHI,DAL,37
21900560,2020-01-08,CHI,NOP,38
21900570,2020-01-10,IND,CHI,39
21900579,2020-01-11,CHI,DET,40
21900593,2020-01-13,CHI,BOS,41
21900607,2020-01-15,WAS,CHI,42
21900620,2020-01-17,CHI,PHI,43
21900631,2020-01-18,CLE,CHI,44
21900647,2020-01-20,CHI,MIL,45
21900661,2020-01-22,MIN,CHI,46
21900674,2020-01-24,SAC,CHI,47
21900682,2020-01-25,CHI,CLE,48
21900695,2020-01-27,SAS,CHI,49
21900708,2020-01-29,CHI,IND,50
21900721,2020-01-31,CHI,BKN,51
21900740,2020-02-02,CHI,TOR,52
21900765,2020-02-06,NOP,CHI,53
21900788,2020-02-09,CHI,PHI,54
21900803,2020-02-11,CHI,WAS,55
21900823,2020-02-20,CHA,CHI,56
21900839,2020-02-22,PHX,CHI,57
21900845,2020-02-23,WAS,CHI,58
21900859,2020-02-25,OKC,CHI,59
21900887,2020-02-29,CHI,NYK,60
21900907,2020-03-02,DAL,CHI,61
21900922,2020-03-04,CHI,MIN,62
21900934,2020-03-06,IND,CHI,63
21900946,2020-03-08,CHI,BKN,64
21900962,2020-03-10,CLE,CHI,65
