close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_lt_10,fga_lt_10,lt_10_pct,ns_lt_10_pct,plusminus
201142,Kevin Durant,1610612756,PHX,F,35.0,4,4,0.479,4.5,8.75,0.514,0.6,-0.086
203994,Jusuf Nurkić,1610612756,PHX,C,29.0,4,4,0.452,3.25,7.0,0.464,0.617,-0.152
1626164,Devin Booker,1610612756,PHX,G,27.0,4,4,0.549,3.5,7.0,0.5,0.59,-0.09
203078,Bradley Beal,1610612756,PHX,G,31.0,4,4,0.418,3.75,5.75,0.652,0.598,0.054
1626220,Royce O'Neale,1610612756,PHX,F,31.0,4,4,0.543,3.75,4.75,0.789,0.598,0.191
1628960,Grayson Allen,1610612756,PHX,G,28.0,2,2,0.471,2.0,4.0,0.5,0.58,-0.08
1629234,Drew Eubanks,1610612756,PHX,F-C,27.0,3,3,0.526,1.67,3.33,0.5,0.575,-0.075
201569,Eric Gordon,1610612756,PHX,G,35.0,4,4,0.333,2.0,3.25,0.615,0.596,0.02
1629006,Josh Okogie,1610612756,PHX,G,25.0,4,3,0.6,1.0,2.25,0.444,0.578,-0.134
202738,Isaiah Thomas,1610612756,PHX,G,35.0,1,1,0.5,1.0,1.0,1.0,0.5,0.5
1629626,Bol Bol,1610612756,PHX,C-F,24.0,2,1,0.5,1.0,1.0,1.0,0.618,0.382
1629642,Nassir Little,1610612756,PHX,F-G,24.0,2,1,0.667,1.0,1.0,1.0,0.625,0.375
