group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank
Players,1628998,Cody Martin,Cody,1610612766,CHA,26.0,26,17,9,0.654,2.3,0.143,0.857,0.111,0.0,0.5,0.111,0.389,0.0,0.111,1.0,0.0,1.0,0.0,1.0,0.0,4,7,0.571,101,43,298,84,296,369,46,319,141,86,82,67,241,302,1,250,1,98,1,267,204,240,88
Players,202330,Gordon Hayward,Gordon,1610612766,CHA,32.0,20,10,10,0.5,3.7,0.8,0.2,0.273,0.182,0.409,0.0,0.318,0.273,0.091,0.0,1.0,1.0,0.0,0.5,0.5,6,25,0.24,171,156,322,206,67,120,296,284,39,125,158,114,55,308,279,1,1,98,222,116,156,111,334
Players,202738,Isaiah Thomas,Isaiah,1610612766,CHA,33.0,3,1,2,0.333,1.7,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,383,375,100,378,370,244,153,326,141,252,158,305,241,317,279,250,232,98,334,267,364,335,364
Players,1630550,JT Thor,JT,1610612766,CHA,19.0,3,1,2,0.333,1.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1.0,383,375,100,378,383,1,333,1,141,252,158,305,241,1,1,250,232,98,1,267,299,364,1
Players,1629667,Jalen McDaniels,Jalen,1610612766,CHA,24.0,6,3,3,0.5,1.5,0.667,0.333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,3,0.333,326,304,139,206,389,169,238,1,141,252,158,305,241,1,1,250,232,98,1,267,299,311,267
Players,1630547,James Bouknight,James,1610612766,CHA,21.0,2,1,1,0.5,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,408,375,38,206,373,381,333,326,141,252,158,305,241,317,279,250,232,98,334,267,364,419,364
Players,1626162,Kelly Oubre Jr.,Kelly,1610612766,CHA,26.0,22,8,14,0.364,3.3,0.448,0.552,0.313,0.0,0.656,0.219,0.031,0.313,0.313,0.4,0.6,1.0,0.0,0.75,0.25,12,29,0.414,152,200,401,364,134,286,133,265,141,48,40,304,49,219,187,132,1,98,143,204,98,96,216
Players,1630163,LaMelo Ball,LaMelo,1610612766,CHA,20.0,31,16,15,0.516,4.0,0.49,0.51,0.367,0.041,0.245,0.041,0.388,0.286,0.327,0.222,0.778,0.5,0.5,0.308,0.692,13,49,0.265,55,57,420,202,45,267,152,237,127,181,139,68,51,214,244,81,202,40,295,67,88,38,324
Players,203486,Mason Plumlee,Mason,1610612766,CHA,32.0,24,12,12,0.5,2.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.889,0.111,0.0,0.0,0.889,0.111,9,10,0.9,128,113,365,206,265,1,333,1,141,252,158,305,241,1,78,247,232,98,103,259,119,208,34
Players,1628970,Miles Bridges,Miles,1610612766,CHA,24.0,34,17,17,0.5,4.4,0.532,0.468,0.471,0.071,0.247,0.106,0.282,0.176,0.4,0.5,0.5,1.0,0.0,0.63,0.37,27,62,0.435,32,43,454,206,19,234,185,188,109,180,86,151,108,170,149,152,1,98,194,170,19,21,187
Players,1626149,Montrezl Harrell,Montrezl,1610612766,CHA,28.0,23,13,10,0.565,3.2,0.909,0.091,0.778,0.111,0.0,0.111,0.222,0.139,0.667,0.714,0.286,0.0,0.0,0.714,0.286,14,22,0.636,137,97,322,167,142,94,324,61,78,252,82,190,144,68,111,214,232,98,165,195,81,120,71
Players,1629023,P.J. Washington,P.J.,1610612766,CHA,23.0,22,11,11,0.5,4.6,0.545,0.455,0.533,0.0,0.4,0.0,0.067,0.044,0.533,0.667,0.333,1.0,0.0,0.778,0.222,18,33,0.545,152,136,349,206,15,228,190,151,141,129,158,298,233,116,114,195,1,98,137,223,56,82,100
Players,1626179,Terry Rozier,Terry,1610612766,CHA,28.0,29,14,15,0.483,4.2,0.371,0.629,0.316,0.079,0.513,0.066,0.171,0.092,0.237,0.583,0.417,0.692,0.308,0.64,0.36,25,62,0.403,70,82,420,260,26,314,105,263,103,84,122,239,192,263,144,182,185,67,192,172,26,21,222
