season,team_id,game_id,game_date,away_team,home_team,opponent,opponent_id,pf,opp_pf,wl,differential,round,game_no_in_series
2019-20,1610612748,41900131,2020-08-18,MIA,IND,IND,1610612754,113,101,W,12,rnd1,1
2019-20,1610612748,41900132,2020-08-20,MIA,IND,IND,1610612754,109,100,W,9,rnd1,2
2019-20,1610612748,41900133,2020-08-22,IND,MIA,IND,1610612754,124,115,W,9,rnd1,3
2019-20,1610612748,41900134,2020-08-24,IND,MIA,IND,1610612754,99,87,W,12,rnd1,4
2019-20,1610612748,41900201,2020-08-31,MIA,MIL,MIL,1610612749,115,104,W,11,sf,1
2019-20,1610612748,41900202,2020-09-02,MIA,MIL,MIL,1610612749,116,114,W,2,sf,2
2019-20,1610612748,41900203,2020-09-04,MIL,MIA,MIL,1610612749,115,100,W,15,sf,3
2019-20,1610612748,41900204,2020-09-06,MIL,MIA,MIL,1610612749,115,118,L,-3,sf,4
2019-20,1610612748,41900205,2020-09-08,MIA,MIL,MIL,1610612749,103,94,W,9,sf,5
2019-20,1610612748,41900301,2020-09-15,MIA,BOS,BOS,1610612738,117,114,W,3,conf,1
2019-20,1610612748,41900302,2020-09-17,MIA,BOS,BOS,1610612738,106,101,W,5,conf,2
2019-20,1610612748,41900303,2020-09-19,BOS,MIA,BOS,1610612738,106,117,L,-11,conf,3
2019-20,1610612748,41900304,2020-09-23,BOS,MIA,BOS,1610612738,112,109,W,3,conf,4
2019-20,1610612748,41900305,2020-09-25,MIA,BOS,BOS,1610612738,108,121,L,-13,conf,5
2019-20,1610612748,41900306,2020-09-27,BOS,MIA,BOS,1610612738,125,113,W,12,conf,6
2019-20,1610612748,41900401,2020-09-30,MIA,LAL,LAL,1610612747,98,116,L,-18,finals,1
2019-20,1610612748,41900402,2020-10-02,MIA,LAL,LAL,1610612747,114,124,L,-10,finals,2
2019-20,1610612748,41900403,2020-10-04,LAL,MIA,LAL,1610612747,115,104,W,11,finals,3
2019-20,1610612748,41900404,2020-10-06,LAL,MIA,LAL,1610612747,96,102,L,-6,finals,4
2019-20,1610612748,41900405,2020-10-09,MIA,LAL,LAL,1610612747,111,108,W,3,finals,5
2019-20,1610612748,41900406,2020-10-11,LAL,MIA,LAL,1610612747,93,106,L,-13,finals,6
