season,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,e_def_rating,def_rating,e_net_rating,net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,efg_pct,ts_pct,e_pace,pace,pace_per40,poss,pie,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,off_rating_rank,def_rating_rank,net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,efg_pct_rank,ts_pct_rank,pace_rank,pie_rank,available_flag,season_start,season_end,is_home,home,away,MON
2024-25,1610612754,IND,Indiana Pacers,22401189,2025-04-13,IND @ CLE,W,58.0,98.7,99.2,91.7,95.2,7.0,4.1,0.563,2.08,16.0,0.264,0.684,0.48,0.102,0.445,0.49,106.1,103.86,86.55,127,0.603,1,1,1,1,1,2181,145,1010,1928,982,2026,1565,1557,1613,366,2315,2276,455,255,1,2024,2025,False,CLE,IND,APR
2024-25,1610612754,IND,Indiana Pacers,22401172,2025-04-11,IND vs. ORL,L,48.0,107.1,108.5,121.4,122.9,-14.3,-14.4,0.6,1.2,15.9,0.404,0.718,0.538,0.189,0.517,0.551,106.8,105.5,87.92,106,0.409,1,1231,1231,1231,121,1661,1930,2028,1595,2163,2045,166,1141,560,2153,1624,1630,217,2122,1,2024,2025,True,IND,ORL,APR
2024-25,1610612754,IND,Indiana Pacers,22401168,2025-04-10,IND vs. CLE,W,48.0,112.0,115.2,108.0,110.9,4.0,4.3,0.651,2.8,20.3,0.212,0.679,0.454,0.101,0.538,0.56,102.8,100.0,83.33,99,0.518,1,1,1,1,121,1107,982,989,1096,363,749,2117,1635,2008,336,1316,1505,1075,1049,1,2024,2025,True,IND,CLE,APR
2024-25,1610612754,IND,Indiana Pacers,22401148,2025-04-08,IND vs. WAS,W,48.0,104.8,108.3,99.4,102.1,5.4,6.3,0.636,2.33,15.6,0.31,0.685,0.491,0.094,0.431,0.503,98.9,96.0,80.0,96,0.571,1,1,1,1,121,1668,394,848,1246,697,2103,975,1542,1393,240,2372,2169,1859,472,1,2024,2025,True,IND,WAS,APR
2024-25,1610612754,IND,Indiana Pacers,22401142,2025-04-06,IND @ DEN,W,48.0,119.9,119.0,114.4,114.3,5.5,4.8,0.739,5.67,23.0,0.18,0.761,0.458,0.057,0.557,0.594,104.6,105.0,87.5,105,0.523,1,1,1,1,121,766,1266,959,322,9,221,2296,597,1940,18,1028,965,269,999,1,2024,2025,False,DEN,IND,APR
2024-25,1610612754,IND,Indiana Pacers,22401119,2025-04-04,IND vs. UTA,W,48.0,137.6,137.3,104.4,108.7,33.2,28.5,0.745,5.43,25.0,0.255,0.606,0.46,0.069,0.64,0.662,104.5,102.5,85.42,102,0.686,1,1,1,1,121,55,812,95,281,12,42,1668,2238,1914,44,175,211,609,28,1,2024,2025,True,IND,UTA,APR
2024-25,1610612754,IND,Indiana Pacers,22401104,2025-04-02,IND vs. CHA,W,48.0,126.1,125.3,110.6,110.5,15.4,14.7,0.617,4.83,21.5,0.245,0.718,0.455,0.063,0.589,0.599,94.7,95.0,79.17,95,0.563,1,1,1,1,121,404,948,406,1456,25,454,1798,1141,1990,31,608,895,2033,554,1,2024,2025,True,IND,CHA,APR
2024-25,1610612754,IND,Indiana Pacers,22401090,2025-03-31,IND vs. SAC,W,48.0,108.1,109.9,103.3,106.9,4.7,3.0,0.667,2.15,20.3,0.188,0.75,0.48,0.129,0.544,0.58,104.1,101.5,84.58,101,0.533,1,1,1,1,121,1563,679,1086,904,887,749,2256,679,1605,942,1222,1204,815,899,1,2024,2025,True,IND,SAC,MAR
2024-25,1610612754,IND,Indiana Pacers,22401079,2025-03-29,IND @ OKC,L,48.0,107.3,105.7,124.4,126.9,-17.1,-21.2,0.692,2.08,18.9,0.22,0.766,0.485,0.124,0.529,0.564,104.8,104.5,87.08,105,0.43,1,1231,1231,1231,121,1861,2126,2242,695,982,1170,2044,549,1528,825,1448,1444,323,1963,1,2024,2025,False,OKC,IND,MAR
2024-25,1610612754,IND,Indiana Pacers,22401061,2025-03-27,IND @ WAS,W,48.0,158.3,158.8,109.6,104.8,48.7,54.0,0.814,3.2,29.3,0.412,0.755,0.614,0.147,0.788,0.807,100.9,103.0,85.83,102,0.702,1,1,1,1,121,1,538,3,52,207,1,141,646,31,1386,2,2,531,16,1,2024,2025,False,WAS,IND,MAR
