close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
1631117,Walker Kessler,1610612762,UTA,C,21.0,74,74,1.0,514,1083,0.475,0.499,-0.025
203482,Kelly Olynyk,1610612762,UTA,F-C,32.0,68,68,1.0,521,1044,0.499,0.489,0.01
1628374,Lauri Markkanen,1610612762,UTA,F-C,26.0,66,66,1.0,401,879,0.456,0.484,-0.028
203903,Jordan Clarkson,1610612762,UTA,G,31.0,61,61,1.0,336,712,0.472,0.469,0.003
1629659,Talen Horton-Tucker,1610612762,UTA,G,22.0,63,63,1.0,240,521,0.461,0.465,-0.004
1630534,Ochai Agbaji,1610612762,UTA,G,23.0,56,56,1.0,208,478,0.435,0.466,-0.03
1629012,Collin Sexton,1610612762,UTA,G,24.0,48,48,1.0,166,366,0.454,0.465,-0.012
1629308,Juan Toscano-Anderson,1610612762,UTA,F,30.0,48,48,1.0,158,323,0.489,0.476,0.013
200752,Rudy Gay,1610612762,UTA,F-G,36.0,56,56,1.0,145,319,0.455,0.478,-0.023
1627739,Kris Dunn,1610612762,UTA,G,29.0,22,22,1.0,104,233,0.446,0.462,-0.016
1627745,Damian Jones,1610612762,UTA,C,28.0,34,34,1.0,97,229,0.424,0.482,-0.058
1631323,Simone Fontecchio,1610612762,UTA,F,27.0,45,45,1.0,114,224,0.509,0.465,0.044
1628962,Udoka Azubuike,1610612762,UTA,C-F,23.0,34,34,1.0,89,198,0.449,0.49,-0.041
1630548,Johnny Juzang,1610612762,UTA,G,22.0,18,18,1.0,46,83,0.554,0.452,0.102
1629677,Luka Samanic,1610612762,UTA,F,23.0,7,7,1.0,32,65,0.492,0.491,0.002
1630695,Micah Potter,1610612762,UTA,C,25.0,6,6,1.0,14,32,0.438,0.455,-0.018
1630195,Leandro Bolmaro,1610612762,UTA,F,22.0,10,10,1.0,14,27,0.519,0.447,0.072
1629714,Jarrell Brantley,1610612762,UTA,F,27.0,4,4,1.0,2,16,0.125,0.469,-0.344
1630176,Vernon Carey Jr.,1610612762,UTA,C,22.0,6,6,1.0,1,8,0.125,0.441,-0.316
