GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK
Players,203460,Andre Roberson,Andre,1610612760,OKC,24.0,24,11,13,0.458,51.45666666666666,3.5,4.2,0.833,0.7,0.7,1.0,0.0,1.4,0.0,4.2,5.6,9.8,0.0,0.7,1.4,1.4,0.7,3.5,0.7,7.7,-29.4,27.1,0,0,23.8,163,157,140,248,188,223,346,25,172,262,1,299,297,299,46,142,79,287,249,75,84,139,265,320,283,373,207,190,13,230
Players,201627,Anthony Morrow,Anthony,1610612760,OKC,30.0,18,7,11,0.389,20.88833333333333,1.7,5.2,0.333,1.7,1.7,1.0,5.2,5.2,1.0,0.0,1.7,1.7,1.7,0.0,0.0,0.0,0.0,3.4,1.7,10.3,10.3,15.0,0,0,15.5,211,215,174,302,281,302,321,255,88,232,1,110,170,1,270,336,360,181,282,237,200,206,270,276,233,117,342,190,13,326
Players,1626166,Cameron Payne,Cameron,1610612760,OKC,21.0,4,3,1,0.75,11.566666666666666,3.1,18.7,0.167,0.0,9.3,0.0,0.0,0.0,0.0,3.1,0.0,3.1,3.1,3.1,0.0,0.0,0.0,9.3,0.0,6.2,-18.7,11.5,0,0,12.4,339,293,363,44,317,238,50,324,209,26,209,299,312,299,83,356,328,101,51,237,200,206,40,326,311,346,373,190,13,357
Players,203079,Dion Waiters,Dion,1610612760,OKC,24.0,38,20,18,0.526,130.64,1.9,6.3,0.304,0.3,2.8,0.1,0.8,1.1,0.75,1.7,2.5,4.1,0.8,1.1,0.6,0.3,0.3,3.0,0.8,5.0,-4.7,12.5,0,0,11.8,38,45,59,173,55,296,297,282,202,201,205,286,301,171,153,318,281,259,209,199,186,199,303,315,327,258,359,190,13,362
Players,202683,Enes Freedom,Enes,1610612760,OKC,24.0,20,13,7,0.65,36.47,3.9,5.9,0.667,0.0,2.0,0.0,4.9,5.9,0.833,3.0,5.9,8.9,0.0,1.0,0.0,2.0,0.0,3.9,3.9,12.8,-9.9,28.4,10,0,25.7,196,129,234,80,223,198,309,45,209,224,209,120,142,122,92,128,101,287,224,237,55,206,240,148,184,294,185,38,13,203
Players,203962,Josh Huestis,Josh,1610612760,OKC,24.0,1,0,1,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,404,408,363,408,429,342,379,342,209,275,209,299,312,299,270,356,370,287,282,237,200,206,375,326,359,206,400,190,13,400
Players,201142,Kevin Durant,Kevin,1610612760,OKC,27.0,37,20,17,0.541,144.26333333333332,11.7,28.4,0.412,3.0,9.2,0.324,10.5,12.2,0.857,0.2,6.2,6.5,2.5,1.7,0.0,1.2,1.5,3.0,7.2,36.9,-2.0,50.5,12,0,51.4,51,45,77,158,38,15,10,179,33,31,110,32,38,107,265,114,190,130,131,237,91,66,305,45,12,234,27,29,13,22
Players,202713,Kyle Singler,Kyle,1610612760,OKC,28.0,9,5,4,0.556,16.495,0.0,4.4,0.0,0.0,4.4,0.0,0.0,0.0,0.0,2.2,4.4,6.5,2.2,0.0,0.0,0.0,0.0,2.2,2.2,0.0,-45.8,11.1,0,0,8.7,289,252,285,142,291,342,342,342,209,147,209,299,312,299,125,206,186,150,282,237,200,206,342,260,359,396,374,190,13,385
Players,2555,Nick Collison,Nick,1610612760,OKC,35.0,4,2,2,0.5,2.546666666666667,0.0,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,14.1,28.3,14.1,0.0,0.0,0.0,0.0,14.1,0.0,0.0,-42.4,55.1,0,0,42.4,339,326,329,188,390,342,109,342,209,275,209,299,312,299,6,5,3,2,282,237,200,206,21,326,359,393,19,190,13,48
Players,200751,Randy Foye,Randy,1610612760,OKC,32.0,24,11,13,0.458,59.00333333333333,0.6,4.9,0.125,0.6,3.1,0.2,3.7,4.3,0.857,0.0,3.7,3.7,1.2,0.6,0.6,1.2,0.0,3.7,3.1,5.5,-1.8,16.6,0,0,14.6,163,157,140,248,173,340,329,337,177,192,167,178,205,107,270,242,302,225,258,191,94,206,254,207,322,232,328,190,13,337
