close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fg3m,fg3a,fg3_pct,ns_fg3_pct,plusminus
203999,Nikola Jokić,1610612743,DEN,C,23.0,75,74,0.225,118,318,0.371,0.36,0.011
1627750,Jamal Murray,1610612743,DEN,G,21.0,81,77,0.322,115,295,0.39,0.361,0.028
201163,Wilson Chandler,1610612743,DEN,F,31.0,74,74,0.379,110,288,0.382,0.363,0.019
203115,Will Barton,1610612743,DEN,F-G,27.0,81,76,0.349,101,276,0.366,0.365,0.001
203914,Gary Harris,1610612743,DEN,G,23.0,67,65,0.387,82,231,0.355,0.374,-0.019
203486,Mason Plumlee,1610612743,DEN,C-F,28.0,74,64,0.233,81,190,0.426,0.345,0.081
1626168,Trey Lyles,1610612743,DEN,F,22.0,66,54,0.285,55,159,0.346,0.343,0.003
2734,Devin Harris,1610612743,DEN,G,35.0,71,68,0.369,65,157,0.414,0.362,0.052
200794,Paul Millsap,1610612743,DEN,F,33.0,38,36,0.278,55,157,0.35,0.361,-0.011
1628470,Torrey Craig,1610612743,DEN,G-F,27.0,39,32,0.352,34,88,0.386,0.356,0.03
202702,Kenneth Faried,1610612743,DEN,F,28.0,32,26,0.268,23,55,0.418,0.352,0.066
1627823,Juancho Hernangomez,1610612743,DEN,F,22.0,22,21,0.397,18,52,0.346,0.342,0.004
1627736,Malik Beasley,1610612743,DEN,G,21.0,43,29,0.357,22,51,0.431,0.361,0.071
2210,Richard Jefferson,1610612743,DEN,F,38.0,16,13,0.429,12,27,0.444,0.35,0.094
201589,Darrell Arthur,1610612743,DEN,F,30.0,15,6,0.169,3,10,0.3,0.365,-0.065
1628420,Monté Morris,1610612743,DEN,G,23.0,2,1,0.333,0,3,0.0,0.364,-0.364
1628399,Tyler Lydon,1610612743,DEN,F,22.0,1,1,0.5,1,1,1.0,0.307,0.693
