close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
203078,Bradley Beal,1610612764,WAS,G,26.0,81,81,1.0,6.33,13.46,0.471,0.451,0.02
201145,Jeff Green,1610612764,WAS,F,32.0,76,76,1.0,5.89,12.62,0.467,0.465,0.002
1628418,Thomas Bryant,1610612764,WAS,C,21.0,70,70,1.0,6.1,12.51,0.487,0.48,0.007
202322,John Wall,1610612764,WAS,G,28.0,32,32,1.0,5.56,11.78,0.472,0.45,0.022
203953,Jabari Parker,1610612764,WAS,F,24.0,62,62,1.0,5.42,11.39,0.476,0.46,0.016
1626171,Bobby Portis,1610612764,WAS,F,24.0,48,48,1.0,5.73,11.1,0.516,0.471,0.045
2730,Dwight Howard,1610612764,WAS,C,33.0,9,9,1.0,5.0,10.89,0.459,0.493,-0.034
203107,Tomas Satoransky,1610612764,WAS,G-F,27.0,78,78,1.0,4.94,10.08,0.49,0.448,0.042
2772,Trevor Ariza,1610612764,WAS,F,33.0,68,68,1.0,5.32,10.04,0.53,0.461,0.069
101133,Ian Mahinmi,1610612764,WAS,C,32.0,32,32,1.0,4.19,8.25,0.508,0.466,0.042
1628972,Troy Brown Jr.,1610612764,WAS,F,19.0,45,45,1.0,2.98,6.76,0.441,0.44,0.0
1626155,Sam Dekker,1610612764,WAS,F,25.0,44,44,1.0,3.25,6.59,0.493,0.457,0.036
203895,Jordan McRae,1610612764,WAS,G,28.0,21,21,1.0,3.05,6.24,0.489,0.45,0.039
1626184,Chasson Randle,1610612764,WAS,G,26.0,48,48,1.0,3.19,6.21,0.513,0.446,0.067
1627758,Ron Baker,1610612764,WAS,G,26.0,11,11,1.0,2.27,5.0,0.455,0.431,0.024
202325,Wesley Johnson,1610612764,WAS,F-G,31.0,37,37,1.0,2.3,4.92,0.467,0.456,0.011
1628421,Devin Robinson,1610612764,WAS,F,24.0,7,7,1.0,2.14,4.86,0.441,0.444,-0.003
1627780,Gary Payton II,1610612764,WAS,G,26.0,2,2,1.0,1.5,4.0,0.375,0.421,-0.046
1627855,Okaro White,1610612764,WAS,F,26.0,3,3,1.0,0.33,1.33,0.25,0.426,-0.176
