game_id,game_date,away_team,home_team,pf,opp_pf,round,game_no_in_series
42300131,2024-04-20,ORL,CLE,83,97.0,rnd1,1
42300132,2024-04-22,ORL,CLE,86,96.0,rnd1,2
42300133,2024-04-25,CLE,ORL,121,83.0,rnd1,3
42300134,2024-04-27,CLE,ORL,112,89.0,rnd1,4
42300135,2024-04-30,ORL,CLE,103,104.0,rnd1,5
42300136,2024-05-03,CLE,ORL,103,96.0,rnd1,6
42300137,2024-05-05,ORL,CLE,94,106.0,rnd1,7
