group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,team
Players,201145,Jeff Green,Jeff,1610612743,DEN,36.0,6,2,4,0.333,1.1,0.2,0.5,0.333,0.0,0.3,0.0,0.3,0.3,1.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.2,0.2,0.2,0.7,-2.0,0.7,0,0,0.8,322,326,287,360,393,301,261,286,257,172,257,135,189,1,288,311,352,297,111,250,204,34,324,247,267,392,379,205,27,367,DEN
Players,1628427,Vlatko Čančar,Vlatko,1610612743,DEN,26.0,6,5,1,0.833,4.2,0.5,1.5,0.333,0.2,1.0,0.167,0.0,0.0,0.0,0.2,0.3,0.5,0.5,0.3,0.0,0.2,0.0,0.5,0.2,1.2,2.8,2.7,0,0,2.7,322,259,381,23,35,108,68,286,104,19,233,295,305,295,130,201,184,40,26,250,44,210,70,247,160,17,152,205,27,129,DEN
Players,1627750,Jamal Murray,Jamal,1610612743,DEN,26.0,26,18,8,0.692,4.0,0.7,2.0,0.353,0.4,1.1,0.379,0.8,1.0,0.808,0.1,0.5,0.5,0.8,0.3,0.1,0.1,0.1,0.2,0.7,2.6,2.0,4.7,1,0,4.7,137,53,195,44,56,59,37,276,18,12,110,35,33,130,222,137,172,11,52,92,121,115,311,37,39,34,32,148,27,29,DEN
Players,202704,Reggie Jackson,Reggie,1610612743,DEN,33.0,23,13,10,0.565,2.3,0.1,0.6,0.154,0.0,0.1,0.0,0.3,0.3,1.0,0.1,0.2,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.0,1.4,1,0,1.2,158,129,169,143,281,349,245,357,257,287,257,133,186,1,162,281,261,82,263,250,204,168,210,182,309,203,291,148,27,320,DEN
Players,203999,Nikola Jokić,Nikola,1610612743,DEN,28.0,29,20,9,0.69,4.0,1.0,1.9,0.509,0.1,0.4,0.364,1.4,1.7,0.8,0.3,0.9,1.2,0.9,0.3,0.1,0.1,0.1,0.4,1.0,3.4,2.7,6.6,24,15,6.1,105,32,185,48,54,32,41,115,136,153,120,6,5,132,65,22,19,5,39,111,90,51,132,5,17,20,7,4,1,6,DEN
Players,1631128,Christian Braun,Christian,1610612743,DEN,22.0,10,4,6,0.4,1.5,0.1,0.2,0.5,0.0,0.1,0.0,0.3,0.4,0.75,0.0,0.2,0.2,0.0,0.0,0.1,0.2,0.0,0.3,0.2,0.5,-2.6,1.6,0,0,1.3,271,278,234,316,370,342,367,117,257,304,257,152,163,156,288,289,334,297,281,115,35,210,214,226,313,420,267,205,27,306,DEN
Players,1631212,Peyton Watson,Peyton,1610612743,DEN,20.0,4,1,3,0.25,2.5,0.0,0.5,0.0,0.0,0.3,0.0,0.3,1.0,0.25,0.0,0.5,0.5,0.0,0.0,0.0,0.3,0.0,0.5,0.5,0.3,-6.5,1.6,0,0,1.3,351,372,317,396,256,361,261,361,257,217,257,165,33,291,288,107,184,297,281,250,25,210,70,74,364,448,270,205,27,308,DEN
Players,1629008,Michael Porter Jr.,Michael,1610612743,DEN,25.0,22,15,7,0.682,3.3,0.3,0.8,0.412,0.3,0.6,0.429,0.2,0.4,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.1,0.0,0.2,0.2,1.1,1.5,2.2,2,0,2.2,169,91,215,52,153,205,178,230,45,70,88,211,179,245,288,140,216,282,260,209,61,210,314,242,175,63,201,108,27,179,DEN
Players,203484,Kentavious Caldwell-Pope,Kentavious,1610612743,DEN,30.0,32,21,11,0.656,3.9,0.3,0.8,0.333,0.1,0.4,0.286,0.1,0.1,0.667,0.1,0.4,0.5,0.1,0.1,0.2,0.1,0.0,0.5,0.2,0.7,2.0,2.1,0,0,1.9,79,24,153,81,59,241,182,286,146,133,174,283,287,195,163,183,184,244,245,51,99,210,70,238,265,41,213,205,27,226,DEN
Players,203932,Aaron Gordon,Aaron,1610612743,DEN,27.0,28,17,11,0.607,3.7,0.6,1.0,0.621,0.1,0.2,0.6,0.4,0.7,0.55,0.4,0.4,0.8,0.1,0.2,0.1,0.2,0.1,0.3,0.5,1.8,1.1,3.6,8,0,3.4,118,61,153,111,86,70,118,71,171,264,30,117,87,239,38,175,87,263,106,105,33,121,224,96,82,87,79,43,27,83,DEN
