season,team_id,game_id,game_date,away_team,home_team,opponent_id,game_no,pf,opp_pf,wl,differential
2015-16,1610612745,21500010,2015-10-28,DEN,HOU,1610612743,1,85,105,L,-20
2015-16,1610612745,21500030,2015-10-30,GSW,HOU,1610612744,2,92,112,L,-20
2015-16,1610612745,21500041,2015-11-01,HOU,MIA,1610612748,3,89,109,L,-20
2015-16,1610612745,21500049,2015-11-02,OKC,HOU,1610612760,4,110,105,W,5
2015-16,1610612745,21500064,2015-11-04,ORL,HOU,1610612753,5,119,114,W,5
2015-16,1610612745,21500084,2015-11-06,HOU,SAC,1610612758,6,116,110,W,6
2015-16,1610612745,21500093,2015-11-07,HOU,LAC,1610612746,7,109,105,W,4
2015-16,1610612745,21500119,2015-11-11,BKN,HOU,1610612751,8,98,106,L,-8
2015-16,1610612745,21500136,2015-11-13,HOU,DEN,1610612743,9,98,107,L,-9
2015-16,1610612745,21500140,2015-11-14,DAL,HOU,1610612742,10,98,110,L,-12
2015-16,1610612745,21500154,2015-11-16,BOS,HOU,1610612738,11,95,111,L,-16
2015-16,1610612745,21500170,2015-11-18,POR,HOU,1610612757,12,108,103,W,5
2015-16,1610612745,21500180,2015-11-20,HOU,MEM,1610612763,13,84,96,L,-12
2015-16,1610612745,21500194,2015-11-21,NYK,HOU,1610612752,14,102,107,L,-5
2015-16,1610612745,21500220,2015-11-25,MEM,HOU,1610612763,15,93,102,L,-9
2015-16,1610612745,21500232,2015-11-27,PHI,HOU,1610612755,16,116,114,W,2
2015-16,1610612745,21500252,2015-11-29,HOU,NYK,1610612752,17,116,111,W,5
2015-16,1610612745,21500254,2015-11-30,HOU,DET,1610612765,18,105,116,L,-11
2015-16,1610612745,21500274,2015-12-02,NOP,HOU,1610612740,19,108,101,W,7
2015-16,1610612745,21500287,2015-12-04,HOU,DAL,1610612742,20,100,96,W,4
2015-16,1610612745,21500293,2015-12-05,SAC,HOU,1610612758,21,120,113,W,7
2015-16,1610612745,21500315,2015-12-08,HOU,BKN,1610612751,22,105,110,L,-5
