group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,team
Players,1626179,Terry Rozier,Terry,1610612766,CHA,26.0,31,15,16,0.484,134.41333333333333,36,66,0.545,15,33,0.455,26,32,0.813,2,19,21,8,9,7,0,1,10,20,113,21,162.2,1,0,171.0,47,62,396,224,13,7,15,80,2,8,71,19,20,144,144,32,52,50,21,6,181,253,370,25,7,74,13,139,21,7,CHA
Players,1626195,Willy Hernangomez,Willy,1610612766,CHA,26.0,1,1,0,1.0,2.438333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0.0,414,358,1,1,405,340,394,340,224,312,224,297,301,297,273,346,365,285,254,235,181,1,1,319,365,169,406,193,21,406,CHA
Players,1628970,Miles Bridges,Miles,1610612766,CHA,22.0,26,12,14,0.462,84.03666666666666,8,18,0.444,5,12,0.417,8,12,0.667,1,9,10,3,0,1,0,0,10,7,29,-7,48.5,1,0,49.0,98,102,367,231,97,125,129,162,60,80,86,100,86,219,187,118,140,128,254,126,181,1,370,104,109,291,137,139,21,134,CHA
Players,1628370,Malik Monk,Malik,1610612766,CHA,22.0,13,8,5,0.615,10.143333333333333,3,6,0.5,1,2,0.5,0,0,0.0,1,0,1,0,0,0,2,0,0,0,7,25,14.2,0,0,13.0,215,180,180,114,321,200,226,96,162,219,30,297,301,297,187,346,312,285,254,235,58,1,1,319,238,59,265,193,21,264,CHA
Players,201587,Nicolas Batum,Nicolas,1610612766,CHA,31.0,7,3,4,0.429,28.08833333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,4,4,2,0,1,0,0,4,1,0,-3,10.8,0,0,8.0,299,284,148,262,237,340,394,340,224,312,224,297,301,297,273,194,230,165,254,126,181,1,226,262,365,239,286,193,21,301,CHA
Players,203469,Cody Zeller,Cody,1610612766,CHA,27.0,19,8,11,0.421,47.568333333333335,3,5,0.6,0,0,0.0,6,9,0.667,4,9,13,2,2,1,0,0,5,7,12,29,31.6,5,0,29.0,166,180,320,274,173,200,246,58,224,312,224,115,110,219,67,118,110,165,129,126,181,1,257,104,199,46,181,59,21,181,CHA
Players,1628407,Dwayne Bacon,Dwayne,1610612766,CHA,24.0,10,4,6,0.4,26.136666666666667,5,10,0.5,1,2,0.5,1,1,1.0,1,2,3,1,2,0,0,1,3,1,12,16,15.1,0,0,17.0,259,261,208,287,245,166,188,96,162,219,30,255,280,1,187,246,255,218,129,235,181,253,192,262,199,90,257,193,21,236,CHA
Players,1629023,P.J. Washington,P.J.,1610612766,CHA,21.0,27,15,12,0.556,98.7,14,23,0.609,3,6,0.5,12,15,0.8,4,20,24,8,2,1,6,1,12,9,43,43,102.8,3,0,92.0,84,62,341,150,69,73,102,57,100,136,30,61,66,149,67,26,36,50,129,126,9,253,402,81,72,23,57,80,21,67,CHA
Players,1628998,Cody Martin,Cody,1610612766,CHA,24.0,18,8,10,0.444,44.085,1,9,0.111,0,5,0.0,1,2,0.5,3,8,11,3,0,0,0,1,5,3,3,-2,20.7,0,0,17.0,178,180,297,252,182,283,200,339,224,146,224,255,231,255,105,128,127,128,254,235,181,253,257,184,306,221,225,193,21,236,CHA
Players,1628984,Devonte' Graham,Devonte',1610612766,CHA,25.0,33,17,16,0.515,142.91,27,66,0.409,15,37,0.405,32,36,0.889,3,12,15,27,16,2,2,2,10,29,101,40,155.5,11,0,166.0,32,40,396,174,8,16,15,187,2,6,93,15,16,109,105,77,87,4,2,75,58,353,370,11,13,27,17,23,21,9,CHA
Players,1629667,Jalen McDaniels,Jalen,1610612766,CHA,22.0,5,3,2,0.6,3.838333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-5,0.0,0,0,0.0,331,284,82,118,377,340,394,340,224,312,224,297,301,297,273,346,365,285,254,235,181,1,1,319,365,266,406,193,21,406,CHA
Players,202687,Bismack Biyombo,Bismack,1610612766,CHA,27.0,16,11,5,0.688,69.925,9,15,0.6,0,0,0.0,3,9,0.333,9,9,18,1,4,0,5,2,6,9,21,-3,55.1,6,0,50.0,194,119,180,68,128,110,148,58,224,312,224,180,110,289,19,118,62,218,73,235,12,353,287,81,141,239,125,47,21,129,CHA
Players,1628997,Caleb Martin,Caleb,1610612766,CHA,24.0,7,3,4,0.429,19.21333333333333,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,3,1,1,2,0,6,1,0,7,12.5,0,0,9.0,299,284,148,262,275,340,350,340,224,312,224,297,301,297,273,346,365,128,175,126,58,1,287,262,365,131,272,193,21,290,CHA
