group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank
Players,202687,Bismack Biyombo,Bismack,1610612766,CHA,27.0,16,11,5,0.688,70.0,0.154,0.173,0.14,0.0,0.0,0.111,0.237,0.643,0.205,0.31,0.038,0.25,0.0,0.455,0.5,0.207,0.273,0.136,194,119,180,68,128,191,178,239,224,312,216,118,26,162,69,280,352,235,58,407,271,93,240
Players,1628997,Caleb Martin,Caleb,1610612766,CHA,24.0,7,3,4,0.429,19.0,0.053,0.0,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.25,0.5,0.4,0.0,0.75,0.111,0.0,299,284,148,262,275,393,340,391,224,312,297,301,273,346,365,58,352,28,66,1,447,243,365
Players,1628998,Cody Martin,Cody,1610612766,CHA,24.0,18,8,10,0.444,44.0,0.093,0.036,0.138,0.0,0.161,0.029,0.044,0.25,0.32,0.297,0.231,0.0,0.0,0.0,0.5,0.185,0.094,0.03,178,180,297,252,182,324,333,240,224,195,290,288,116,63,80,113,1,235,181,407,240,271,359
Players,203469,Cody Zeller,Cody,1610612766,CHA,27.0,19,8,11,0.421,48.0,0.101,0.075,0.066,0.0,0.0,0.207,0.257,0.4,0.31,0.333,0.08,0.154,0.167,0.0,0.0,0.172,0.269,0.097,166,180,320,274,173,310,312,369,224,312,133,109,71,69,56,242,289,158,181,1,221,97,300
Players,1628984,Devonte' Graham,Devonte',1610612766,CHA,25.0,33,17,16,0.515,143.0,0.304,0.245,0.299,0.349,0.37,0.356,0.308,0.107,0.133,0.127,0.458,0.41,0.133,0.111,0.25,0.133,0.333,0.286,32,40,396,174,8,41,101,56,58,38,56,78,223,263,279,32,432,188,158,343,167,48,64
Players,1628407,Dwayne Bacon,Dwayne,1610612766,CHA,24.0,10,4,6,0.4,26.0,0.207,0.278,0.27,0.143,0.133,0.071,0.048,0.143,0.077,0.091,0.1,0.286,0.0,0.0,0.5,0.3,0.071,0.211,259,261,208,287,245,106,60,72,168,234,257,285,188,321,323,220,375,235,181,407,370,290,127
Players,1629667,Jalen McDaniels,Jalen,1610612766,CHA,22.0,5,3,2,0.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331,284,82,118,377,403,340,394,224,312,297,301,273,346,365,285,1,235,181,1,1,319,365
Players,1628370,Malik Monk,Malik,1610612766,CHA,22.0,13,8,5,0.615,10.0,0.171,0.273,0.273,0.143,0.143,0.0,0.0,0.333,0.0,0.143,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.159,215,180,180,114,321,161,62,66,168,222,297,301,81,346,259,285,1,235,1,1,1,319,198
Players,1628970,Miles Bridges,Miles,1610612766,CHA,22.0,26,12,14,0.462,84.0,0.131,0.129,0.154,0.25,0.235,0.163,0.182,0.091,0.184,0.167,0.1,0.0,0.111,0.0,0.0,0.213,0.14,0.15,98,102,367,231,97,238,235,212,109,124,170,154,238,197,219,220,1,204,181,1,281,217,215
Players,201587,Nicolas Batum,Nicolas,1610612766,CHA,31.0,7,3,4,0.429,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.211,0.174,0.167,0.0,0.25,0.0,0.0,0.286,0.091,0.0,299,284,148,262,237,403,340,394,224,312,297,301,273,155,215,156,1,109,181,1,355,273,365
Players,1629023,P.J. Washington,P.J.,1610612766,CHA,21.0,27,15,12,0.556,99.0,0.146,0.179,0.154,0.097,0.088,0.176,0.174,0.222,0.308,0.289,0.195,0.08,0.091,0.6,0.167,0.261,0.153,0.169,84,62,341,150,69,209,173,211,207,276,155,156,131,70,87,141,227,218,24,303,330,206,182
Players,1626179,Terry Rozier,Terry,1610612766,CHA,26.0,31,15,16,0.484,134.0,0.296,0.364,0.317,0.395,0.363,0.302,0.288,0.071,0.218,0.183,0.145,0.25,0.467,0.0,0.125,0.145,0.241,0.351,47,62,396,224,13,47,27,47,46,43,83,88,253,149,202,181,352,53,181,274,185,129,35
Players,1626195,Willy Hernangomez,Willy,1610612766,CHA,26.0,1,1,0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414,358,1,1,405,403,340,394,224,312,297,301,273,346,365,285,1,235,181,1,1,319,365
