SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,AVAILABLE_FLAG
2018-19,1610612749,MIL,Milwaukee Bucks,0041800304,2019-05-21T00:00:00,MIL @ TOR,L,50.0,38.5,83.3,0.463,11.5,36.5,0.314,17.7,27.1,0.654,7.3,34.4,41.7,31.3,13.5,8.3,7.3,5.2,22.9,24.0,106.3,-18.8,1,83,83,83,55,86,127,65,83,52,107,101,61,149,128,90,121,10,82,52,30,98,92,53,99,142,1
2018-19,1610612761,TOR,Toronto Raptors,0041800304,2019-05-21T00:00:00,TOR vs. MIL,W,50.0,42.7,90.6,0.471,14.6,42.7,0.341,25.0,28.1,0.889,10.4,35.4,45.8,33.3,11.5,9.4,5.2,7.3,24.0,22.9,125.0,18.8,1,1,1,1,55,36,53,53,29,11,88,26,50,23,75,76,79,5,43,27,65,135,111,73,9,23,1
2018-19,1610612744,GSW,Golden State Warriors,0041800314,2019-05-20T00:00:00,GSW @ POR,W,49.5,43.0,92.5,0.465,11.2,36.4,0.308,14.0,17.8,0.789,14.0,38.3,52.3,28.0,14.0,9.3,4.7,5.6,15.9,14.0,111.2,1.9,1,1,1,1,63,30,37,62,90,53,115,138,144,80,25,44,23,27,95,28,80,110,6,162,68,81,1
2018-19,1610612757,POR,Portland Trail Blazers,0041800314,2019-05-20T00:00:00,POR vs. GSW,L,50.0,44.3,92.5,0.48,15.1,38.7,0.39,6.6,9.4,0.7,5.7,30.2,35.8,29.2,12.3,4.7,5.7,4.7,14.2,16.0,110.4,-1.9,1,83,83,83,55,19,38,44,22,33,54,161,162,128,155,132,155,21,59,134,55,85,3,159,71,84,1
2018-19,1610612761,TOR,Toronto Raptors,0041800303,2019-05-19T00:00:00,TOR vs. MIL,W,48.3,33.3,85.0,0.392,14.2,37.5,0.378,17.5,21.7,0.808,6.7,39.2,45.8,23.3,14.2,9.2,8.3,4.2,25.0,25.0,98.3,5.0,1,1,1,1,108,140,116,134,36,41,65,103,115,66,143,36,79,79,100,36,18,69,135,27,134,62,1
2018-19,1610612749,MIL,Milwaukee Bucks,0041800303,2019-05-19T00:00:00,MIL @ TOR,L,48.3,31.7,85.0,0.373,11.7,36.7,0.318,18.3,27.5,0.667,10.8,41.7,52.5,18.3,16.7,11.7,4.2,8.3,25.0,25.0,93.3,-5.0,1,83,83,83,108,153,116,146,82,50,102,97,57,141,69,21,21,140,129,11,95,147,135,27,153,103,1
2018-19,1610612757,POR,Portland Trail Blazers,0041800313,2019-05-18T00:00:00,POR vs. GSW,L,49.0,34.7,86.7,0.4,11.2,35.7,0.314,20.4,33.7,0.606,10.2,31.6,41.8,22.4,11.2,9.2,3.1,5.1,23.5,24.5,101.0,-11.2,1,83,83,83,74,130,93,120,88,64,107,75,13,156,77,121,119,85,41,31,122,96,103,38,124,127,1
2018-19,1610612744,GSW,Golden State Warriors,0041800313,2019-05-18T00:00:00,GSW @ POR,W,48.0,41.0,84.0,0.488,8.0,26.0,0.308,20.0,23.0,0.87,7.0,42.0,49.0,27.0,14.0,9.0,5.0,3.0,24.0,23.0,110.0,11.0,1,1,1,1,110,57,123,34,134,144,115,78,103,35,132,18,44,36,93,43,72,38,114,72,75,38,1
2018-19,1610612761,TOR,Toronto Raptors,0041800302,2019-05-17T00:00:00,TOR @ MIL,L,47.1,36.3,85.3,0.425,9.8,31.4,0.313,18.6,24.5,0.76,5.9,33.3,39.2,18.6,13.7,2.9,5.9,3.9,29.4,25.5,101.0,-21.6,1,83,83,83,131,112,110,97,115,100,111,91,88,98,153,103,139,135,89,159,51,58,159,23,126,152,1
2018-19,1610612749,MIL,Milwaukee Bucks,0041800302,2019-05-17T00:00:00,MIL vs. TOR,W,46.6,41.7,89.3,0.467,12.6,39.8,0.317,25.2,34.0,0.743,10.7,40.8,51.5,26.2,6.8,5.8,3.9,5.8,25.2,29.1,121.4,21.4,1,1,1,1,137,49,63,59,61,23,104,25,11,110,71,24,27,46,9,111,107,112,139,6,22,13,1
2018-19,1610612744,GSW,Golden State Warriors,0041800312,2019-05-16T00:00:00,GSW vs. POR,W,48.5,42.4,82.8,0.512,9.1,29.3,0.31,21.2,27.3,0.778,12.1,38.4,50.5,30.3,16.2,4.0,9.1,1.0,21.2,22.2,115.2,3.0,1,1,1,1,90,39,128,17,124,115,113,66,59,85,46,42,33,13,122,145,12,4,55,83,49,75,1
2018-19,1610612757,POR,Portland Trail Blazers,0041800312,2019-05-16T00:00:00,POR @ GSW,L,49.0,38.8,87.8,0.442,18.4,39.8,0.462,17.3,18.4,0.944,10.2,27.6,37.8,23.5,13.3,8.2,1.0,9.2,22.4,21.4,113.3,-3.1,1,83,83,83,74,85,78,87,4,24,9,106,139,5,77,154,145,74,77,58,157,153,84,102,59,89,1
2018-19,1610612749,MIL,Milwaukee Bucks,0041800301,2019-05-15T00:00:00,MIL vs. TOR,W,47.5,36.6,92.1,0.398,10.9,43.6,0.25,22.8,26.7,0.852,14.9,44.6,59.4,20.8,12.9,7.9,10.9,4.0,15.8,20.8,106.9,7.9,1,1,1,1,121,107,39,126,95,9,140,50,64,44,20,10,3,112,69,67,6,59,5,118,94,49,1
2018-19,1610612761,TOR,Toronto Raptors,0041800301,2019-05-15T00:00:00,TOR @ MIL,L,47.1,33.3,90.2,0.37,14.7,41.2,0.357,16.7,19.6,0.85,7.8,37.3,45.1,16.7,11.8,8.8,3.9,10.8,20.6,15.7,98.0,-7.8,1,83,83,83,131,140,54,152,27,18,74,117,131,46,116,54,89,154,50,44,105,157,43,160,136,116,1
2018-19,1610612757,POR,Portland Trail Blazers,0041800311,2019-05-14T00:00:00,POR @ GSW,L,49.5,30.9,85.6,0.361,7.2,28.9,0.25,27.8,32.0,0.871,16.5,32.0,48.5,21.6,21.6,5.2,5.2,8.2,16.5,24.7,96.9,-22.7,1,83,83,83,64,157,105,159,146,120,140,12,25,33,10,119,50,98,164,122,68,146,7,32,142,156,1
2018-19,1610612744,GSW,Golden State Warriors,0041800311,2019-05-14T00:00:00,GSW vs. POR,W,48.5,42.4,84.8,0.5,17.2,33.3,0.515,15.2,18.2,0.833,11.1,31.3,42.4,30.3,14.1,13.1,8.1,5.1,24.2,16.2,117.2,22.2,1,1,1,1,90,39,119,25,10,82,3,128,141,51,60,124,114,13,98,3,19,92,118,158,41,10,1
2018-19,1610612743,DEN,Denver Nuggets,0041800237,2019-05-12T00:00:00,DEN vs. POR,L,51.1,35.1,94.7,0.371,2.1,20.2,0.105,29.8,41.5,0.718,13.8,40.4,54.3,16.0,5.3,1.1,9.6,7.4,24.5,33.0,102.1,-4.3,1,83,83,83,25,125,24,150,164,160,163,6,2,121,26,28,11,157,2,164,11,137,123,2,115,97,1
2018-19,1610612761,TOR,Toronto Raptors,0041800217,2019-05-12T00:00:00,TOR vs. PHI,W,52.7,37.4,97.8,0.382,7.7,33.0,0.233,18.7,20.9,0.895,17.6,36.3,53.8,16.5,11.0,11.0,4.4,7.7,24.2,23.1,101.1,2.2,1,1,1,1,9,99,12,141,137,87,148,90,123,20,7,68,12,156,38,12,83,140,116,69,123,80,1
2018-19,1610612757,POR,Portland Trail Blazers,0041800237,2019-05-12T00:00:00,POR @ DEN,W,50.5,40.0,97.9,0.409,4.2,27.4,0.154,21.1,25.3,0.833,12.6,45.3,57.9,16.8,4.2,5.3,7.4,9.5,32.6,24.2,105.3,4.2,1,1,1,1,41,72,9,115,161,134,160,68,81,51,42,6,5,151,1,118,29,154,163,49,101,68,1
2018-19,1610612755,PHI,Philadelphia 76ers,0041800217,2019-05-12T00:00:00,PHI @ TOR,L,53.9,31.5,73.0,0.431,10.1,30.3,0.333,28.1,33.7,0.833,5.6,40.4,46.1,18.0,19.1,4.5,7.9,4.5,23.6,24.7,101.1,-2.2,1,83,83,83,5,156,163,95,110,108,90,10,12,51,156,27,76,145,156,135,22,82,106,36,122,85,1
2018-19,1610612745,HOU,Houston Rockets,0041800226,2019-05-10T00:00:00,HOU vs. GSW,L,49.0,42.9,90.8,0.472,17.3,39.8,0.436,12.2,17.3,0.706,12.2,28.6,40.8,21.4,17.3,9.2,1.0,7.1,22.4,19.4,115.3,-5.1,1,83,83,83,74,31,50,51,8,24,18,146,146,127,44,144,127,101,138,31,157,134,84,137,47,104,1
2018-19,1610612744,GSW,Golden State Warriors,0041800226,2019-05-10T00:00:00,GSW @ HOU,W,49.5,43.3,87.6,0.494,16.5,39.2,0.421,18.6,23.7,0.783,10.3,25.8,36.1,25.8,17.5,9.3,7.2,1.0,19.6,22.7,121.6,5.2,1,1,1,1,64,26,81,30,13,27,31,92,99,82,76,158,154,49,139,29,31,7,29,77,19,61,1
2018-19,1610612757,POR,Portland Trail Blazers,0041800236,2019-05-09T00:00:00,POR vs. DEN,W,51.6,44.1,95.7,0.461,16.1,35.5,0.455,23.7,32.3,0.733,11.8,34.4,46.2,19.4,9.7,4.3,5.4,3.2,21.5,24.7,128.0,11.8,1,1,1,1,17,22,18,68,16,65,10,41,23,115,49,89,74,125,25,136,58,50,63,34,5,35,1
2018-19,1610612755,PHI,Philadelphia 76ers,0041800216,2019-05-09T00:00:00,PHI vs. TOR,W,49.0,41.8,90.8,0.461,10.2,28.6,0.357,20.4,26.5,0.769,16.3,36.7,53.1,27.6,18.4,5.1,3.1,4.1,22.4,24.5,114.3,11.2,1,1,1,1,74,47,50,68,108,123,74,75,68,93,12,61,16,31,147,125,122,65,84,38,55,37,1
2018-19,1610612761,TOR,Toronto Raptors,0041800216,2019-05-09T00:00:00,TOR @ PHI,L,49.0,35.7,82.7,0.432,9.2,36.7,0.25,22.4,29.6,0.759,9.2,25.5,34.7,25.5,12.2,9.2,4.1,3.1,24.5,22.4,103.1,-11.2,1,83,83,83,74,120,132,92,122,47,140,57,42,100,94,159,158,52,58,31,97,41,127,79,108,127,1
2018-19,1610612743,DEN,Denver Nuggets,0041800236,2019-05-09T00:00:00,DEN @ POR,L,52.2,35.9,93.5,0.384,13.0,34.8,0.375,32.6,34.8,0.938,17.4,30.4,47.8,23.9,7.6,7.6,3.3,5.4,25.0,21.7,117.4,-12.0,1,83,83,83,11,119,29,139,51,68,66,2,8,7,8,129,61,69,12,72,113,107,135,96,39,130,1
2018-19,1610612738,BOS,Boston Celtics,0041800205,2019-05-08T00:00:00,BOS @ MIL,L,44.0,26.6,85.3,0.312,6.4,35.8,0.179,23.9,31.2,0.765,11.0,33.0,44.0,17.4,12.8,8.3,0.9,6.4,16.5,21.1,83.5,-22.9,1,83,83,83,158,164,109,164,152,63,158,40,28,95,64,107,97,148,68,55,164,126,8,111,162,157,2
2018-19,1610612745,HOU,Houston Rockets,0041800225,2019-05-08T00:00:00,HOU @ GSW,L,50.0,34.4,82.3,0.418,12.5,42.7,0.293,21.9,25.0,0.875,8.3,32.3,40.6,19.8,17.7,10.4,3.1,1.0,20.8,19.8,103.1,-5.2,1,83,83,83,55,136,134,108,64,11,125,62,84,31,107,114,129,123,142,17,119,9,48,135,107,105,1
2018-19,1610612744,GSW,Golden State Warriors,0041800225,2019-05-08T00:00:00,GSW vs. HOU,W,50.5,41.1,89.5,0.459,13.7,38.9,0.351,13.7,18.9,0.722,12.6,31.6,44.2,29.5,15.8,6.3,1.1,3.2,20.0,21.1,109.5,5.3,1,1,1,1,41,56,58,71,45,29,83,141,135,117,42,122,95,20,118,91,156,46,31,112,81,59,1
2018-19,1610612749,MIL,Milwaukee Bucks,0041800205,2019-05-08T00:00:00,MIL vs. BOS,W,44.4,38.9,87.0,0.447,13.9,43.5,0.319,15.7,20.4,0.773,11.1,42.6,53.7,25.0,15.7,7.4,6.5,0.9,21.3,16.7,107.4,23.1,1,1,1,1,155,83,89,82,39,10,101,123,126,90,60,15,13,56,117,77,36,2,59,156,88,8,2
2018-19,1610612761,TOR,Toronto Raptors,0041800215,2019-05-07T00:00:00,TOR vs. PHI,W,48.5,40.4,82.8,0.488,16.2,40.4,0.4,29.3,33.3,0.879,6.1,36.4,42.4,22.2,13.1,12.1,2.0,5.1,18.2,26.3,126.3,36.4,1,1,1,1,90,67,128,35,15,20,44,7,17,30,150,66,114,91,75,6,143,92,18,18,7,1,1
2018-19,1610612757,POR,Portland Trail Blazers,0041800235,2019-05-07T00:00:00,POR @ DEN,L,49.0,36.7,100.0,0.367,10.2,37.8,0.27,16.3,30.6,0.533,13.3,30.6,43.9,19.4,6.1,6.1,5.1,4.1,23.5,22.4,100.0,-26.5,1,83,83,83,74,105,3,154,108,38,133,121,33,163,34,128,98,124,3,98,69,65,103,79,128,159,1
2018-19,1610612755,PHI,Philadelphia 76ers,0041800215,2019-05-07T00:00:00,PHI @ TOR,L,48.5,33.3,79.8,0.418,6.1,24.2,0.25,17.2,20.2,0.85,5.1,32.3,37.4,19.2,19.2,6.1,5.1,2.0,26.3,18.2,89.9,-36.4,1,83,83,83,90,140,150,108,156,154,140,113,127,46,158,112,146,127,157,99,70,19,147,146,157,164,1
2018-19,1610612743,DEN,Denver Nuggets,0041800235,2019-05-07T00:00:00,DEN vs. POR,W,48.5,44.4,89.9,0.494,8.1,24.2,0.333,28.3,31.3,0.903,10.1,52.5,62.6,26.3,8.1,4.0,4.0,5.1,22.2,23.2,125.3,26.3,1,1,1,1,90,17,56,28,132,154,90,9,27,16,79,1,1,44,15,145,100,92,77,62,8,6,1
2018-19,1610612738,BOS,Boston Celtics,0041800204,2019-05-06T00:00:00,BOS vs. MIL,L,46.2,32.7,86.5,0.378,8.7,39.4,0.22,23.1,28.8,0.8,8.7,40.4,49.0,24.0,10.6,2.9,4.8,4.8,19.2,24.0,97.1,-11.5,1,83,83,83,144,145,95,143,127,26,150,47,45,72,100,29,42,67,33,160,79,86,26,51,140,129,1
2018-19,1610612745,HOU,Houston Rockets,0041800224,2019-05-06T00:00:00,HOU vs. GSW,W,49.5,40.2,91.8,0.438,17.5,51.5,0.34,17.5,24.7,0.708,13.4,38.1,51.5,18.6,14.4,6.2,6.2,2.1,23.7,21.6,115.5,4.1,1,1,1,1,64,69,41,89,7,1,89,102,87,125,31,47,25,136,102,95,43,25,108,99,46,70,1
2018-19,1610612744,GSW,Golden State Warriors,0041800224,2019-05-06T00:00:00,GSW @ HOU,L,48.5,42.4,90.9,0.467,8.1,33.3,0.242,16.2,23.2,0.696,8.1,35.4,43.4,24.2,11.1,6.1,2.0,6.1,21.2,23.2,109.1,-4.0,1,83,83,83,90,39,48,60,132,82,146,122,101,132,110,77,102,65,39,99,143,117,55,62,82,93,1
2018-19,1610612749,MIL,Milwaukee Bucks,0041800204,2019-05-06T00:00:00,MIL @ BOS,W,46.6,42.7,97.1,0.44,7.8,35.9,0.216,16.5,24.3,0.68,10.7,43.7,54.4,24.3,6.8,3.9,4.9,4.9,24.3,19.4,109.7,11.7,1,1,1,1,137,34,14,88,136,61,152,119,95,138,71,12,10,64,9,149,77,88,121,136,79,36,1
2018-19,1610612761,TOR,Toronto Raptors,0041800214,2019-05-05T00:00:00,TOR @ PHI,W,51.6,37.6,81.7,0.461,10.8,33.3,0.323,22.6,28.0,0.808,8.6,37.6,46.2,20.4,15.1,6.5,3.2,6.5,25.8,24.7,108.6,5.4,1,1,1,1,17,97,140,70,99,82,99,55,51,66,101,50,74,115,109,89,115,127,144,34,84,56,1
2018-19,1610612755,PHI,Philadelphia 76ers,0041800214,2019-05-05T00:00:00,PHI vs. TOR,L,51.1,35.1,87.2,0.402,12.8,40.4,0.316,19.1,26.6,0.72,11.7,34.0,45.7,23.4,13.8,8.5,6.4,3.2,24.5,25.5,102.1,-5.3,1,83,83,83,25,125,85,119,57,19,105,85,67,119,50,94,81,76,90,47,40,47,123,22,115,107,1
2018-19,1610612743,DEN,Denver Nuggets,0041800234,2019-05-05T00:00:00,DEN @ POR,W,51.1,42.6,97.9,0.435,11.7,26.6,0.44,26.6,29.8,0.893,18.1,29.8,47.9,22.3,10.6,7.4,4.3,5.3,23.4,28.7,123.4,4.3,1,1,1,1,25,37,10,91,77,141,16,19,40,22,5,135,59,89,34,75,86,102,102,7,15,67,1
2018-19,1610612757,POR,Portland Trail Blazers,0041800234,2019-05-05T00:00:00,POR vs. DEN,L,51.1,41.5,87.2,0.476,12.8,29.8,0.429,23.4,29.8,0.786,12.8,33.0,45.7,19.1,14.9,4.3,5.3,4.3,28.7,23.4,119.1,-4.3,1,83,83,83,25,50,85,48,57,109,20,42,40,81,40,109,81,129,107,140,60,76,158,59,31,97,1
2018-19,1610612745,HOU,Houston Rockets,0041800223,2019-05-04T00:00:00,HOU vs. GSW,W,51.0,43.3,89.4,0.484,17.3,40.4,0.429,17.3,25.0,0.692,16.3,36.5,52.9,19.2,15.4,3.8,5.8,5.8,23.1,21.2,121.2,4.8,1,1,1,1,40,27,61,38,9,21,20,109,84,133,11,63,18,126,115,150,54,111,95,109,24,65,1
2018-19,1610612744,GSW,Golden State Warriors,0041800223,2019-05-04T00:00:00,GSW @ HOU,L,52.0,41.2,93.1,0.442,13.7,32.4,0.424,22.5,28.4,0.793,6.9,27.5,34.3,26.5,7.8,5.9,5.9,5.9,21.6,23.5,118.6,-4.9,1,83,83,83,16,54,33,86,44,90,26,56,47,78,138,155,159,41,14,109,51,113,65,57,34,100,1
2018-19,1610612749,MIL,Milwaukee Bucks,0041800203,2019-05-03T00:00:00,MIL @ BOS,W,44.9,39.3,77.6,0.506,14.0,34.6,0.405,22.4,33.6,0.667,6.5,34.6,41.1,21.5,14.0,7.5,6.5,2.8,24.3,25.2,115.0,6.5,1,1,1,1,153,80,157,23,38,70,42,59,16,141,144,86,124,100,95,74,34,35,122,26,51,53,1
2018-19,1610612738,BOS,Boston Celtics,0041800203,2019-05-03T00:00:00,BOS vs. MIL,L,44.9,32.7,75.7,0.432,15.0,37.4,0.4,28.0,29.9,0.938,5.6,35.5,41.1,22.4,16.8,8.4,2.8,6.5,25.2,24.3,108.4,-6.5,1,83,83,83,153,144,161,92,25,43,44,11,38,7,157,75,124,87,131,51,130,131,138,47,86,112,1
2018-19,1610612743,DEN,Denver Nuggets,0041800233,2019-05-03T00:00:00,DEN @ POR,L,54.4,43.2,95.2,0.454,12.0,33.6,0.357,11.2,16.0,0.7,19.2,33.6,52.8,22.4,16.8,8.8,6.4,4.0,21.6,19.2,109.6,-2.4,1,83,83,83,4,28,20,74,72,81,74,148,149,128,3,102,19,88,130,46,39,61,66,141,80,86,1
2018-19,1610612757,POR,Portland Trail Blazers,0041800233,2019-05-03T00:00:00,POR vs. DEN,W,54.8,41.9,100.0,0.419,9.7,33.9,0.286,19.4,22.6,0.857,19.4,30.6,50.0,18.5,11.3,10.5,4.0,6.5,19.4,21.8,112.9,2.4,1,1,1,1,3,44,3,104,117,77,130,84,108,40,2,127,36,137,42,16,103,127,27,95,61,79,1
2018-19,1610612761,TOR,Toronto Raptors,0041800213,2019-05-02T00:00:00,TOR @ PHI,L,50.5,36.8,87.4,0.422,7.4,28.4,0.259,18.9,24.2,0.783,8.4,28.4,36.8,15.8,9.5,7.4,4.2,8.4,17.9,17.9,100.0,-22.1,1,83,83,83,41,103,84,100,145,124,138,87,96,82,104,146,152,158,22,78,91,148,13,151,128,154,1
2018-19,1610612755,PHI,Philadelphia 76ers,0041800213,2019-05-02T00:00:00,PHI vs. TOR,W,50.5,45.3,88.4,0.512,10.5,24.2,0.435,21.1,24.2,0.87,9.5,37.9,47.4,30.5,13.7,4.2,8.4,4.2,17.9,17.9,122.1,22.1,1,1,1,1,41,13,70,18,102,156,19,68,96,35,89,49,66,12,86,141,17,70,13,151,18,11,1
2018-19,1610612757,POR,Portland Trail Blazers,0041800232,2019-05-01T00:00:00,POR @ DEN,W,50.5,37.9,89.5,0.424,9.5,30.5,0.31,16.8,21.1,0.8,7.4,42.1,49.5,18.9,11.6,5.3,6.3,5.3,23.2,20.0,102.1,7.4,1,1,1,1,41,93,58,99,121,106,113,116,121,72,126,17,39,131,45,118,41,99,97,131,119,50,1
