group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
Players,1628975,Jevon Carter,Jevon,1610612756,PHX,24.0,10,4,6,0.4,12.815,0,0,0,0,5,0,0,8,0,0,2,0,2.0,259,261,208,287,301,210,223,157,296,161,1,1,121,181,1,156,319,377,PHX
Players,1628413,Jonah Bolden,Jonah,1610612756,PHX,24.0,2,2,0,1.0,1.9983333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0.0,383,321,1,1,412,210,223,157,296,83,1,1,1,181,1,1,319,406,PHX
Players,201937,Ricky Rubio,Ricky,1610612756,PHX,29.0,34,15,19,0.441,107.76333333333334,4,2,0,16,40,29,20,102,1,2,10,15,138.1,24,62,429,258,52,90,159,157,72,441,384,420,422,107,353,370,44,24,PHX
Players,1629661,Cameron Johnson,Cameron,1610612756,PHX,24.0,24,11,13,0.458,46.031666666666666,3,1,0,4,14,15,5,58,0,0,3,2,18.7,113,119,357,236,179,113,208,157,169,284,296,229,321,181,1,192,220,237,PHX
Players,1626166,Cameron Payne,Cameron,1610612756,PHX,25.0,2,2,0,1.0,1.0166666666666666,0,0,0,0,0,0,0,2,0,0,1,0,2.0,383,321,1,1,425,210,223,157,296,1,1,1,39,181,1,95,319,377,PHX
Players,1626163,Frank Kaminsky,Frank,1610612756,PHX,27.0,11,3,8,0.273,28.18,2,0,0,2,16,6,8,24,0,1,9,5,14.2,245,284,254,372,236,141,223,157,217,306,183,286,225,181,253,353,131,265,PHX
Players,1629059,Elie Okobo,Elie,1610612756,PHX,22.0,8,5,3,0.625,5.1883333333333335,0,0,0,0,1,0,0,4,0,0,0,0,3.0,285,231,117,106,366,210,223,157,296,83,1,1,73,181,1,1,319,366,PHX
Players,1626164,Devin Booker,Devin,1610612756,PHX,23.0,35,16,19,0.457,112.83833333333334,13,7,13,24,39,23,17,106,0,6,17,28,151.3,15,49,429,237,43,19,46,2,43,438,351,401,430,181,446,435,14,20,PHX
Players,1629028,Deandre Ayton,Deandre,1610612756,PHX,21.0,19,10,9,0.526,56.12,2,10,0,24,13,9,12,60,2,1,7,9,70.6,166,139,279,167,152,141,31,157,43,271,234,352,330,58,253,308,81,93,PHX
Players,203382,Aron Baynes,Aron,1610612756,PHX,33.0,13,4,9,0.308,35.085,1,4,3,12,15,11,0,32,4,1,11,8,45.1,215,261,279,358,207,188,105,58,91,296,254,1,263,22,253,393,93,146,PHX
Players,1628969,Mikal Bridges,Mikal,1610612756,PHX,23.0,29,15,14,0.517,84.68333333333334,2,2,2,10,31,18,12,78,1,3,9,7,40.3,71,62,367,172,93,141,159,88,104,401,316,352,377,107,404,353,104,163,PHX
Players,203967,Dario Šarić,Dario,1610612756,PHX,26.0,18,8,10,0.444,39.33833333333333,0,2,0,4,19,12,10,30,0,1,8,1,21.4,178,180,297,252,189,210,159,157,169,323,266,322,258,181,253,337,262,220,PHX
Players,1626162,Kelly Oubre Jr.,Kelly,1610612756,PHX,24.0,29,12,17,0.414,103.03666666666666,11,6,12,14,43,22,16,94,3,5,13,10,113.8,71,102,410,282,60,23,57,5,77,449,341,393,412,39,439,412,75,44,PHX
