season,team_id,team,team_name,game_id,game_date,matchup,wl,min,efg_pct,fta_rate,tm_tov_pct,oreb_pct,opp_efg_pct,opp_fta_rate,opp_tov_pct,opp_oreb_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,efg_pct_rank,fta_rate_rank,tm_tov_pct_rank,oreb_pct_rank,opp_efg_pct_rank,opp_fta_rate_rank,opp_tov_pct_rank,opp_oreb_pct_rank,available_flag,season_start,season_end
2016-17,1610612761,TOR,Toronto Raptors,21601015,2017-03-16T00:00:00,TOR vs. OKC,L,48.0,0.488,0.37,0.139,0.188,0.614,0.216,0.178,0.357,0,0,0,0,141,1607,370,1168,2141,2291,703,444,2134,1,2016,2017
2016-17,1610612753,ORL,Orlando Magic,21601019,2017-03-16T00:00:00,ORL @ GSW,L,48.0,0.41,0.223,0.206,0.355,0.632,0.264,0.126,0.233,0,0,0,0,141,2350,1677,2323,340,2365,1214,1603,705,1,2016,2017
2016-17,1610612737,ATL,Atlanta Hawks,21601017,2017-03-16T00:00:00,ATL vs. MEM,L,48.0,0.465,0.479,0.194,0.277,0.478,0.196,0.128,0.396,0,0,0,0,141,1907,64,2210,1155,738,513,1554,2343,1,2016,2017
2016-17,1610612762,UTA,Utah Jazz,21601014,2017-03-16T00:00:00,UTA @ CLE,L,48.0,0.445,0.171,0.181,0.212,0.471,0.221,0.126,0.273,0,0,0,0,141,2130,2130,2038,1958,631,758,1584,1237,1,2016,2017
2016-17,1610612744,GSW,Golden State Warriors,21601019,2017-03-16T00:00:00,GSW vs. ORL,W,48.0,0.632,0.264,0.126,0.233,0.41,0.223,0.206,0.355,0,0,0,0,141,96,1241,851,1744,111,783,138,2121,1,2016,2017
2016-17,1610612739,CLE,Cleveland Cavaliers,21601014,2017-03-16T00:00:00,CLE vs. UTA,W,48.0,0.471,0.221,0.126,0.273,0.445,0.171,0.181,0.212,0,0,0,0,141,1821,1698,859,1195,329,329,410,498,1,2016,2017
2016-17,1610612760,OKC,Oklahoma City Thunder,21601015,2017-03-16T00:00:00,OKC @ TOR,W,48.0,0.614,0.216,0.178,0.357,0.488,0.37,0.139,0.188,0,0,0,0,141,169,1747,2003,315,851,2085,1282,309,1,2016,2017
2016-17,1610612751,BKN,Brooklyn Nets,21601016,2017-03-16T00:00:00,BKN @ NYK,W,48.0,0.535,0.407,0.152,0.375,0.483,0.295,0.071,0.146,0,0,0,0,141,899,219,1486,191,798,1518,2405,94,1,2016,2017
2016-17,1610612745,HOU,Houston Rockets,21601010,2017-03-15T00:00:00,HOU vs. LAL,W,48.0,0.648,0.352,0.191,0.354,0.478,0.198,0.207,0.235,0,0,0,0,141,52,472,2188,341,734,539,128,746,2,2016,2017
2016-17,1610612748,MIA,Miami Heat,21601007,2017-03-15T00:00:00,MIA vs. NOP,W,48.0,0.598,0.218,0.158,0.267,0.528,0.318,0.146,0.28,0,0,0,0,141,266,1722,1652,1294,1455,1732,1139,1335,1,2016,2017
2016-17,1610612756,PHX,Phoenix Suns,21601012,2017-03-15T00:00:00,PHX vs. SAC,L,48.0,0.43,0.131,0.127,0.373,0.519,0.43,0.175,0.289,0,0,0,0,141,2242,2349,885,214,1342,2298,497,1442,2,2016,2017
2016-17,1610612742,DAL,Dallas Mavericks,21601004,2017-03-15T00:00:00,DAL @ WAS,W,48.0,0.595,0.316,0.103,0.119,0.561,0.256,0.122,0.2,0,0,0,0,141,282,744,353,2422,1870,1129,1679,390,1,2016,2017
2016-17,1610612758,SAC,Sacramento Kings,21601012,2017-03-15T00:00:00,SAC @ PHX,W,48.0,0.519,0.43,0.175,0.289,0.43,0.131,0.127,0.373,0,0,0,0,141,1118,162,1955,1006,219,112,1570,2247,2,2016,2017
2016-17,1610612757,POR,Portland Trail Blazers,21601011,2017-03-15T00:00:00,POR @ SAS,W,48.0,0.531,0.35,0.116,0.233,0.54,0.17,0.147,0.313,0,0,0,0,141,957,481,582,1744,1614,319,1062,1715,2,2016,2017
2016-17,1610612746,LAC,LA Clippers,21601013,2017-03-15T00:00:00,LAC vs. MIL,L,48.0,0.5,0.387,0.172,0.267,0.513,0.329,0.12,0.156,0,0,0,0,141,1395,294,1914,1294,1253,1815,1764,126,2,2016,2017
2016-17,1610612762,UTA,Utah Jazz,21601008,2017-03-15T00:00:00,UTA @ DET,W,48.0,0.552,0.208,0.185,0.244,0.436,0.14,0.099,0.192,0,0,0,0,141,684,1837,2099,1597,262,144,2172,344,1,2016,2017
2016-17,1610612740,NOP,New Orleans Pelicans,21601007,2017-03-15T00:00:00,NOP @ MIA,L,48.0,0.528,0.318,0.146,0.28,0.598,0.218,0.158,0.267,0,0,0,0,141,1001,724,1313,1107,2195,732,796,1150,1,2016,2017
2016-17,1610612759,SAS,San Antonio Spurs,21601011,2017-03-15T00:00:00,SAS vs. POR,L,48.0,0.54,0.17,0.147,0.313,0.531,0.35,0.116,0.233,0,0,0,0,141,846,2133,1371,729,1498,1978,1858,705,2,2016,2017
2016-17,1610612741,CHI,Chicago Bulls,21601009,2017-03-15T00:00:00,CHI vs. MEM,L,48.0,0.434,0.165,0.069,0.322,0.488,0.212,0.126,0.38,0,0,0,0,141,2219,2182,48,629,865,656,1579,2283,1,2016,2017
2016-17,1610612766,CHA,Charlotte Hornets,21601005,2017-03-15T00:00:00,CHA @ IND,L,48.0,0.419,0.163,0.115,0.188,0.616,0.123,0.17,0.176,0,0,0,0,141,2307,2205,578,2141,2307,93,562,232,1,2016,2017
2016-17,1610612754,IND,Indiana Pacers,21601005,2017-03-15T00:00:00,IND vs. CHA,W,48.0,0.616,0.123,0.17,0.176,0.419,0.163,0.115,0.188,0,0,0,0,141,153,2368,1897,2224,152,253,1883,309,1,2016,2017
2016-17,1610612764,WAS,Washington Wizards,21601004,2017-03-15T00:00:00,WAS vs. DAL,L,48.0,0.561,0.256,0.122,0.2,0.595,0.316,0.103,0.119,0,0,0,0,141,585,1323,761,2037,2178,1716,2094,36,1,2016,2017
2016-17,1610612747,LAL,Los Angeles Lakers,21601010,2017-03-15T00:00:00,LAL @ HOU,L,48.0,0.478,0.198,0.207,0.235,0.648,0.352,0.191,0.354,0,0,0,0,141,1724,1917,2333,1698,2409,1987,273,2109,2,2016,2017
2016-17,1610612750,MIN,Minnesota Timberwolves,21601006,2017-03-15T00:00:00,MIN @ BOS,L,48.0,0.484,0.22,0.088,0.365,0.627,0.266,0.109,0.243,0,0,0,0,141,1647,1707,170,270,2346,1236,1995,841,1,2016,2017
2016-17,1610612763,MEM,Memphis Grizzlies,21601009,2017-03-15T00:00:00,MEM @ CHI,W,48.0,0.488,0.212,0.126,0.38,0.434,0.165,0.069,0.322,0,0,0,0,141,1589,1795,878,174,240,274,2411,1828,1,2016,2017
2016-17,1610612738,BOS,Boston Celtics,21601006,2017-03-15T00:00:00,BOS vs. MIN,W,48.0,0.627,0.266,0.109,0.243,0.484,0.22,0.088,0.365,0,0,0,0,141,114,1222,453,1618,810,752,2285,2186,1,2016,2017
2016-17,1610612765,DET,Detroit Pistons,21601008,2017-03-15T00:00:00,DET vs. UTA,L,48.0,0.436,0.14,0.099,0.192,0.552,0.208,0.185,0.244,0,0,0,0,141,2195,2313,280,2107,1776,624,356,850,1,2016,2017
2016-17,1610612749,MIL,Milwaukee Bucks,21601013,2017-03-15T00:00:00,MIL @ LAC,W,48.0,0.513,0.329,0.12,0.156,0.5,0.387,0.172,0.267,0,0,0,0,141,1207,644,681,2328,987,2163,534,1150,2,2016,2017
2016-17,1610612757,POR,Portland Trail Blazers,21601002,2017-03-14T00:00:00,POR @ NOP,L,48.0,0.375,0.342,0.167,0.175,0.513,0.375,0.052,0.109,0,0,0,0,141,2431,532,1812,2230,1240,2107,2450,26,1,2016,2017
2016-17,1610612744,GSW,Golden State Warriors,21601003,2017-03-14T00:00:00,GSW vs. PHI,W,48.0,0.443,0.398,0.17,0.3,0.483,0.303,0.217,0.358,0,0,0,0,141,2140,250,1879,878,802,1612,74,2148,1,2016,2017
2016-17,1610612765,DET,Detroit Pistons,21600999,2017-03-14T00:00:00,DET @ CLE,L,48.0,0.394,0.192,0.084,0.381,0.721,0.299,0.097,0.088,0,0,0,0,141,2401,1980,135,171,2457,1553,2202,8,1,2016,2017
2016-17,1610612754,IND,Indiana Pacers,21601001,2017-03-14T00:00:00,IND @ NYK,L,48.0,0.414,0.172,0.17,0.3,0.476,0.157,0.161,0.231,0,0,0,0,141,2332,2119,1890,878,694,217,733,682,1,2016,2017
2016-17,1610612755,PHI,Philadelphia 76ers,21601003,2017-03-14T00:00:00,PHI @ GSW,L,48.0,0.483,0.303,0.217,0.358,0.443,0.398,0.17,0.3,0,0,0,0,141,1653,844,2387,304,319,2210,575,1562,1,2016,2017
2016-17,1610612752,NYK,New York Knicks,21601001,2017-03-14T00:00:00,NYK vs. IND,W,48.0,0.476,0.157,0.161,0.231,0.414,0.172,0.17,0.3,0,0,0,0,141,1762,2238,1718,1762,128,336,565,1562,1,2016,2017
2016-17,1610612740,NOP,New Orleans Pelicans,21601002,2017-03-14T00:00:00,NOP vs. POR,W,48.0,0.513,0.375,0.052,0.109,0.375,0.342,0.167,0.175,0,0,0,0,141,1217,348,10,2434,28,1924,620,231,1,2016,2017
2016-17,1610612760,OKC,Oklahoma City Thunder,21601000,2017-03-14T00:00:00,OKC @ BKN,W,48.0,0.551,0.382,0.13,0.38,0.549,0.423,0.202,0.154,0,0,0,0,141,699,317,946,174,1746,2283,156,124,1,2016,2017
2016-17,1610612751,BKN,Brooklyn Nets,21601000,2017-03-14T00:00:00,BKN vs. OKC,L,48.0,0.549,0.423,0.202,0.154,0.551,0.382,0.13,0.38,0,0,0,0,141,714,177,2297,2336,1758,2143,1497,2283,1,2016,2017
2016-17,1610612739,CLE,Cleveland Cavaliers,21600999,2017-03-14T00:00:00,CLE vs. DET,W,48.0,0.721,0.299,0.097,0.088,0.394,0.192,0.084,0.381,0,0,0,0,141,4,904,247,2453,60,481,2319,2288,1,2016,2017
2016-17,1610612742,DAL,Dallas Mavericks,21600992,2017-03-13T00:00:00,DAL @ TOR,L,48.0,0.406,0.153,0.077,0.14,0.532,0.231,0.154,0.268,0,0,0,0,141,2358,2263,91,2380,1513,862,900,1180,1,2016,2017
2016-17,1610612737,ATL,Atlanta Hawks,21600994,2017-03-13T00:00:00,ATL @ SAS,L,48.0,0.494,0.37,0.157,0.2,0.58,0.21,0.223,0.227,0,0,0,0,141,1528,370,1618,2037,2054,637,48,634,1,2016,2017
2016-17,1610612753,ORL,Orlando Magic,21600997,2017-03-13T00:00:00,ORL @ SAC,L,48.0,0.526,0.122,0.117,0.245,0.634,0.256,0.147,0.1,0,0,0,0,141,1040,2370,604,1570,2370,1129,1091,15,1,2016,2017
2016-17,1610612766,CHA,Charlotte Hornets,21600991,2017-03-13T00:00:00,CHA vs. CHI,L,48.0,0.5,0.204,0.061,0.216,0.522,0.239,0.102,0.308,0,0,0,0,141,1395,1864,23,1920,1362,960,2110,1656,1,2016,2017
2016-17,1610612747,LAL,Los Angeles Lakers,21600998,2017-03-13T00:00:00,LAL @ DEN,L,48.0,0.464,0.196,0.154,0.316,0.637,0.298,0.155,0.225,0,0,0,0,141,1911,1939,1544,685,2381,1541,869,613,1,2016,2017
2016-17,1610612746,LAC,LA Clippers,21600996,2017-03-13T00:00:00,LAC @ UTA,L,48.0,0.577,0.295,0.069,0.143,0.615,0.282,0.101,0.289,0,0,0,0,141,425,945,48,2369,2304,1378,2128,1455,1,2016,2017
2016-17,1610612749,MIL,Milwaukee Bucks,21600993,2017-03-13T00:00:00,MIL @ MEM,L,48.0,0.567,0.299,0.198,0.237,0.608,0.291,0.141,0.39,0,0,0,0,141,526,909,2256,1681,2264,1477,1248,2319,1,2016,2017
2016-17,1610612743,DEN,Denver Nuggets,21600998,2017-03-13T00:00:00,DEN vs. LAL,W,48.0,0.637,0.298,0.155,0.225,0.464,0.196,0.154,0.316,0,0,0,0,141,78,914,1580,1838,549,520,900,1766,1,2016,2017
2016-17,1610612750,MIN,Minnesota Timberwolves,21600995,2017-03-13T00:00:00,MIN vs. WAS,W,48.0,0.581,0.256,0.147,0.244,0.47,0.369,0.146,0.216,0,0,0,0,141,390,1333,1354,1612,618,2075,1139,531,1,2016,2017
2016-17,1610612741,CHI,Chicago Bulls,21600991,2017-03-13T00:00:00,CHI @ CHA,W,48.0,0.522,0.239,0.102,0.308,0.5,0.204,0.061,0.216,0,0,0,0,141,1096,1499,337,779,987,592,2437,531,1,2016,2017
2016-17,1610612758,SAC,Sacramento Kings,21600997,2017-03-13T00:00:00,SAC vs. ORL,W,48.0,0.634,0.256,0.147,0.1,0.526,0.122,0.117,0.245,0,0,0,0,141,91,1323,1354,2445,1420,89,1846,880,1,2016,2017
2016-17,1610612762,UTA,Utah Jazz,21600996,2017-03-13T00:00:00,UTA vs. LAC,W,48.0,0.615,0.282,0.101,0.289,0.577,0.295,0.069,0.143,0,0,0,0,141,156,1079,332,1004,2027,1509,2411,82,1,2016,2017
2016-17,1610612759,SAS,San Antonio Spurs,21600994,2017-03-13T00:00:00,SAS vs. ATL,W,48.0,0.58,0.21,0.223,0.227,0.494,0.37,0.157,0.2,0,0,0,0,141,403,1818,2412,1812,930,2085,833,390,1,2016,2017
2016-17,1610612763,MEM,Memphis Grizzlies,21600993,2017-03-13T00:00:00,MEM vs. MIL,W,48.0,0.608,0.291,0.141,0.39,0.567,0.299,0.198,0.237,0,0,0,0,141,196,981,1213,138,1935,1552,205,773,1,2016,2017
2016-17,1610612761,TOR,Toronto Raptors,21600992,2017-03-13T00:00:00,TOR vs. DAL,W,48.0,0.532,0.231,0.154,0.268,0.406,0.153,0.077,0.14,0,0,0,0,141,944,1591,1544,1265,102,194,2367,80,1,2016,2017
2016-17,1610612764,WAS,Washington Wizards,21600995,2017-03-13T00:00:00,WAS @ MIN,L,48.0,0.47,0.369,0.146,0.216,0.581,0.256,0.147,0.244,0,0,0,0,141,1838,379,1313,1920,2070,1119,1091,844,1,2016,2017
2016-17,1610612756,PHX,Phoenix Suns,21600988,2017-03-12T00:00:00,PHX vs. POR,L,48.0,0.468,0.215,0.098,0.2,0.541,0.291,0.139,0.213,0,0,0,0,141,1872,1762,275,2037,1622,1463,1282,507,1,2016,2017
2016-17,1610612751,BKN,Brooklyn Nets,21600986,2017-03-12T00:00:00,BKN vs. NYK,W,48.0,0.569,0.333,0.157,0.333,0.457,0.34,0.089,0.263,0,0,0,0,141,504,590,1618,495,472,1905,2273,1112,1,2016,2017
2016-17,1610612747,LAL,Los Angeles Lakers,21600990,2017-03-12T00:00:00,LAL vs. PHI,L,48.0,0.523,0.318,0.144,0.255,0.582,0.405,0.154,0.19,0,0,0,0,141,1077,724,1281,1440,2075,2232,900,328,1,2016,2017
2016-17,1610612745,HOU,Houston Rockets,21600989,2017-03-12T00:00:00,HOU vs. CLE,W,48.0,0.51,0.292,0.063,0.379,0.631,0.163,0.16,0.179,0,0,0,0,141,1294,978,28,179,2363,253,768,248,1,2016,2017
2016-17,1610612757,POR,Portland Trail Blazers,21600988,2017-03-12T00:00:00,POR @ PHX,W,48.0,0.541,0.291,0.139,0.213,0.468,0.215,0.098,0.2,0,0,0,0,141,832,985,1168,1945,588,693,2182,390,1,2016,2017
2016-17,1610612739,CLE,Cleveland Cavaliers,21600989,2017-03-12T00:00:00,CLE @ HOU,L,48.0,0.631,0.163,0.16,0.179,0.51,0.292,0.063,0.379,0,0,0,0,141,98,2205,1676,2202,1166,1482,2433,2281,1,2016,2017
2016-17,1610612755,PHI,Philadelphia 76ers,21600990,2017-03-12T00:00:00,PHI @ LAL,W,48.0,0.582,0.405,0.154,0.19,0.523,0.318,0.144,0.255,0,0,0,0,141,383,227,1544,2124,1376,1732,1173,1003,1,2016,2017
2016-17,1610612754,IND,Indiana Pacers,21600987,2017-03-12T00:00:00,IND vs. MIA,W,48.0,0.457,0.39,0.098,0.3,0.463,0.17,0.132,0.373,0,0,0,0,141,1990,281,266,878,533,316,1434,2245,1,2016,2017
2016-17,1610612738,BOS,Boston Celtics,21600985,2017-03-12T00:00:00,BOS vs. CHI,W,48.0,0.558,0.047,0.214,0.326,0.42,0.103,0.198,0.255,0,0,0,0,141,620,2459,2372,599,155,31,196,977,1,2016,2017
2016-17,1610612741,CHI,Chicago Bulls,21600985,2017-03-12T00:00:00,CHI @ BOS,L,48.0,0.42,0.103,0.198,0.255,0.558,0.047,0.214,0.326,0,0,0,0,141,2304,2429,2261,1473,1839,2,83,1857,1,2016,2017
2016-17,1610612748,MIA,Miami Heat,21600987,2017-03-12T00:00:00,MIA @ IND,L,48.0,0.463,0.17,0.132,0.373,0.457,0.39,0.098,0.3,0,0,0,0,141,1927,2143,1012,215,469,2179,2187,1562,1,2016,2017
2016-17,1610612752,NYK,New York Knicks,21600986,2017-03-12T00:00:00,NYK @ BKN,L,48.0,0.457,0.34,0.089,0.263,0.569,0.333,0.157,0.333,0,0,0,0,141,1988,555,186,1335,1955,1843,833,1900,1,2016,2017
2016-17,1610612766,CHA,Charlotte Hornets,21600976,2017-03-11T00:00:00,CHA vs. NOP,L,53.0,0.515,0.196,0.093,0.298,0.576,0.162,0.095,0.216,0,0,0,0,17,1201,1938,219,902,2017,252,2226,531,1,2016,2017
2016-17,1610612737,ATL,Atlanta Hawks,21600981,2017-03-11T00:00:00,ATL @ MEM,W,48.0,0.604,0.361,0.186,0.158,0.406,0.256,0.133,0.288,0,0,0,0,141,223,419,2107,2323,99,1116,1403,1426,1,2016,2017
2016-17,1610612746,LAC,LA Clippers,21600974,2017-03-11T00:00:00,LAC vs. PHI,W,48.0,0.543,0.358,0.133,0.244,0.536,0.167,0.165,0.217,0,0,0,0,141,799,436,1028,1597,1568,284,659,546,1,2016,2017
2016-17,1610612758,SAC,Sacramento Kings,21600984,2017-03-11T00:00:00,SAC vs. DEN,L,48.0,0.488,0.244,0.141,0.255,0.524,0.212,0.098,0.261,0,0,0,0,141,1605,1451,1214,1458,1393,656,2187,1082,1,2016,2017
2016-17,1610612748,MIA,Miami Heat,21600979,2017-03-11T00:00:00,MIA vs. TOR,W,48.0,0.563,0.458,0.13,0.2,0.386,0.284,0.143,0.386,0,0,0,0,141,570,100,965,2037,43,1400,1181,2305,1,2016,2017
2016-17,1610612739,CLE,Cleveland Cavaliers,21600977,2017-03-11T00:00:00,CLE @ ORL,W,48.0,0.587,0.291,0.093,0.204,0.417,0.292,0.051,0.274,0,0,0,0,141,332,985,206,2024,141,1482,2453,1267,1,2016,2017
2016-17,1610612740,NOP,New Orleans Pelicans,21600976,2017-03-11T00:00:00,NOP @ CHA,W,53.0,0.576,0.162,0.095,0.216,0.515,0.196,0.093,0.298,0,0,0,0,17,444,2209,232,1920,1260,523,2242,1555,1,2016,2017
2016-17,1610612764,WAS,Washington Wizards,21600983,2017-03-11T00:00:00,WAS @ POR,W,53.0,0.589,0.311,0.123,0.245,0.596,0.17,0.143,0.229,0,0,0,0,17,315,787,783,1582,2185,316,1181,657,1,2016,2017
2016-17,1610612763,MEM,Memphis Grizzlies,21600981,2017-03-11T00:00:00,MEM vs. ATL,L,48.0,0.406,0.256,0.133,0.288,0.604,0.361,0.186,0.158,0,0,0,0,141,2360,1343,1028,1029,2237,2041,344,135,1,2016,2017
2016-17,1610612760,OKC,Oklahoma City Thunder,21600973,2017-03-11T00:00:00,OKC vs. UTA,W,48.0,0.547,0.279,0.126,0.319,0.54,0.373,0.14,0.171,0,0,0,0,141,760,1099,859,663,1616,2099,1266,205,1,2016,2017
2016-17,1610612749,MIL,Milwaukee Bucks,21600978,2017-03-11T00:00:00,MIL vs. MIN,W,48.0,0.513,0.288,0.143,0.341,0.488,0.259,0.144,0.277,0,0,0,0,141,1217,1018,1247,447,851,1162,1149,1296,1,2016,2017
2016-17,1610612756,PHX,Phoenix Suns,21600982,2017-03-11T00:00:00,PHX @ DAL,W,48.0,0.494,0.241,0.116,0.128,0.439,0.486,0.134,0.234,0,0,0,0,141,1517,1483,582,2405,285,2402,1374,721,1,2016,2017
2016-17,1610612755,PHI,Philadelphia 76ers,21600974,2017-03-11T00:00:00,PHI @ LAC,L,48.0,0.536,0.167,0.165,0.217,0.543,0.358,0.133,0.244,0,0,0,0,141,890,2164,1793,1906,1661,2020,1403,850,1,2016,2017
2016-17,1610612750,MIN,Minnesota Timberwolves,21600978,2017-03-11T00:00:00,MIN @ MIL,L,48.0,0.488,0.259,0.144,0.277,0.513,0.288,0.143,0.341,0,0,0,0,141,1607,1297,1301,1155,1240,1439,1181,2005,1,2016,2017
2016-17,1610612743,DEN,Denver Nuggets,21600984,2017-03-11T00:00:00,DEN @ SAC,W,48.0,0.524,0.212,0.098,0.261,0.488,0.244,0.141,0.255,0,0,0,0,141,1064,1795,266,1365,855,1005,1233,988,1,2016,2017
2016-17,1610612757,POR,Portland Trail Blazers,21600983,2017-03-11T00:00:00,POR vs. WAS,L,53.0,0.596,0.17,0.143,0.229,0.589,0.311,0.123,0.245,0,0,0,0,17,276,2143,1247,1782,2144,1673,1675,865,1,2016,2017
2016-17,1610612759,SAS,San Antonio Spurs,21600980,2017-03-11T00:00:00,SAS vs. GSW,W,48.0,0.597,0.234,0.206,0.256,0.386,0.25,0.155,0.344,0,0,0,0,141,267,1551,2324,1416,42,1053,883,2023,1,2016,2017
2016-17,1610612753,ORL,Orlando Magic,21600977,2017-03-11T00:00:00,ORL vs. CLE,L,48.0,0.417,0.292,0.051,0.274,0.587,0.291,0.093,0.204,0,0,0,0,141,2316,978,8,1192,2125,1463,2243,426,1,2016,2017
2016-17,1610612752,NYK,New York Knicks,21600975,2017-03-11T00:00:00,NYK @ DET,L,48.0,0.518,0.134,0.186,0.188,0.526,0.198,0.071,0.286,0,0,0,0,141,1135,2338,2107,2141,1429,545,2400,1389,1,2016,2017
2016-17,1610612742,DAL,Dallas Mavericks,21600982,2017-03-11T00:00:00,DAL vs. PHX,L,48.0,0.439,0.486,0.134,0.234,0.494,0.241,0.116,0.128,0,0,0,0,141,2176,58,1076,1717,939,971,1858,55,1,2016,2017
2016-17,1610612765,DET,Detroit Pistons,21600975,2017-03-11T00:00:00,DET vs. NYK,W,48.0,0.526,0.198,0.071,0.286,0.518,0.134,0.186,0.188,0,0,0,0,141,1031,1914,57,1035,1322,122,344,309,1,2016,2017
2016-17,1610612744,GSW,Golden State Warriors,21600980,2017-03-11T00:00:00,GSW @ SAS,L,48.0,0.386,0.25,0.155,0.344,0.597,0.234,0.206,0.256,0,0,0,0,141,2419,1381,1563,438,2193,906,130,1034,1,2016,2017
2016-17,1610612761,TOR,Toronto Raptors,21600979,2017-03-11T00:00:00,TOR @ MIA,L,48.0,0.386,0.284,0.143,0.386,0.563,0.458,0.13,0.2,0,0,0,0,141,2417,1053,1247,155,1884,2361,1481,390,1,2016,2017
2016-17,1610612762,UTA,Utah Jazz,21600973,2017-03-11T00:00:00,UTA @ OKC,L,48.0,0.54,0.373,0.14,0.171,0.547,0.279,0.126,0.319,0,0,0,0,141,842,362,1181,2253,1694,1357,1584,1793,1,2016,2017
2016-17,1610612753,ORL,Orlando Magic,21600965,2017-03-10T00:00:00,ORL @ CHA,L,48.0,0.441,0.289,0.126,0.204,0.658,0.253,0.08,0.235,0,0,0,0,141,2163,1001,878,2024,2421,1102,2353,746,1,2016,2017
2016-17,1610612758,SAC,Sacramento Kings,21600972,2017-03-10T00:00:00,SAC vs. WAS,L,53.0,0.543,0.304,0.102,0.163,0.543,0.183,0.1,0.365,0,0,0,0,17,793,836,334,2294,1663,416,2147,2186,1,2016,2017
2016-17,1610612744,GSW,Golden State Warriors,21600968,2017-03-10T00:00:00,GSW @ MIN,L,48.0,0.506,0.193,0.128,0.313,0.466,0.307,0.116,0.346,0,0,0,0,141,1363,1967,892,729,565,1635,1858,2039,1,2016,2017
2016-17,1610612738,BOS,Boston Celtics,21600970,2017-03-10T00:00:00,BOS @ DEN,L,48.0,0.494,0.284,0.178,0.18,0.6,0.259,0.188,0.326,0,0,0,0,141,1528,1062,2003,2193,2203,1155,297,1846,1,2016,2017
2016-17,1610612764,WAS,Washington Wizards,21600972,2017-03-10T00:00:00,WAS @ SAC,W,53.0,0.543,0.183,0.1,0.365,0.543,0.304,0.102,0.163,0,0,0,0,17,798,2045,297,270,1664,1621,2125,163,1,2016,2017
2016-17,1610612741,CHI,Chicago Bulls,21600966,2017-03-10T00:00:00,CHI vs. HOU,L,48.0,0.434,0.122,0.168,0.262,0.5,0.36,0.159,0.236,0,0,0,0,141,2224,2370,1843,1348,987,2034,791,764,1,2016,2017
2016-17,1610612754,IND,Indiana Pacers,21600967,2017-03-10T00:00:00,IND @ MIL,L,48.0,0.453,0.293,0.211,0.273,0.57,0.469,0.234,0.176,0,0,0,0,141,2036,969,2351,1195,1963,2381,29,232,1,2016,2017
2016-17,1610612743,DEN,Denver Nuggets,21600970,2017-03-10T00:00:00,DEN vs. BOS,W,48.0,0.6,0.259,0.188,0.326,0.494,0.284,0.178,0.18,0,0,0,0,141,251,1300,2156,605,930,1397,444,260,1,2016,2017
2016-17,1610612749,MIL,Milwaukee Bucks,21600967,2017-03-10T00:00:00,MIL vs. IND,W,48.0,0.57,0.469,0.234,0.176,0.453,0.293,0.211,0.273,0,0,0,0,141,498,80,2432,2224,422,1487,106,1237,1,2016,2017
2016-17,1610612745,HOU,Houston Rockets,21600966,2017-03-10T00:00:00,HOU @ CHI,W,48.0,0.5,0.36,0.159,0.236,0.434,0.122,0.168,0.262,0,0,0,0,141,1395,425,1666,1689,237,89,616,1111,1,2016,2017
2016-17,1610612751,BKN,Brooklyn Nets,21600971,2017-03-10T00:00:00,BKN @ DAL,L,48.0,0.494,0.295,0.126,0.106,0.513,0.359,0.167,0.304,0,0,0,0,141,1537,945,859,2436,1250,2027,620,1624,1,2016,2017
2016-17,1610612742,DAL,Dallas Mavericks,21600971,2017-03-10T00:00:00,DAL vs. BKN,W,48.0,0.513,0.359,0.167,0.304,0.494,0.295,0.126,0.106,0,0,0,0,141,1210,428,1812,824,919,1509,1584,21,1,2016,2017
2016-17,1610612766,CHA,Charlotte Hornets,21600965,2017-03-10T00:00:00,CHA vs. ORL,W,48.0,0.658,0.253,0.08,0.235,0.441,0.289,0.126,0.204,0,0,0,0,141,39,1354,108,1698,298,1459,1579,426,1,2016,2017
2016-17,1610612737,ATL,Atlanta Hawks,21600969,2017-03-10T00:00:00,ATL vs. TOR,W,48.0,0.573,0.387,0.212,0.268,0.424,0.293,0.119,0.328,0,0,0,0,141,466,294,2359,1265,179,1493,1782,1888,1,2016,2017
2016-17,1610612750,MIN,Minnesota Timberwolves,21600968,2017-03-10T00:00:00,MIN vs. GSW,W,48.0,0.466,0.307,0.116,0.346,0.506,0.193,0.128,0.313,0,0,0,0,141,1892,824,582,410,1094,489,1554,1715,1,2016,2017
2016-17,1610612761,TOR,Toronto Raptors,21600969,2017-03-10T00:00:00,TOR @ ATL,L,48.0,0.424,0.293,0.119,0.328,0.573,0.387,0.212,0.268,0,0,0,0,141,2280,962,669,567,1994,2163,97,1180,1,2016,2017
2016-17,1610612759,SAS,San Antonio Spurs,21600962,2017-03-09T00:00:00,SAS @ OKC,L,48.0,0.452,0.238,0.165,0.302,0.494,0.236,0.118,0.392,0,0,0,0,141,2051,1509,1786,858,963,926,1793,2328,1,2016,2017
2016-17,1610612746,LAC,LA Clippers,21600961,2017-03-09T00:00:00,LAC @ MEM,W,48.0,0.583,0.359,0.146,0.237,0.488,0.265,0.093,0.122,0,0,0,0,141,368,428,1323,1681,857,1221,2243,44,1,2016,2017
2016-17,1610612763,MEM,Memphis Grizzlies,21600961,2017-03-09T00:00:00,MEM vs. LAC,L,48.0,0.488,0.265,0.093,0.122,0.583,0.359,0.146,0.237,0,0,0,0,141,1601,1228,206,2416,2082,2027,1115,773,1,2016,2017
