group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank,team
Players,202325,Wesley Johnson,Wesley,1610612764,WAS,31.0,8,3,5,0.375,10.0,0.091,0.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.364,0.0,0.0,292,301,156,327,328,332,348,363,234,314,295,308,276,365,378,297,434,242,217,1,394,329,364,WAS
Players,1627780,Gary Payton II,Gary,1610612764,WAS,26.0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,415,417,19,417,433,403,348,393,234,314,295,308,276,365,378,297,1,242,217,1,420,329,364,WAS
Players,1626184,Chasson Randle,Chasson,1610612764,WAS,26.0,6,3,3,0.5,16.0,0.182,0.143,0.179,0.0,0.273,0.4,0.4,0.0,0.0,0.0,0.222,0.0,0.0,0.0,0.333,0.286,0.333,0.171,327,301,109,178,294,133,226,162,234,94,37,37,276,365,378,123,1,242,217,372,351,50,182,WAS
Players,1628421,Devin Robinson,Devin,1610612764,WAS,24.0,1,0,1,0.0,5.0,0.067,0.0,0.071,0.0,0.0,0.0,0.0,0.0,0.333,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415,417,19,417,380,368,348,363,234,314,295,308,276,51,289,297,1,242,217,1,1,329,364,WAS
Players,203953,Jabari Parker,Jabari,1610612764,WAS,24.0,28,10,18,0.357,94.0,0.175,0.213,0.17,0.176,0.164,0.214,0.259,0.286,0.345,0.326,0.061,0.2,0.118,0.222,0.077,0.178,0.19,0.21,104,167,405,341,101,143,131,187,150,208,126,92,104,46,61,274,310,208,119,236,223,153,123,WAS
Players,1628972,Troy Brown Jr.,Troy,1610612764,WAS,19.0,9,1,8,0.111,35.0,0.169,0.273,0.215,0.5,0.185,0.0,0.043,0.077,0.045,0.057,0.077,0.1,0.25,0.0,0.2,0.069,0.063,0.2,282,365,220,416,236,154,78,115,10,178,295,295,242,357,365,259,218,100,217,306,101,301,131,WAS
Players,203107,Tomas Satoransky,Tomas,1610612764,WAS,27.0,23,10,13,0.435,107.0,0.132,0.113,0.126,0.05,0.108,0.188,0.203,0.179,0.086,0.119,0.234,0.125,0.105,0.0,0.2,0.246,0.186,0.127,153,167,315,277,67,245,267,266,224,258,144,138,160,327,295,114,241,215,217,306,315,163,261,WAS
Players,1627758,Ron Baker,Ron,1610612764,WAS,26.0,3,1,2,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,371,365,72,354,438,403,348,393,234,314,295,308,276,365,378,297,1,242,217,1,446,329,364,WAS
Players,201145,Jeff Green,Jeff,1610612764,WAS,32.0,28,12,16,0.429,105.0,0.126,0.145,0.121,0.238,0.179,0.182,0.145,0.033,0.175,0.129,0.094,0.162,0.063,0.091,0.111,0.138,0.16,0.161,104,136,368,284,72,251,223,287,122,183,149,191,270,212,287,243,281,235,197,257,151,195,195,WAS
Players,1628418,Thomas Bryant,Thomas,1610612764,WAS,21.0,20,7,13,0.35,68.0,0.198,0.333,0.235,0.071,0.105,0.159,0.151,0.417,0.5,0.469,0.175,0.111,0.222,0.75,0.2,0.308,0.256,0.267,177,223,315,350,147,111,35,94,221,260,167,182,52,8,22,158,228,124,15,306,366,99,74,WAS
