GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK
Players,1627846,Abdel Nader,Abdel,1610612756,PHX,27.0,1,1,0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-300.0,0.0,0,0,0.0,97,54,111,1,121,73,91,73,36,66,36,46,47,46,40,73,81,39,27,22,20,21,76,63,85,131,106,44,5,106
Players,1629661,Cameron Johnson,Cameron,1610612756,PHX,25.0,4,2,2,0.5,43.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,-52.6,0.0,0,0,0.0,36,35,36,52,87,73,91,73,36,66,36,46,47,46,40,73,81,39,27,22,20,21,22,63,85,104,106,44,5,106
Players,1626166,Cameron Payne,Cameron,1610612756,PHX,26.0,4,3,1,0.75,43.2,10.5,31.6,0.333,0.0,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,0.0,0.0,0.0,5.3,0.0,0.0,21.1,5.3,44.7,0,0,36.8,36,19,65,27,89,23,17,54,36,14,36,46,47,46,40,73,81,8,27,22,20,5,76,63,44,55,41,44,5,52
Players,101108,Chris Paul,Chris,1610612756,PHX,36.0,5,2,3,0.4,48.7,7.7,23.1,0.333,0.0,0.0,0.0,23.1,26.9,0.857,0.0,0.0,0.0,0.0,7.7,0.0,0.0,3.8,7.7,19.2,38.5,-57.7,30.8,1,0,38.5,30,35,20,73,49,34,30,54,36,66,36,10,9,27,40,73,81,39,7,22,20,10,37,9,20,107,68,23,5,50
Players,203967,Dario Šarić,Dario,1610612756,PHX,27.0,1,1,0,1.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,33.3,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,133.3,40.0,0,0,33.3,97,54,111,1,124,73,91,73,36,66,36,46,47,46,40,1,2,39,27,22,20,21,2,63,85,10,48,44,5,57
Players,1629028,Deandre Ayton,Deandre,1610612756,PHX,22.0,8,4,4,0.5,51.0,4.9,12.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,2.4,12.2,14.6,0.0,0.0,0.0,2.4,4.9,2.4,0.0,9.8,-51.2,34.6,4,0,29.3,11,11,11,52,30,55,55,48,36,66,36,46,47,46,35,21,28,39,27,22,12,7,72,63,76,102,59,5,5,74
Players,1626164,Devin Booker,Devin,1610612756,PHX,24.0,8,4,4,0.5,49.2,7.1,23.8,0.3,0.0,2.4,0.0,11.9,11.9,1.0,2.4,7.1,9.5,2.4,14.3,0.0,2.4,0.0,14.3,7.1,26.2,-42.9,34.0,2,1,42.9,11,11,11,52,46,40,26,62,36,61,36,19,24,1,37,48,45,35,3,22,13,21,18,29,35,99,63,15,1,40
Players,203109,Jae Crowder,Jae,1610612756,PHX,30.0,8,4,4,0.5,47.3,0.0,0.0,0.0,0.0,0.0,0.0,6.5,6.5,1.0,0.0,8.7,8.7,4.3,0.0,0.0,2.2,0.0,4.3,2.2,6.5,-41.3,30.0,1,0,23.9,11,11,11,52,66,73,91,73,36,66,36,33,38,1,40,40,53,29,27,22,15,21,57,58,81,97,70,23,5,81
Players,1628969,Mikal Bridges,Mikal,1610612756,PHX,24.0,8,4,4,0.5,46.9,6.1,9.1,0.667,3.0,6.1,0.5,0.0,0.0,0.0,0.0,9.1,9.1,0.0,0.0,0.0,3.0,0.0,12.1,0.0,15.2,-24.2,35.2,0,0,33.3,11,11,11,52,73,46,67,22,31,45,12,46,47,46,40,34,49,39,27,22,11,21,20,63,63,88,57,44,5,57
Players,1628470,Torrey Craig,Torrey,1610612756,PHX,30.0,3,3,0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,-150.0,0.0,0,0,0.0,53,19,111,1,119,73,91,73,36,66,36,46,47,46,40,73,81,39,27,22,20,21,4,63,85,127,106,44,5,106
