group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank
,202329,Al-Farouq Aminu,,1610612757,POR,25.0,33,18,15,0.545,43.8,4.0,13.3,0.3,0.4,7.1,0.063,1.8,1.8,1.0,3.5,9.7,13.3,1.8,1.8,0.9,1.3,0.0,4.4,1.8,10.2,-1.3,33.6,4,0,30.1,81,80,114,152,315,242,185,286,197,105,207,271,297,1,104,73,77,207,171,180,106,206,270,294,279,231,224,80,13,238
,203459,Allen Crabbe,,1610612757,POR,24.0,37,20,17,0.541,40.9,4.5,8.2,0.556,1.4,4.1,0.333,0.5,0.5,1.0,1.4,3.6,5.0,2.7,0.5,1.8,0.9,0.0,4.5,0.9,10.9,6.8,28.7,0,0,25.5,51,45,77,158,362,224,300,71,143,191,88,298,311,1,196,291,287,157,280,71,138,206,261,319,263,157,274,190,13,286
,203148,Brian Roberts,,1610612757,POR,30.0,5,5,0,1.0,37.6,8.7,8.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,17.4,60.9,17.4,0,0,17.4,329,252,407,1,389,81,285,1,209,275,209,299,312,299,270,356,370,287,282,237,200,206,277,326,177,23,350,190,13,344
,203468,CJ McCollum,,1610612757,POR,24.0,40,21,19,0.525,43.8,10.7,24.7,0.434,2.3,6.5,0.35,8.8,10.1,0.871,0.6,2.9,3.6,3.9,0.3,1.9,0.6,1.6,2.6,6.2,32.5,-0.6,50.1,1,0,47.4,28,33,43,176,317,46,40,158,86,118,84,78,97,104,248,322,336,101,281,66,163,82,351,117,49,228,86,125,13,85
,2549,Chris Kaman,,1610612757,POR,34.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,404,408,363,408,427,342,379,342,209,275,209,299,312,299,270,356,370,287,282,237,200,206,375,326,359,206,400,190,13,400
,203081,Damian Lillard,,1610612757,POR,25.0,37,18,19,0.486,44.5,11.5,30.8,0.374,4.1,13.2,0.308,15.3,16.6,0.918,1.0,5.1,6.1,4.4,2.0,1.0,0.0,3.4,5.4,10.8,42.4,-5.1,57.3,6,0,59.0,51,80,43,229,304,40,20,216,27,21,114,22,34,75,221,227,250,86,143,167,200,26,224,33,20,254,54,60,13,33
,202334,Ed Davis,,1610612757,POR,27.0,23,12,11,0.522,43.7,3.4,5.1,0.667,0.0,0.0,0.0,5.9,8.5,0.7,5.1,8.5,13.6,3.4,0.0,1.7,5.9,0.0,5.9,7.6,12.7,-1.7,56.9,4,0,44.9,173,144,174,181,323,266,349,45,209,275,209,133,128,203,59,103,72,128,282,84,11,206,185,80,240,234,58,80,13,101
,201945,Gerald Henderson,,1610612757,POR,28.0,11,7,4,0.636,44.8,4.6,10.8,0.429,0.0,0.0,0.0,1.5,3.1,0.5,1.5,4.6,6.2,0.0,1.5,1.5,1.5,0.0,6.2,1.5,10.8,24.6,25.8,0,0,23.1,269,215,285,88,297,220,242,161,209,275,209,277,264,261,185,253,245,287,197,103,92,206,170,302,268,66,291,190,13,309
,1626242,Luis Montero,,1610612757,POR,23.0,2,2,0,1.0,25.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0,0,0.0,374,326,407,1,413,342,379,342,209,275,209,299,312,299,270,356,370,287,282,237,200,206,375,326,359,4,400,190,13,400
,203486,Mason Plumlee,,1610612757,POR,26.0,34,17,17,0.5,46.0,2.6,4.1,0.625,0.0,0.0,0.0,7.2,11.8,0.609,2.1,7.7,9.7,3.6,2.6,0.0,2.1,0.5,9.2,6.7,12.3,-12.3,33.0,8,0,29.7,76,88,77,188,253,290,364,54,209,275,209,99,73,238,153,127,150,117,114,237,72,184,72,102,246,296,233,45,13,248
,203090,Maurice Harkless,,1610612757,POR,23.0,13,8,5,0.615,40.8,3.0,10.6,0.286,0.0,4.5,0.0,3.0,6.1,0.5,4.5,3.0,7.6,0.0,0.0,0.0,0.0,1.5,3.0,3.0,9.1,9.1,18.2,1,0,16.7,250,195,264,96,367,277,243,290,209,173,209,233,181,261,74,318,209,287,282,237,200,87,336,248,301,139,345,125,13,350
,203086,Meyers Leonard,,1610612757,POR,24.0,17,8,9,0.471,40.5,5.3,15.8,0.333,1.3,7.9,0.167,7.9,9.2,0.857,1.3,7.9,9.2,1.3,1.3,0.0,0.0,2.6,7.9,7.9,19.7,9.2,31.4,2,0,31.6,216,195,200,241,369,190,146,255,146,83,187,88,115,107,197,121,157,247,217,237,200,35,108,71,152,138,241,103,13,220
,203943,Noah Vonleh,,1610612757,POR,20.0,4,3,1,0.75,49.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0,0,12.5,339,293,363,44,93,342,379,342,209,275,209,299,312,299,270,30,83,287,282,237,200,206,375,326,359,206,367,190,13,379
,1626192,Pat Connaughton,,1610612757,POR,23.0,2,2,0,1.0,25.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0,0,0.0,374,326,407,1,413,342,379,342,209,275,209,299,312,299,270,356,370,287,282,237,200,206,375,326,359,4,400,190,13,400
,203515,Phil Pressey,,1610612757,POR,25.0,5,0,5,0.0,52.3,0.0,30.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,-50.0,27.0,0,0,20.0,329,408,264,408,42,342,23,342,209,44,209,299,312,299,270,63,140,17,282,237,200,206,375,36,359,393,279,190,13,326
