team_id,team_name,gp,w,l,w_pct,travel,double_dribble,discontinued_dribble,off_three_sec,five_sec,eight_sec,shot_clock,inbound,backcourt,off_goaltending,palming,off_foul,def_three_sec,charge,delay_of_game,def_goaltending,lane,jump_ball,kicked_ball,gp_rank,w_rank,l_rank,w_pct_rank,travel_rank,double_dribble_rank,discontinued_dribble_rank,off_three_sec_rank,five_sec_rank,eight_sec_rank,shot_clock_rank,inbound_rank,backcourt_rank,off_goaltending_rank,palming_rank,off_foul_rank,def_three_sec_rank,charge_rank,delay_of_game_rank,def_goaltending_rank,lane_rank,jump_ball_rank,kicked_ball_rank,team
1610612738,Boston Celtics,11,6,5,0.545,4.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,0.0,1.0,17.0,1.0,6.0,5.0,2.0,0.0,0.0,3.0,7,6,10,6,9,7,4,1,5,4,5,3,8,10,2,6,4,3,2,5,4,1,5,BOSTON CELTICS
1610612739,Cleveland Cavaliers,9,5,4,0.556,10.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,15.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,8,7,1,4,3,7,4,1,5,1,10,3,8,10,3,7,4,11,5,5,4,1,10,CLEVELAND CAVALIERS
1610612743,Denver Nuggets,14,7,7,0.5,7.0,1.0,0.0,0.0,1.0,0.0,12.0,0.0,4.0,2.0,0.0,30.0,2.0,3.0,2.0,3.0,0.0,0.0,2.0,5,5,12,7,4,2,4,1,2,6,6,3,1,2,3,4,2,8,8,3,4,1,7,DENVER NUGGETS
1610612765,Detroit Pistons,6,2,4,0.333,2.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,15.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,11,11,1,11,12,7,4,1,2,6,10,3,12,3,3,7,1,5,11,9,4,1,14,DETROIT PISTONS
1610612744,Golden State Warriors,12,5,7,0.417,5.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,3.0,1.0,0.0,13.0,1.0,1.0,4.0,2.0,0.0,0.0,2.0,6,7,12,10,6,2,4,1,5,6,1,3,3,3,3,9,4,11,3,5,4,1,7,GOLDEN STATE WARRIORS
1610612745,Houston Rockets,7,3,4,0.429,4.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,13.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,9,9,1,8,9,7,4,1,5,6,8,1,12,10,3,9,10,3,14,12,4,1,7,HOUSTON ROCKETS
1610612754,Indiana Pacers,23,15,8,0.652,20.0,1.0,0.0,0.0,2.0,0.0,17.0,0.0,4.0,0.0,0.0,42.0,1.0,5.0,6.0,5.0,1.0,0.0,9.0,1,2,15,2,1,2,4,1,1,6,1,3,1,10,3,1,4,5,1,1,1,1,1,INDIANA PACERS
1610612746,LA Clippers,7,3,4,0.429,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9,9,1,8,12,7,4,1,5,6,14,3,12,10,3,12,10,14,11,12,4,1,10,LA CLIPPERS
1610612747,Los Angeles Lakers,5,1,4,0.2,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,1.0,0.0,6.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,12,12,1,12,15,7,4,1,5,6,9,3,4,3,3,14,4,14,8,9,4,1,10,LOS ANGELES LAKERS
1610612763,Memphis Grizzlies,4,0,4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15,15,1,15,12,7,4,1,5,6,12,3,12,3,3,9,10,11,14,12,4,1,14,MEMPHIS GRIZZLIES
