GAME_ID,GAME_DATE,TEAM,OPPONENT,HOME/AWAY,ROUND,GAME_NO_IN_SERIES
41800121,2019-04-13,BKN,PHI,AWAY,RND1,1
41800121,2019-04-13,BKN,PHI,AWAY,RND1,2
41800122,2019-04-15,BKN,PHI,AWAY,RND1,3
41800122,2019-04-15,BKN,PHI,AWAY,RND1,4
41800123,2019-04-18,BKN,PHI,HOME,RND1,5
41800123,2019-04-18,BKN,PHI,HOME,RND1,6
41800124,2019-04-20,BKN,PHI,HOME,RND1,7
41800124,2019-04-20,BKN,PHI,HOME,RND1,8
41800125,2019-04-23,BKN,PHI,AWAY,RND1,9
41800125,2019-04-23,BKN,PHI,AWAY,RND1,10
41800131,2019-04-14,BOS,IND,HOME,RND1,1
41800131,2019-04-14,BOS,IND,HOME,RND1,2
41800132,2019-04-17,BOS,IND,HOME,RND1,3
41800132,2019-04-17,BOS,IND,HOME,RND1,4
41800133,2019-04-19,BOS,IND,AWAY,RND1,5
41800133,2019-04-19,BOS,IND,AWAY,RND1,6
41800134,2019-04-21,BOS,IND,AWAY,RND1,7
41800134,2019-04-21,BOS,IND,AWAY,RND1,8
41800201,2019-04-28,BOS,MIL,AWAY,SF,1
41800201,2019-04-28,BOS,MIL,AWAY,SF,2
41800202,2019-04-30,BOS,MIL,AWAY,SF,3
41800202,2019-04-30,BOS,MIL,AWAY,SF,4
41800203,2019-05-03,BOS,MIL,HOME,SF,5
41800203,2019-05-03,BOS,MIL,HOME,SF,6
41800204,2019-05-06,BOS,MIL,HOME,SF,7
41800204,2019-05-06,BOS,MIL,HOME,SF,8
41800205,2019-05-08,BOS,MIL,AWAY,SF,9
41800205,2019-05-08,BOS,MIL,AWAY,SF,10
41800151,2019-04-13,DEN,SAS,HOME,RND1,1
41800151,2019-04-13,DEN,SAS,HOME,RND1,2
41800152,2019-04-16,DEN,SAS,HOME,RND1,3
41800152,2019-04-16,DEN,SAS,HOME,RND1,4
41800153,2019-04-18,DEN,SAS,AWAY,RND1,5
41800153,2019-04-18,DEN,SAS,AWAY,RND1,6
41800154,2019-04-20,DEN,SAS,AWAY,RND1,7
41800154,2019-04-20,DEN,SAS,AWAY,RND1,8
41800155,2019-04-23,DEN,SAS,HOME,RND1,9
41800155,2019-04-23,DEN,SAS,HOME,RND1,10
41800156,2019-04-25,DEN,SAS,AWAY,RND1,11
41800156,2019-04-25,DEN,SAS,AWAY,RND1,12
41800157,2019-04-27,DEN,SAS,HOME,RND1,13
41800157,2019-04-27,DEN,SAS,HOME,RND1,14
41800231,2019-04-29,DEN,POR,HOME,SF,1
41800231,2019-04-29,DEN,POR,HOME,SF,2
41800232,2019-05-01,DEN,POR,HOME,SF,3
41800232,2019-05-01,DEN,POR,HOME,SF,4
41800233,2019-05-03,DEN,POR,AWAY,SF,5
41800233,2019-05-03,DEN,POR,AWAY,SF,6
41800234,2019-05-05,DEN,POR,AWAY,SF,7
41800234,2019-05-05,DEN,POR,AWAY,SF,8
41800235,2019-05-07,DEN,POR,HOME,SF,9
41800235,2019-05-07,DEN,POR,HOME,SF,10
