season,team_id,team,game_id,game_date,away_team,home_team,opponent,opponent_id,pf,opp_pf,wl,differential,round,game_no_in_series
2018-19,1610612751,BKN,41800121,2019-04-13,BKN,PHI,PHI,1610612755,111,102,W,9,rnd1,1
2018-19,1610612751,BKN,41800122,2019-04-15,BKN,PHI,PHI,1610612755,123,145,L,-22,rnd1,2
2018-19,1610612751,BKN,41800123,2019-04-18,PHI,BKN,PHI,1610612755,115,131,L,-16,rnd1,3
2018-19,1610612751,BKN,41800124,2019-04-20,PHI,BKN,PHI,1610612755,108,112,L,-4,rnd1,4
2018-19,1610612751,BKN,41800125,2019-04-23,BKN,PHI,PHI,1610612755,100,122,L,-22,rnd1,5
2018-19,1610612738,BOS,41800131,2019-04-14,IND,BOS,IND,1610612754,84,74,W,10,rnd1,1
2018-19,1610612738,BOS,41800132,2019-04-17,IND,BOS,IND,1610612754,99,91,W,8,rnd1,2
2018-19,1610612738,BOS,41800133,2019-04-19,BOS,IND,IND,1610612754,104,96,W,8,rnd1,3
2018-19,1610612738,BOS,41800134,2019-04-21,BOS,IND,IND,1610612754,110,106,W,4,rnd1,4
2018-19,1610612738,BOS,41800201,2019-04-28,BOS,MIL,MIL,1610612749,112,90,W,22,sf,1
2018-19,1610612738,BOS,41800202,2019-04-30,BOS,MIL,MIL,1610612749,102,123,L,-21,sf,2
2018-19,1610612738,BOS,41800203,2019-05-03,MIL,BOS,MIL,1610612749,116,123,L,-7,sf,3
2018-19,1610612738,BOS,41800204,2019-05-06,MIL,BOS,MIL,1610612749,101,113,L,-12,sf,4
2018-19,1610612738,BOS,41800205,2019-05-08,BOS,MIL,MIL,1610612749,91,116,L,-25,sf,5
2018-19,1610612743,DEN,41800151,2019-04-13,SAS,DEN,SAS,1610612759,96,101,L,-5,rnd1,1
2018-19,1610612743,DEN,41800152,2019-04-16,SAS,DEN,SAS,1610612759,114,105,W,9,rnd1,2
2018-19,1610612743,DEN,41800153,2019-04-18,DEN,SAS,SAS,1610612759,108,118,L,-10,rnd1,3
2018-19,1610612743,DEN,41800154,2019-04-20,DEN,SAS,SAS,1610612759,117,103,W,14,rnd1,4
2018-19,1610612743,DEN,41800155,2019-04-23,SAS,DEN,SAS,1610612759,108,90,W,18,rnd1,5
2018-19,1610612743,DEN,41800156,2019-04-25,DEN,SAS,SAS,1610612759,103,120,L,-17,rnd1,6
2018-19,1610612743,DEN,41800157,2019-04-27,SAS,DEN,SAS,1610612759,90,86,W,4,rnd1,7
2018-19,1610612743,DEN,41800231,2019-04-29,POR,DEN,POR,1610612757,121,113,W,8,sf,1
2018-19,1610612743,DEN,41800232,2019-05-01,POR,DEN,POR,1610612757,90,97,L,-7,sf,2
2018-19,1610612743,DEN,41800233,2019-05-03,DEN,POR,POR,1610612757,137,140,L,-3,sf,3
2018-19,1610612743,DEN,41800234,2019-05-05,DEN,POR,POR,1610612757,116,112,W,4,sf,4
2018-19,1610612743,DEN,41800235,2019-05-07,POR,DEN,POR,1610612757,124,98,W,26,sf,5
2018-19,1610612743,DEN,41800236,2019-05-09,DEN,POR,POR,1610612757,108,119,L,-11,sf,6
2018-19,1610612743,DEN,41800237,2019-05-12,POR,DEN,POR,1610612757,96,100,L,-4,sf,7
2018-19,1610612765,DET,41800101,2019-04-14,DET,MIL,MIL,1610612749,86,121,L,-35,rnd1,1
2018-19,1610612765,DET,41800102,2019-04-17,DET,MIL,MIL,1610612749,99,120,L,-21,rnd1,2
2018-19,1610612765,DET,41800103,2019-04-20,MIL,DET,MIL,1610612749,103,119,L,-16,rnd1,3
2018-19,1610612765,DET,41800104,2019-04-22,MIL,DET,MIL,1610612749,104,127,L,-23,rnd1,4
2018-19,1610612744,GSW,41800141,2019-04-13,LAC,GSW,LAC,1610612746,121,104,W,17,rnd1,1
2018-19,1610612744,GSW,41800142,2019-04-15,LAC,GSW,LAC,1610612746,131,135,L,-4,rnd1,2
2018-19,1610612744,GSW,41800143,2019-04-18,GSW,LAC,LAC,1610612746,132,105,W,27,rnd1,3
2018-19,1610612744,GSW,41800144,2019-04-21,GSW,LAC,LAC,1610612746,113,105,W,8,rnd1,4
2018-19,1610612744,GSW,41800145,2019-04-24,LAC,GSW,LAC,1610612746,121,129,L,-8,rnd1,5
2018-19,1610612744,GSW,41800146,2019-04-26,GSW,LAC,LAC,1610612746,129,110,W,19,rnd1,6
2018-19,1610612744,GSW,41800221,2019-04-28,HOU,GSW,HOU,1610612745,104,100,W,4,sf,1
2018-19,1610612744,GSW,41800222,2019-04-30,HOU,GSW,HOU,1610612745,115,109,W,6,sf,2
2018-19,1610612744,GSW,41800223,2019-05-04,GSW,HOU,HOU,1610612745,121,126,L,-5,sf,3
2018-19,1610612744,GSW,41800224,2019-05-06,GSW,HOU,HOU,1610612745,108,112,L,-4,sf,4
2018-19,1610612744,GSW,41800225,2019-05-08,HOU,GSW,HOU,1610612745,104,99,W,5,sf,5
2018-19,1610612744,GSW,41800226,2019-05-10,GSW,HOU,HOU,1610612745,118,113,W,5,sf,6
2018-19,1610612744,GSW,41800311,2019-05-14,POR,GSW,POR,1610612757,116,94,W,22,conf,1
2018-19,1610612744,GSW,41800312,2019-05-16,POR,GSW,POR,1610612757,114,111,W,3,conf,2
2018-19,1610612744,GSW,41800313,2019-05-18,GSW,POR,POR,1610612757,110,99,W,11,conf,3
2018-19,1610612744,GSW,41800314,2019-05-20,GSW,POR,POR,1610612757,119,117,W,2,conf,4
2018-19,1610612744,GSW,41800401,2019-05-30,GSW,TOR,TOR,1610612761,109,118,L,-9,finals,1
2018-19,1610612744,GSW,41800402,2019-06-02,GSW,TOR,TOR,1610612761,109,104,W,5,finals,2
2018-19,1610612744,GSW,41800403,2019-06-05,TOR,GSW,TOR,1610612761,109,123,L,-14,finals,3
2018-19,1610612744,GSW,41800404,2019-06-07,TOR,GSW,TOR,1610612761,92,105,L,-13,finals,4
2018-19,1610612744,GSW,41800405,2019-06-10,GSW,TOR,TOR,1610612761,106,105,W,1,finals,5
2018-19,1610612744,GSW,41800406,2019-06-13,TOR,GSW,TOR,1610612761,110,114,L,-4,finals,6
2018-19,1610612745,HOU,41800171,2019-04-14,UTA,HOU,UTA,1610612762,122,90,W,32,rnd1,1
2018-19,1610612745,HOU,41800172,2019-04-17,UTA,HOU,UTA,1610612762,118,98,W,20,rnd1,2
2018-19,1610612745,HOU,41800173,2019-04-20,HOU,UTA,UTA,1610612762,104,101,W,3,rnd1,3
2018-19,1610612745,HOU,41800174,2019-04-22,HOU,UTA,UTA,1610612762,91,107,L,-16,rnd1,4
2018-19,1610612745,HOU,41800175,2019-04-24,UTA,HOU,UTA,1610612762,100,93,W,7,rnd1,5
2018-19,1610612745,HOU,41800221,2019-04-28,HOU,GSW,GSW,1610612744,100,104,L,-4,sf,1
2018-19,1610612745,HOU,41800222,2019-04-30,HOU,GSW,GSW,1610612744,109,115,L,-6,sf,2
2018-19,1610612745,HOU,41800223,2019-05-04,GSW,HOU,GSW,1610612744,126,121,W,5,sf,3
2018-19,1610612745,HOU,41800224,2019-05-06,GSW,HOU,GSW,1610612744,112,108,W,4,sf,4
2018-19,1610612745,HOU,41800225,2019-05-08,HOU,GSW,GSW,1610612744,99,104,L,-5,sf,5
2018-19,1610612745,HOU,41800226,2019-05-10,GSW,HOU,GSW,1610612744,113,118,L,-5,sf,6
2018-19,1610612754,IND,41800131,2019-04-14,IND,BOS,BOS,1610612738,74,84,L,-10,rnd1,1
