season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,available_flag,season_start,season_end,is_home,home,away
2024-25,1610612751,BKN,Brooklyn Nets,22401095,2025-03-31,BKN @ DAL,W,48.0,0.433,0.567,0.336,0.018,0.531,0.186,0.133,0.097,0.319,0.737,0.263,0.9,0.1,0.821,0.179,0,0,0,0,121,2392,67,2392,2170,60,436,1492,2071,2244,94,2367,767,1617,41,2418,1,2024,2025,False,DAL,BKN
2024-25,1610612764,WAS,Washington Wizards,22401092,2025-03-31,WAS vs. MIA,L,48.0,0.5,0.5,0.447,0.064,0.415,0.128,0.138,0.16,0.383,0.714,0.286,0.538,0.462,0.647,0.353,0,0,0,0,121,2103,323,1783,1082,614,1328,1368,1053,1782,133,2318,2420,39,1142,1307,1,2024,2025,True,WAS,MIA
2024-25,1610612760,OKC,Oklahoma City Thunder,22401094,2025-03-31,OKC vs. CHI,W,48.0,0.561,0.439,0.4,0.028,0.476,0.159,0.124,0.234,0.372,0.655,0.345,0.87,0.13,0.75,0.25,0,0,0,0,121,1484,973,2130,2000,230,808,1646,206,1880,386,2059,1041,1415,247,2181,1,2024,2025,True,OKC,CHI
2024-25,1610612742,DAL,Dallas Mavericks,22401095,2025-03-31,DAL vs. BKN,L,48.0,0.651,0.349,0.569,0.055,0.275,0.073,0.156,0.119,0.514,0.645,0.355,0.9,0.1,0.707,0.293,0,0,0,0,121,378,2079,470,1280,1994,2136,1025,1770,392,459,1985,767,1617,565,1881,1,2024,2025,True,DAL,BKN
2024-25,1610612762,UTA,Utah Jazz,22401089,2025-03-31,UTA @ CHA,L,48.0,0.458,0.542,0.472,0.038,0.396,0.198,0.132,0.226,0.434,0.56,0.44,0.786,0.214,0.641,0.359,0,0,0,0,121,2332,128,1516,1713,784,321,1508,251,1206,1064,1374,1648,759,1202,1234,1,2024,2025,False,CHA,UTA
2024-25,1610612747,LAL,Los Angeles Lakers,22401096,2025-03-31,LAL vs. HOU,W,48.0,0.483,0.517,0.365,0.019,0.462,0.096,0.173,0.096,0.346,0.368,0.632,0.938,0.063,0.629,0.371,0,0,0,0,121,2225,231,2309,2084,298,1862,722,2088,2073,2320,138,432,2002,1336,1112,1,2024,2025,True,LAL,HOU
2024-25,1610612748,MIA,Miami Heat,22401092,2025-03-31,MIA @ WAS,W,48.0,0.656,0.344,0.633,0.067,0.225,0.192,0.142,0.192,0.567,0.553,0.447,0.889,0.111,0.617,0.383,0,0,0,0,121,347,2114,132,996,2290,376,1293,602,126,1126,1334,867,1530,1456,994,1,2024,2025,False,WAS,MIA
2024-25,1610612738,BOS,Boston Celtics,22401093,2025-03-31,BOS @ MEM,W,48.0,0.354,0.646,0.308,0.034,0.538,0.111,0.154,0.154,0.274,0.611,0.389,0.905,0.095,0.769,0.231,0,0,0,0,121,2458,3,2436,1854,45,1610,1062,1133,2397,679,1772,764,1695,155,2300,1,2024,2025,False,MEM,BOS
2024-25,1610612753,ORL,Orlando Magic,22401091,2025-03-31,ORL vs. LAC,L,48.0,0.658,0.342,0.529,0.046,0.241,0.172,0.23,0.218,0.483,0.522,0.478,0.857,0.143,0.6,0.4,0,0,0,0,121,337,2120,852,1520,2212,615,139,319,675,1389,1056,1101,1278,1595,819,1,2024,2025,True,ORL,LAC
2024-25,1610612745,HOU,Houston Rockets,22401096,2025-03-31,HOU @ LAL,L,48.0,0.64,0.36,0.551,0.02,0.306,0.133,0.143,0.112,0.531,0.63,0.37,0.9,0.1,0.703,0.297,0,0,0,0,121,478,1982,628,2051,1709,1239,1252,1889,292,556,1891,767,1617,609,1843,1,2024,2025,False,LAL,HOU
