group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,team
Players,1629638,Nickeil Alexander-Walker,Nickeil,1610612740,NOP,21.0,6,3,3,0.5,1.4483333333333333,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0,6,0.0,0,0,0.0,316,284,117,177,421,340,350,340,224,312,224,297,301,297,273,346,365,285,254,235,181,253,95,319,365,141,406,193,21,406,NOP
Players,202324,Derrick Favors,Derrick,1610612740,NOP,28.0,21,8,13,0.381,65.74833333333333,9,13,0.692,0,1,0.0,5,8,0.625,10,15,25,2,0,1,2,0,7,6,23,-10,65.0,10,0,56.0,142,180,357,308,137,110,160,38,224,261,224,139,118,242,15,52,33,165,254,126,58,1,308,123,130,322,105,28,21,115,NOP
Players,1628366,Lonzo Ball,Lonzo,1610612740,NOP,22.0,31,9,22,0.29,105.48,10,30,0.333,5,17,0.294,4,8,0.5,3,14,17,11,1,1,1,1,8,5,29,-79,70.9,8,1,66.0,47,157,449,366,55,97,78,252,60,53,161,154,118,255,105,60,68,37,175,126,107,253,337,131,109,453,91,36,11,97,NOP
Players,1629740,Nicolo Melli,Nicolo,1610612740,NOP,29.0,12,6,6,0.5,25.506666666666668,3,6,0.5,1,3,0.333,0,0,0.0,2,2,4,3,0,2,0,0,1,3,7,11,22.3,0,0,19.0,232,210,208,177,251,200,226,96,162,191,127,297,301,297,144,246,230,128,254,75,181,1,95,184,238,107,214,193,21,226,NOP
Players,1627742,Brandon Ingram,Brandon,1610612740,NOP,22.0,32,8,24,0.25,114.67,22,66,0.333,6,24,0.25,21,29,0.724,3,19,22,8,9,0,4,2,23,21,71,-118,112.4,4,0,115.0,44,180,454,383,32,38,15,252,45,28,174,30,27,204,105,32,45,50,21,235,22,353,455,23,35,456,45,72,21,37,NOP
Players,202734,E'Twaun Moore,E'Twaun,1610612740,NOP,31.0,12,5,7,0.417,27.31,3,12,0.25,0,2,0.0,0,1,0.0,0,1,1,0,0,1,0,0,1,1,6,-18,10.2,0,0,9.0,232,231,232,277,243,200,171,309,224,219,224,297,280,297,273,286,312,285,254,126,181,1,95,262,251,375,289,193,21,290,NOP
Players,1629597,Zylan Cheatham,Zylan,1610612740,NOP,24.0,2,1,1,0.5,0.2633333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,0,0,0.0,383,358,28,177,446,340,394,340,224,312,224,297,301,297,273,346,365,285,254,235,181,1,1,319,365,207,406,193,21,406,NOP
Players,1628402,Frank Jackson,Frank,1610612740,NOP,22.0,11,5,6,0.455,27.481666666666666,4,8,0.5,2,3,0.667,2,2,1.0,3,3,6,0,1,0,0,0,1,2,12,12,18.2,0,0,20.0,245,231,208,240,241,184,210,96,125,191,18,208,231,1,105,218,189,285,175,235,181,1,95,220,199,104,243,193,21,221,NOP
Players,1629637,Jaxson Hayes,Jaxson,1610612740,NOP,20.0,13,4,9,0.308,24.62,1,3,0.333,0,0,0.0,2,5,0.4,3,3,6,0,0,2,1,1,4,3,4,-24,20.2,0,0,16.0,215,261,279,358,256,283,289,252,224,312,224,208,160,286,105,218,189,285,254,75,107,253,226,184,288,404,228,193,21,243,NOP
Players,200755,JJ Redick,JJ,1610612740,NOP,36.0,25,8,17,0.32,66.66333333333333,10,26,0.385,6,17,0.353,9,11,0.818,0,7,7,1,0,0,0,0,4,8,35,-34,44.9,0,0,49.0,105,180,410,353,135,97,93,221,45,53,123,88,91,141,273,145,172,218,254,235,181,1,226,93,89,425,147,193,21,134,NOP
Players,1629026,Kenrich Williams,Kenrich,1610612740,NOP,25.0,14,5,9,0.357,25.60333333333333,0,2,0.0,0,2,0.0,1,2,0.5,1,6,7,0,0,1,0,0,6,1,1,-11,12.4,0,0,10.0,211,231,279,326,250,340,313,340,224,219,224,255,231,255,187,158,172,285,254,126,181,1,287,262,355,328,273,193,21,284,NOP
Players,1629627,Zion Williamson,Zion,1610612740,NOP,19.0,9,2,7,0.222,21.395,5,8,0.625,0,0,0.0,3,6,0.5,1,3,4,0,2,1,0,2,3,3,13,-24,18.8,1,0,19.0,272,321,232,399,267,166,210,52,224,312,224,180,145,255,187,218,230,285,129,126,181,353,192,184,191,404,235,139,21,226,NOP
Players,1628404,Josh Hart,Josh,1610612740,NOP,25.0,34,8,26,0.235,77.89166666666667,6,19,0.316,4,16,0.25,5,7,0.714,3,15,18,3,3,1,1,0,18,5,21,-99,50.1,7,0,50.0,24,180,456,397,111,147,124,287,83,59,174,139,131,206,105,52,62,128,92,126,107,1,442,131,141,455,136,41,21,129,NOP
Players,201950,Jrue Holiday,Jrue,1610612740,NOP,30.0,33,10,23,0.303,113.08833333333334,16,47,0.34,4,15,0.267,14,25,0.56,2,7,9,16,6,7,5,4,10,17,50,-98,114.8,6,1,103.0,32,139,452,361,41,61,44,251,83,65,172,47,35,251,144,145,150,22,43,6,12,428,370,34,61,454,41,47,11,54,NOP
Players,1626143,Jahlil Okafor,Jahlil,1610612740,NOP,24.0,9,3,6,0.333,20.16333333333333,1,5,0.2,0,0,0.0,1,2,0.5,1,3,4,2,0,0,1,2,3,2,3,-18,13.8,2,0,11.0,272,284,208,331,271,283,246,318,224,312,224,255,231,255,187,218,230,165,254,235,107,353,192,220,306,375,269,103,21,278,NOP
