group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank,team
Players,203552,Seth Curry,Seth,1610612751,BKN,31.0,36,19,17,0.528,145.0,0.125,0.195,0.142,0.265,0.196,0.068,0.061,0.0,0.144,0.109,0.246,0.121,0.143,0.053,0.067,0.211,0.143,0.174,17,32,454,197,11,272,167,270,114,201,269,297,290,273,351,123,284,196,197,299,293,219,191,BKN
Players,201949,James Johnson,James,1610612751,BKN,35.0,18,10,8,0.556,69.0,0.113,0.122,0.12,0.083,0.125,0.109,0.121,0.188,0.226,0.217,0.321,0.091,0.4,0.2,0.0,0.244,0.118,0.115,193,156,282,178,142,307,279,306,228,248,227,226,167,163,178,91,256,54,124,1,343,250,304,BKN
Players,1628971,Bruce Brown,Bruce,1610612751,BKN,25.0,24,11,13,0.458,58.0,0.108,0.111,0.121,0.143,0.079,0.061,0.071,0.25,0.267,0.261,0.042,0.182,0.143,0.2,0.0,0.2,0.1,0.102,128,136,380,278,168,324,285,303,187,303,275,281,123,108,123,292,344,196,124,1,261,274,327,BKN
Players,201988,Patty Mills,Patty,1610612751,BKN,33.0,36,19,17,0.528,113.0,0.11,0.148,0.129,0.304,0.228,0.045,0.049,0.063,0.136,0.115,0.075,0.08,0.154,0.0,0.2,0.127,0.108,0.135,17,32,454,197,51,319,243,292,99,153,292,304,270,294,337,266,245,194,199,360,159,268,261,BKN
Players,1630560,Cam Thomas,Cam,1610612751,BKN,20.0,10,3,7,0.3,23.0,0.283,0.357,0.35,0.5,0.368,0.176,0.174,0.0,0.278,0.208,0.333,0.4,0.0,0.0,0.5,0.154,0.154,0.306,269,304,255,410,274,55,27,36,15,47,163,178,290,96,187,66,452,247,199,450,195,210,44,BKN
Players,1630549,Day'Ron Sharpe,Day'Ron,1610612751,BKN,20.0,5,1,4,0.2,5.0,0.1,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.333,0.0,0.0,0.333,0.0,0.143,343,375,177,429,393,337,3,149,252,333,305,316,290,13,13,307,1,73,199,1,415,344,240,BKN
Players,1629651,Nic Claxton,Nic,1610612751,BKN,23.0,15,8,7,0.533,45.0,0.117,0.194,0.132,0.0,0.0,0.095,0.179,0.5,0.207,0.302,0.067,0.0,0.167,0.333,1.0,0.3,0.16,0.159,214,200,255,195,196,300,168,288,252,333,238,170,30,189,85,274,1,176,83,486,396,205,204,BKN
Players,203925,Joe Harris,Joe,1610612751,BKN,30.0,5,4,1,0.8,12.0,0.111,0.167,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.143,0.0,0.118,343,275,38,45,326,310,203,340,252,333,305,316,290,380,406,307,467,247,199,1,171,344,297,BKN
Players,200746,LaMarcus Aldridge,LaMarcus,1610612751,BKN,36.0,16,10,6,0.625,56.0,0.183,0.205,0.189,0.0,0.0,0.275,0.26,0.529,0.184,0.273,0.125,0.0,0.2,0.667,0.167,0.24,0.222,0.215,207,156,239,98,173,160,147,168,252,333,91,98,29,220,109,216,1,152,27,345,341,138,126,BKN
Players,1630556,Kessler Edwards,Kessler,1610612751,BKN,21.0,11,3,8,0.273,36.0,0.093,0.05,0.108,0.0,0.161,0.056,0.087,0.111,0.208,0.182,0.0,0.0,0.25,0.667,0.0,0.263,0.059,0.045,254,304,282,415,222,350,349,337,252,216,281,258,234,183,231,307,1,125,27,1,363,327,374,BKN
