season,team_id,game_id,game_date,away_team,home_team,opponent,opponent_id,pf,opp_pf,wl,differential,round,game_no_in_series
2018-19,1610612744,41800141,2019-04-13,LAC,GSW,LAC,1610612746,121,104,W,17,rnd1,1
2018-19,1610612744,41800142,2019-04-15,LAC,GSW,LAC,1610612746,131,135,L,-4,rnd1,2
2018-19,1610612744,41800143,2019-04-18,GSW,LAC,LAC,1610612746,132,105,W,27,rnd1,3
2018-19,1610612744,41800144,2019-04-21,GSW,LAC,LAC,1610612746,113,105,W,8,rnd1,4
2018-19,1610612744,41800145,2019-04-24,LAC,GSW,LAC,1610612746,121,129,L,-8,rnd1,5
2018-19,1610612744,41800146,2019-04-26,GSW,LAC,LAC,1610612746,129,110,W,19,rnd1,6
2018-19,1610612744,41800221,2019-04-28,HOU,GSW,HOU,1610612745,104,100,W,4,sf,1
2018-19,1610612744,41800222,2019-04-30,HOU,GSW,HOU,1610612745,115,109,W,6,sf,2
2018-19,1610612744,41800223,2019-05-04,GSW,HOU,HOU,1610612745,121,126,L,-5,sf,3
2018-19,1610612744,41800224,2019-05-06,GSW,HOU,HOU,1610612745,108,112,L,-4,sf,4
2018-19,1610612744,41800225,2019-05-08,HOU,GSW,HOU,1610612745,104,99,W,5,sf,5
2018-19,1610612744,41800226,2019-05-10,GSW,HOU,HOU,1610612745,118,113,W,5,sf,6
2018-19,1610612744,41800311,2019-05-14,POR,GSW,POR,1610612757,116,94,W,22,conf,1
2018-19,1610612744,41800312,2019-05-16,POR,GSW,POR,1610612757,114,111,W,3,conf,2
2018-19,1610612744,41800313,2019-05-18,GSW,POR,POR,1610612757,110,99,W,11,conf,3
2018-19,1610612744,41800314,2019-05-20,GSW,POR,POR,1610612757,119,117,W,2,conf,4
2018-19,1610612744,41800401,2019-05-30,GSW,TOR,TOR,1610612761,109,118,L,-9,finals,1
2018-19,1610612744,41800402,2019-06-02,GSW,TOR,TOR,1610612761,109,104,W,5,finals,2
2018-19,1610612744,41800403,2019-06-05,TOR,GSW,TOR,1610612761,109,123,L,-14,finals,3
2018-19,1610612744,41800404,2019-06-07,TOR,GSW,TOR,1610612761,92,105,L,-13,finals,4
2018-19,1610612744,41800405,2019-06-10,GSW,TOR,TOR,1610612761,106,105,W,1,finals,5
2018-19,1610612744,41800406,2019-06-13,TOR,GSW,TOR,1610612761,110,114,L,-4,finals,6
