season,team_id,team,team_name,game_id,game_date,matchup,wl,min,efg_pct,fta_rate,tm_tov_pct,oreb_pct,opp_efg_pct,opp_fta_rate,opp_tov_pct,opp_oreb_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,efg_pct_rank,fta_rate_rank,tm_tov_pct_rank,oreb_pct_rank,opp_efg_pct_rank,opp_fta_rate_rank,opp_tov_pct_rank,opp_oreb_pct_rank,available_flag,season_start,season_end,is_home,home,away
2021-22,1610612763,MEM,Memphis Grizzlies,22100315,2021-11-30,MEM @ TOR,W,48.0,0.441,0.204,0.172,0.373,0.451,0.132,0.182,0.291,0,0,0,0,117,2271,1684,2016,201,253,172,277,1476,1,2021,2022,False,TOR,MEM
2021-22,1610612761,TOR,Toronto Raptors,22100315,2021-11-30,TOR vs. MEM,L,48.0,0.451,0.132,0.182,0.291,0.441,0.204,0.172,0.373,0,0,0,0,117,2207,2284,2171,977,189,771,428,2256,1,2021,2022,True,TOR,MEM
2021-22,1610612744,GSW,Golden State Warriors,22100316,2021-11-30,GSW @ PHX,L,48.0,0.5,0.163,0.24,0.392,0.563,0.126,0.135,0.213,0,0,0,0,117,1621,2101,2446,123,1671,150,1247,525,1,2021,2022,False,PHX,GSW
2021-22,1610612752,NYK,New York Knicks,22100314,2021-11-30,NYK @ BKN,L,48.0,0.544,0.132,0.117,0.34,0.529,0.294,0.098,0.283,0,0,0,0,117,1034,2284,706,420,1215,1756,2141,1376,1,2021,2022,False,BKN,NYK
2021-22,1610612765,DET,Detroit Pistons,22100317,2021-11-30,DET @ POR,L,48.0,0.441,0.395,0.192,0.245,0.5,0.188,0.111,0.298,0,0,0,0,117,2273,134,2265,1555,755,582,1888,1578,1,2021,2022,False,POR,DET
2021-22,1610612756,PHX,Phoenix Suns,22100316,2021-11-30,PHX vs. GSW,W,48.0,0.563,0.126,0.135,0.213,0.5,0.163,0.24,0.392,0,0,0,0,117,784,2309,1191,1925,755,359,14,2338,1,2021,2022,True,PHX,GSW
2021-22,1610612757,POR,Portland Trail Blazers,22100317,2021-11-30,POR vs. DET,W,48.0,0.5,0.188,0.111,0.298,0.441,0.395,0.192,0.245,0,0,0,0,117,1621,1874,545,874,188,2324,189,889,1,2021,2022,True,POR,DET
2021-22,1610612751,BKN,Brooklyn Nets,22100314,2021-11-30,BKN vs. NYK,W,48.0,0.529,0.294,0.098,0.283,0.544,0.132,0.117,0.34,0,0,0,0,117,1236,701,315,1073,1423,172,1743,2029,1,2021,2022,True,BKN,NYK
2021-22,1610612758,SAC,Sacramento Kings,22100318,2021-11-30,SAC vs. LAL,L,48.0,0.481,0.278,0.204,0.224,0.56,0.217,0.155,0.34,0,0,0,0,117,1907,854,2352,1807,1628,927,765,2019,1,2021,2022,True,SAC,LAL
2021-22,1610612747,LAL,Los Angeles Lakers,22100318,2021-11-30,LAL @ SAC,W,48.0,0.56,0.217,0.155,0.34,0.481,0.278,0.204,0.224,0,0,0,0,117,829,1527,1679,433,552,1603,106,641,1,2021,2022,False,SAC,LAL
2021-22,1610612764,WAS,Washington Wizards,22100311,2021-11-29,WAS @ SAS,L,48.0,0.495,0.141,0.077,0.302,0.576,0.174,0.111,0.383,0,0,0,0,117,1719,2236,89,820,1836,454,1888,2303,1,2021,2022,False,SAS,WAS
2021-22,1610612757,POR,Portland Trail Blazers,22100312,2021-11-29,POR @ UTA,L,48.0,0.522,0.187,0.095,0.255,0.635,0.258,0.053,0.262,0,0,0,0,117,1348,1880,264,1441,2292,1386,2449,1111,1,2021,2022,False,UTA,POR
2021-22,1610612748,MIA,Miami Heat,22100306,2021-11-29,MIA vs. DEN,L,48.0,0.555,0.165,0.097,0.314,0.703,0.284,0.141,0.147,0,0,0,0,117,884,2081,297,695,2439,1655,1103,86,1,2021,2022,True,MIA,DEN
2021-22,1610612759,SAS,San Antonio Spurs,22100311,2021-11-29,SAS vs. WAS,W,48.0,0.576,0.174,0.111,0.383,0.495,0.141,0.077,0.302,0,0,0,0,117,623,2003,545,155,737,221,2368,1621,1,2021,2022,True,SAS,WAS
2021-22,1610612766,CHA,Charlotte Hornets,22100307,2021-11-29,CHA @ CHI,L,48.0,0.58,0.239,0.091,0.196,0.674,0.213,0.11,0.237,0,0,0,0,117,581,1285,213,2098,2416,885,1917,800,1,2021,2022,False,CHI,CHA
2021-22,1610612750,MIN,Minnesota Timberwolves,22100309,2021-11-29,MIN vs. IND,W,48.0,0.494,0.317,0.14,0.204,0.445,0.231,0.14,0.281,0,0,0,0,117,1767,537,1323,2018,220,1079,1113,1357,1,2021,2022,True,MIN,IND
2021-22,1610612762,UTA,Utah Jazz,22100312,2021-11-29,UTA vs. POR,W,48.0,0.635,0.258,0.053,0.262,0.522,0.187,0.095,0.255,0,0,0,0,117,168,1068,11,1339,1107,571,2187,1006,1,2021,2022,True,UTA,POR
2021-22,1610612746,LAC,LA Clippers,22100313,2021-11-29,LAC vs. NOP,L,48.0,0.611,0.292,0.161,0.132,0.585,0.17,0.087,0.354,0,0,0,0,117,314,722,1829,2416,1927,417,2294,2137,1,2021,2022,True,LAC,NOP
2021-22,1610612741,CHI,Chicago Bulls,22100307,2021-11-29,CHI vs. CHA,W,48.0,0.674,0.213,0.11,0.237,0.58,0.239,0.091,0.196,0,0,0,0,117,45,1568,532,1659,1874,1166,2236,355,1,2021,2022,True,CHI,CHA
2021-22,1610612742,DAL,Dallas Mavericks,22100310,2021-11-29,DAL vs. CLE,L,48.0,0.506,0.169,0.1,0.17,0.625,0.225,0.202,0.222,0,0,0,0,117,1584,2047,342,2279,2229,1021,116,608,1,2021,2022,True,DAL,CLE
2021-22,1610612753,ORL,Orlando Magic,22100305,2021-11-29,ORL @ PHI,L,48.0,0.456,0.2,0.117,0.185,0.454,0.186,0.108,0.242,0,0,0,0,117,2162,1717,689,2176,274,558,1950,863,1,2021,2022,False,PHI,ORL
2021-22,1610612740,NOP,New Orleans Pelicans,22100313,2021-11-29,NOP @ LAC,W,48.0,0.585,0.17,0.087,0.354,0.611,0.292,0.161,0.132,0,0,0,0,117,533,2041,164,319,2143,1738,627,45,1,2021,2022,False,LAC,NOP
2021-22,1610612739,CLE,Cleveland Cavaliers,22100310,2021-11-29,CLE @ DAL,W,48.0,0.625,0.225,0.202,0.222,0.506,0.169,0.1,0.17,0,0,0,0,117,223,1437,2339,1823,873,412,2097,178,1,2021,2022,False,DAL,CLE
2021-22,1610612754,IND,Indiana Pacers,22100309,2021-11-29,IND @ MIN,L,48.0,0.445,0.231,0.14,0.281,0.494,0.317,0.14,0.204,0,0,0,0,117,2241,1370,1323,1093,692,1917,1113,429,1,2021,2022,False,MIN,IND
2021-22,1610612755,PHI,Philadelphia 76ers,22100305,2021-11-29,PHI vs. ORL,W,48.0,0.454,0.186,0.108,0.242,0.456,0.2,0.117,0.185,0,0,0,0,117,2184,1902,499,1597,297,721,1756,279,1,2021,2022,True,PHI,ORL
2021-22,1610612743,DEN,Denver Nuggets,22100306,2021-11-29,DEN @ MIA,W,48.0,0.703,0.284,0.141,0.147,0.555,0.165,0.097,0.314,0,0,0,0,117,22,806,1352,2375,1574,375,2154,1756,1,2021,2022,False,MIA,DEN
2021-22,1610612760,OKC,Oklahoma City Thunder,22100308,2021-11-29,OKC @ HOU,L,48.0,0.397,0.299,0.126,0.133,0.495,0.115,0.137,0.241,0,0,0,0,117,2432,667,933,2412,748,104,1205,855,1,2021,2022,False,HOU,OKC
2021-22,1610612745,HOU,Houston Rockets,22100308,2021-11-29,HOU vs. OKC,W,48.0,0.495,0.115,0.137,0.241,0.397,0.299,0.126,0.133,0,0,0,0,117,1712,2356,1243,1599,29,1787,1510,47,1,2021,2022,True,HOU,OKC
2021-22,1610612763,MEM,Memphis Grizzlies,22100303,2021-11-28,MEM vs. SAC,W,48.0,0.543,0.192,0.093,0.309,0.387,0.381,0.075,0.239,0,0,0,0,117,1044,1811,249,749,20,2286,2375,833,1,2021,2022,True,MEM,SAC
2021-22,1610612746,LAC,LA Clippers,22100300,2021-11-28,LAC vs. GSW,L,48.0,0.456,0.313,0.25,0.34,0.541,0.256,0.17,0.294,0,0,0,0,117,2156,577,2455,433,1374,1354,458,1518,1,2021,2022,True,LAC,GSW
2021-22,1610612761,TOR,Toronto Raptors,22100302,2021-11-28,TOR vs. BOS,L,48.0,0.446,0.172,0.113,0.25,0.488,0.378,0.184,0.38,0,0,0,0,117,2236,2017,600,1471,628,2270,260,2290,1,2021,2022,True,TOR,BOS
2021-22,1610612744,GSW,Golden State Warriors,22100300,2021-11-28,GSW @ LAC,W,48.0,0.541,0.256,0.17,0.294,0.456,0.313,0.25,0.34,0,0,0,0,117,1080,1097,1985,928,303,1879,6,2019,1,2021,2022,False,LAC,GSW
2021-22,1610612747,LAL,Los Angeles Lakers,22100304,2021-11-28,LAL vs. DET,W,48.0,0.552,0.291,0.117,0.143,0.5,0.213,0.163,0.275,0,0,0,0,117,914,728,689,2385,755,885,564,1277,1,2021,2022,True,LAL,DET
2021-22,1610612738,BOS,Boston Celtics,22100302,2021-11-28,BOS @ TOR,W,48.0,0.488,0.378,0.184,0.38,0.446,0.172,0.113,0.25,0,0,0,0,117,1832,189,2192,165,225,436,1835,920,1,2021,2022,False,TOR,BOS
2021-22,1610612754,IND,Indiana Pacers,22100301,2021-11-28,IND vs. MIL,L,48.0,0.478,0.174,0.13,0.25,0.556,0.244,0.14,0.298,0,0,0,0,117,1932,2003,1032,1471,1578,1228,1113,1565,1,2021,2022,True,IND,MIL
2021-22,1610612758,SAC,Sacramento Kings,22100303,2021-11-28,SAC @ MEM,L,48.0,0.387,0.381,0.075,0.239,0.543,0.192,0.093,0.309,0,0,0,0,117,2441,175,85,1628,1416,648,2211,1704,1,2021,2022,False,MEM,SAC
2021-22,1610612765,DET,Detroit Pistons,22100304,2021-11-28,DET @ LAL,L,48.0,0.5,0.213,0.163,0.275,0.552,0.291,0.117,0.143,0,0,0,0,117,1621,1568,1887,1169,1539,1722,1756,68,1,2021,2022,False,LAL,DET
2021-22,1610612749,MIL,Milwaukee Bucks,22100301,2021-11-28,MIL @ IND,W,48.0,0.556,0.244,0.14,0.298,0.478,0.174,0.13,0.25,0,0,0,0,117,877,1227,1323,884,528,454,1408,920,1,2021,2022,False,IND,MIL
2021-22,1610612742,DAL,Dallas Mavericks,22100298,2021-11-27,DAL vs. WAS,L,48.0,0.551,0.247,0.072,0.24,0.635,0.333,0.158,0.25,0,0,0,0,117,934,1200,63,1618,2291,2017,707,920,1,2021,2022,True,DAL,WAS
2021-22,1610612753,ORL,Orlando Magic,22100295,2021-11-27,ORL @ CLE,L,48.0,0.443,0.261,0.094,0.214,0.533,0.133,0.133,0.255,0,0,0,0,117,2252,1039,251,1911,1271,181,1331,1006,1,2021,2022,False,CLE,ORL
2021-22,1610612752,NYK,New York Knicks,22100293,2021-11-27,NYK @ ATL,W,48.0,0.506,0.268,0.106,0.204,0.403,0.215,0.076,0.279,0,0,0,0,117,1558,954,464,2018,43,897,2373,1330,1,2021,2022,False,ATL,NYK
2021-22,1610612740,NOP,New Orleans Pelicans,22100299,2021-11-27,NOP @ UTA,L,48.0,0.473,0.226,0.15,0.316,0.688,0.275,0.178,0.205,0,0,0,0,117,1989,1428,1565,678,2427,1570,332,461,1,2021,2022,False,UTA,NOP
2021-22,1610612748,MIA,Miami Heat,22100296,2021-11-27,MIA @ CHI,W,48.0,0.512,0.256,0.102,0.22,0.537,0.259,0.237,0.341,0,0,0,0,117,1496,1097,383,1857,1325,1399,17,2042,1,2021,2022,False,CHI,MIA
2021-22,1610612739,CLE,Cleveland Cavaliers,22100295,2021-11-27,CLE vs. ORL,W,48.0,0.533,0.133,0.133,0.255,0.443,0.261,0.094,0.214,0,0,0,0,117,1185,2276,1108,1441,204,1416,2205,538,1,2021,2022,True,CLE,ORL
2021-22,1610612756,PHX,Phoenix Suns,22100294,2021-11-27,PHX @ BKN,W,48.0,0.516,0.228,0.126,0.283,0.542,0.25,0.198,0.273,0,0,0,0,117,1438,1400,933,1060,1392,1272,144,1246,1,2021,2022,False,BKN,PHX
2021-22,1610612762,UTA,Utah Jazz,22100299,2021-11-27,UTA vs. NOP,W,48.0,0.688,0.275,0.178,0.205,0.473,0.226,0.15,0.316,0,0,0,0,117,33,888,2121,1995,470,1028,869,1774,1,2021,2022,True,UTA,NOP
2021-22,1610612745,HOU,Houston Rockets,22100297,2021-11-27,HOU vs. CHA,W,53.0,0.658,0.326,0.138,0.354,0.563,0.291,0.1,0.357,0,0,0,0,15,80,464,1257,319,1669,1737,2097,2152,1,2021,2022,True,HOU,CHA
2021-22,1610612751,BKN,Brooklyn Nets,22100294,2021-11-27,BKN vs. PHX,L,48.0,0.542,0.25,0.198,0.273,0.516,0.228,0.126,0.283,0,0,0,0,117,1065,1155,2313,1189,1021,1055,1510,1389,1,2021,2022,True,BKN,PHX
2021-22,1610612766,CHA,Charlotte Hornets,22100297,2021-11-27,CHA @ HOU,L,53.0,0.563,0.291,0.1,0.357,0.658,0.326,0.138,0.354,0,0,0,0,15,792,724,342,299,2380,1996,1202,2137,1,2021,2022,False,HOU,CHA
2021-22,1610612737,ATL,Atlanta Hawks,22100293,2021-11-27,ATL vs. NYK,L,48.0,0.403,0.215,0.076,0.279,0.506,0.268,0.106,0.204,0,0,0,0,117,2417,1563,87,1125,897,1501,1981,429,1,2021,2022,True,ATL,NYK
