season,team_id,team,sos_v0
2018-19,1610612737,ATL,0.07138607971445572
2018-19,1610612738,BOS,-0.16939321832242712
2018-19,1610612739,CLE,-0.06766805472932774
2018-19,1610612740,NOP,-0.08551457465794167
2018-19,1610612741,CHI,0.1983938132064247
2018-19,1610612742,DAL,0.3426531826293873
2018-19,1610612743,DEN,0.2804878048780488
2018-19,1610612744,GSW,-0.3011600237953599
2018-19,1610612745,HOU,-0.2229327781082689
2018-19,1610612746,LAC,-0.06513979773944073
2018-19,1610612747,LAL,0.2642772159428912
2018-19,1610612748,MIA,-0.101279000594884
2018-19,1610612749,MIL,-0.16775728732897083
2018-19,1610612750,MIN,0.0742117787031529
2018-19,1610612751,BKN,0.15719809637120763
2018-19,1610612752,NYK,0.10350981558596074
2018-19,1610612753,ORL,0.09354550862581798
2018-19,1610612754,IND,-0.26100535395597857
2018-19,1610612755,PHI,-0.3758179654967281
2018-19,1610612756,PHX,0.5059488399762047
2018-19,1610612757,POR,0.08908387864366449
2018-19,1610612758,SAC,0.42861392028554435
2018-19,1610612759,SAS,-0.08715050565139794
2018-19,1610612760,OKC,-0.04446757882212962
2018-19,1610612761,TOR,-0.46683521713265913
2018-19,1610612762,UTA,-0.19883997620464006
2018-19,1610612763,MEM,0.5118976799524093
2018-19,1610612764,WAS,-0.25728732897085066
2018-19,1610612765,DET,-0.11838191552647233
2018-19,1610612766,CHA,-0.13057703747769184
