player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,def_rating,dreb,dreb_pct,pct_dreb,stl,pct_stl,blk,pct_blk,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,def_ws,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,def_rating_rank,dreb_rank,dreb_pct_rank,pct_dreb_rank,stl_rank,pct_stl_rank,blk_rank,pct_blk_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,def_ws_rank,team
1627747,Caris LeVert,Caris,1610612751,BKN,25.0,45,21,24,0.467,29.6,109.5,3.1,0.096,0.139,1.2,0.293,0.2,0.091,10.2,7.8,8.1,29.0,0.082,284,235,299,273,96,320,189,393,400,47,52,312,368,443,431,424,435,121,BKN
1629185,Chris Chiozza,Chris,1610612751,BKN,24.0,28,14,14,0.5,14.3,98.5,1.6,0.102,0.151,0.8,0.288,0.1,0.091,4.3,3.3,2.5,11.1,0.088,371,339,168,217,357,37,383,365,364,185,59,387,368,121,130,92,125,102,BKN
201599,DeAndre Jordan,DeAndre,1610612751,BKN,31.0,56,27,29,0.482,22.0,105.8,7.5,0.293,0.414,0.3,0.118,0.9,0.5,8.6,6.1,5.7,19.4,0.086,206,181,365,251,215,168,16,12,10,403,442,48,40,356,321,296,274,112,BKN
1629743,Donta Hall,Donta,1610612751,BKN,22.0,9,4,5,0.444,14.8,114.5,2.7,0.197,0.273,0.3,0.143,0.7,0.6,5.2,3.6,4.4,13.8,0.019,461,450,71,297,345,477,244,81,93,391,402,86,17,174,142,212,170,475,BKN
1629058,Dzanan Musa,Dzanan,1610612751,BKN,21.0,40,20,20,0.5,12.2,105.1,1.6,0.117,0.178,0.4,0.211,0.0,0.02,5.0,3.6,4.0,10.7,0.051,310,250,242,217,392,144,375,307,292,368,201,476,475,160,147,183,113,306,BKN
202066,Garrett Temple,Garrett,1610612751,BKN,34.0,62,30,32,0.484,27.9,106.9,3.0,0.096,0.139,0.8,0.225,0.5,0.18,10.2,7.7,7.2,25.9,0.098,123,152,397,247,129,204,195,394,398,166,168,155,224,439,421,382,374,72,BKN
1627740,Henry Ellenson,Henry,1610612751,BKN,23.0,5,2,3,0.4,3.0,54.3,0.8,0.19,0.25,0.0,0.0,0.0,0.0,0.6,0.6,0.8,2.4,0.063,487,480,37,339,524,2,472,93,126,500,500,480,480,9,9,21,9,224,BKN
202697,Iman Shumpert,Iman,1610612751,BKN,30.0,13,9,4,0.692,18.5,106.2,1.9,0.092,0.147,0.9,0.375,0.2,0.087,8.6,6.6,6.0,14.0,0.068,431,386,55,67,274,179,328,411,374,109,19,378,385,359,356,307,176,184,BKN
2037,Jamal Crawford,Jamal,1610612751,BKN,40.0,1,1,0,1.0,6.0,106.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.025,524,501,1,1,488,191,522,522,522,500,500,480,480,1,1,61,21,451,BKN
1628386,Jarrett Allen,Jarrett,1610612751,BKN,22.0,70,33,37,0.471,26.5,109.6,6.5,0.226,0.33,0.6,0.165,1.3,0.511,8.3,7.0,7.2,26.3,0.071,29,125,452,266,150,325,24,38,42,255,324,21,36,342,378,380,386,171,BKN
1629725,Jeremiah Martin,Jeremiah,1610612751,BKN,24.0,9,6,3,0.667,11.0,115.8,1.0,0.089,0.132,0.8,0.636,0.2,0.222,3.7,3.2,3.3,11.8,0.01,461,425,37,78,414,494,450,422,416,170,6,312,169,96,125,144,137,498,BKN
203925,Joe Harris,Joe,1610612751,BKN,28.0,69,33,36,0.478,30.8,109.9,3.4,0.102,0.145,0.6,0.147,0.2,0.085,9.5,7.6,8.8,31.4,0.08,37,125,437,255,76,341,166,361,383,246,390,288,388,404,419,461,469,127,BKN
1626147,Justin Anderson,Justin,1610612751,BKN,26.0,10,6,4,0.6,10.7,106.8,2.0,0.167,0.227,0.0,0.0,0.6,0.545,3.6,3.2,3.0,10.2,0.039,449,425,55,153,422,198,312,138,171,500,500,102,30,90,122,118,106,374,BKN
202681,Kyrie Irving,Kyrie,1610612751,BKN,28.0,20,8,12,0.4,32.9,113.1,4.1,0.12,0.172,1.4,0.267,0.5,0.133,11.9,7.6,8.3,37.7,0.056,401,398,141,339,43,437,101,291,305,31,90,134,297,495,417,437,525,265,BKN
202498,Lance Thomas,Lance,1610612751,BKN,32.0,7,4,3,0.571,14.0,133.5,1.6,0.141,0.183,0.0,0.0,0.0,0.0,3.9,2.4,5.3,16.0,-0.061,474,450,37,188,362,525,383,216,275,500,500,480,480,102,84,265,210,529,BKN
1629651,Nic Claxton,Nic,1610612751,BKN,21.0,15,5,10,0.333,12.5,109.7,1.7,0.112,0.188,0.1,0.038,0.5,0.364,6.0,4.8,5.1,13.1,0.035,424,440,119,396,387,333,373,322,265,495,498,126,93,212,233,252,157,405,BKN
1629066,Rodions Kurucs,Rodions,1610612751,BKN,22.0,47,18,29,0.383,14.5,104.2,2.4,0.141,0.21,0.5,0.248,0.1,0.089,5.8,4.4,3.2,13.1,0.065,273,282,365,361,350,110,272,214,210,279,120,423,381,206,204,135,158,203,BKN
203915,Spencer Dinwiddie,Spencer,1610612751,BKN,27.0,64,30,34,0.469,31.2,109.4,3.0,0.085,0.123,0.6,0.17,0.3,0.115,10.3,8.3,8.8,30.4,0.086,100,152,420,271,68,313,207,431,435,235,307,228,327,449,458,462,454,109,BKN
1627752,Taurean Prince,Taurean,1610612751,BKN,26.0,64,30,34,0.469,29.0,108.4,5.2,0.162,0.234,0.9,0.234,0.4,0.146,9.1,7.4,7.6,29.2,0.089,100,152,420,271,107,264,54,153,154,119,147,196,269,381,404,401,436,96,BKN
1627789,Timothe Luwawu-Cabarrot,Timothe,1610612751,BKN,25.0,47,20,27,0.426,18.1,104.8,2.1,0.099,0.147,0.4,0.15,0.1,0.097,6.6,5.5,4.1,15.7,0.077,273,250,339,325,286,136,307,382,376,362,382,383,355,252,281,189,200,143,BKN
204020,Tyler Johnson,Tyler,1610612751,BKN,28.0,39,16,23,0.41,18.2,109.4,1.5,0.076,0.113,0.4,0.155,0.2,0.136,6.0,5.2,5.1,17.9,0.052,316,304,282,336,285,315,403,456,453,344,354,301,288,211,267,248,248,298,BKN
201163,Wilson Chandler,Wilson,1610612751,BKN,33.0,35,16,19,0.457,21.0,108.2,3.8,0.164,0.231,0.5,0.167,0.3,0.179,8.6,5.6,6.2,19.0,0.067,339,304,226,281,232,256,119,146,162,319,313,220,226,358,288,318,267,195,BKN
