player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,team
1627747,Caris LeVert,Caris,1610612751,BKN,25.0,45,21,24,0.467,29.6,108.3,109.8,109.8,108.6,109.5,109.5,-0.3,0.2,0.2,0.242,1.69,17.6,0.034,0.096,0.065,10.4,10.4,0.48,0.514,0.284,0.293,103.73,102.65,85.54,102.65,0.111,2839,311,732,6.9,16.3,0.425,284,235,299,273,96,221,180,180,286,320,320,246,231,231,63,213,194,233,393,347,263,261,379,366,24,23,197,255,255,123,91,78,47,29,327,BKN
1629185,Chris Chiozza,Chris,1610612751,BKN,24.0,28,14,14,0.5,14.3,107.8,107.8,107.8,97.3,98.5,98.5,10.5,9.3,9.3,0.295,2.59,32.3,0.02,0.102,0.059,12.5,12.4,0.489,0.499,0.175,0.18,105.93,105.29,87.74,105.29,0.095,884,55,140,2.0,5.0,0.393,371,339,168,217,357,252,261,261,24,37,37,36,42,42,40,62,21,380,365,384,407,408,348,411,245,252,85,102,102,202,363,357,343,306,422,BKN
201599,DeAndre Jordan,DeAndre,1610612751,BKN,31.0,56,27,29,0.482,22.0,102.6,104.0,104.0,104.4,105.8,105.8,-1.8,-1.8,-1.8,0.132,1.42,20.3,0.105,0.293,0.202,14.3,14.2,0.666,0.682,0.136,0.14,104.26,102.91,85.76,102.91,0.168,2650,191,287,3.4,5.1,0.666,206,181,365,251,215,417,381,381,119,168,168,286,292,292,205,282,140,39,12,11,462,464,24,23,422,420,165,246,246,14,190,257,198,302,20,BKN
1629743,Donta Hall,Donta,1610612751,BKN,22.0,9,4,5,0.444,14.8,101.1,102.5,102.5,115.3,114.5,114.5,-14.2,-12.0,-12.0,0.048,0.8,10.3,0.093,0.197,0.139,12.8,12.8,0.682,0.652,0.109,0.112,101.83,101.48,84.57,101.48,0.071,281,15,22,1.7,2.4,0.682,461,450,71,297,345,446,418,418,485,477,477,492,486,486,489,455,442,61,81,75,423,422,15,38,491,492,315,344,344,350,436,461,375,451,12,BKN
1629058,Dzanan Musa,Dzanan,1610612751,BKN,21.0,40,20,20,0.5,12.2,102.3,102.5,102.5,105.4,105.1,105.1,-3.1,-2.5,-2.5,0.131,1.19,15.5,0.039,0.117,0.079,13.0,13.0,0.427,0.484,0.193,0.199,104.99,105.02,87.52,105.02,0.074,1068,64,172,1.6,4.3,0.372,310,250,242,217,392,424,417,417,158,144,144,329,314,314,207,349,255,202,307,274,426,426,457,432,180,180,124,117,117,335,350,335,383,353,446,BKN
202066,Garrett Temple,Garrett,1610612751,BKN,34.0,62,30,32,0.484,27.9,103.8,105.6,105.6,105.9,106.9,106.9,-2.1,-1.4,-1.4,0.132,2.52,18.6,0.015,0.096,0.056,7.4,7.4,0.486,0.513,0.162,0.166,104.19,102.83,85.69,102.83,0.078,3710,222,587,3.6,9.5,0.378,123,152,397,247,129,388,342,342,187,204,204,298,279,279,204,72,171,435,394,405,89,88,362,369,311,312,169,252,252,304,160,119,180,138,438,BKN
1627740,Henry Ellenson,Henry,1610612751,BKN,23.0,5,2,3,0.4,3.0,91.6,81.6,81.6,55.0,54.3,54.3,36.6,27.3,27.3,0.125,0.0,12.5,0.111,0.19,0.154,0.0,0.0,0.143,0.143,0.159,0.176,108.53,115.9,96.58,115.9,0.041,38,1,7,0.2,1.4,0.143,487,480,37,339,524,509,523,523,2,2,2,4,7,7,219,506,369,25,93,47,1,1,521,523,322,268,21,7,7,475,514,503,521,502,521,BKN
202697,Iman Shumpert,Iman,1610612751,BKN,30.0,13,9,4,0.692,18.5,96.5,97.2,97.2,104.1,106.2,106.2,-7.5,-9.0,-9.0,0.078,1.2,13.5,0.035,0.092,0.064,11.2,11.2,0.391,0.403,0.134,0.139,101.17,99.83,83.19,99.83,0.039,497,21,64,1.6,4.9,0.328,431,386,55,67,274,489,480,480,109,179,179,430,456,456,372,347,330,226,411,358,325,325,479,488,434,428,362,442,442,477,425,409,381,311,488,BKN
2037,Jamal Crawford,Jamal,1610612751,BKN,40.0,1,1,0,1.0,6.0,142.9,133.3,133.3,116.3,106.7,106.7,26.6,26.7,26.7,0.5,0.0,42.9,0.0,0.0,0.0,0.0,0.0,0.625,0.625,0.235,0.25,111.66,120.67,100.56,120.67,0.122,15,2,4,2.0,4.0,0.5,524,501,1,1,488,4,4,4,494,191,191,9,8,8,1,506,1,504,522,524,1,1,41,61,80,67,7,2,2,93,507,512,337,368,105,BKN
1628386,Jarrett Allen,Jarrett,1610612751,BKN,22.0,70,33,37,0.471,26.5,108.7,110.6,110.6,108.3,109.6,109.6,0.4,0.9,0.9,0.086,1.43,14.3,0.108,0.226,0.167,10.0,10.0,0.649,0.664,0.148,0.15,103.02,101.55,84.63,101.55,0.139,3922,302,465,4.3,6.6,0.649,29,125,452,266,150,207,143,143,272,325,325,229,206,206,342,280,288,35,38,33,233,233,28,32,376,386,243,333,333,49,96,165,142,223,22,BKN
1629725,Jeremiah Martin,Jeremiah,1610612751,BKN,24.0,9,6,3,0.667,11.0,104.9,107.4,107.4,114.2,115.8,115.8,-9.3,-8.4,-8.4,0.3,4.5,22.2,0.01,0.089,0.049,4.9,4.9,0.5,0.541,0.268,0.271,106.4,104.38,86.98,104.38,0.133,216,24,53,2.7,5.9,0.453,461,425,37,78,414,357,280,280,467,494,494,451,448,448,36,6,120,484,422,446,27,27,311,296,34,37,68,154,154,55,413,418,266,258,221,BKN
203925,Joe Harris,Joe,1610612751,BKN,28.0,69,33,36,0.478,30.8,108.7,110.8,110.8,108.6,109.9,109.9,0.1,0.9,0.9,0.1,1.38,13.5,0.028,0.102,0.065,9.7,9.7,0.596,0.606,0.179,0.182,103.82,102.23,85.19,102.23,0.088,4543,381,784,5.5,11.4,0.486,37,125,437,255,76,206,135,135,284,341,341,237,209,209,294,296,333,284,361,350,210,213,69,99,231,239,194,281,281,246,55,61,86,100,136,BKN
1626147,Justin Anderson,Justin,1610612751,BKN,26.0,10,6,4,0.6,10.7,105.5,106.8,106.8,106.8,106.8,106.8,-1.4,-0.1,-0.1,0.099,2.0,15.7,0.008,0.167,0.088,7.8,7.7,0.342,0.352,0.162,0.167,105.97,105.32,87.76,105.32,0.028,237,10,38,1.0,3.8,0.263,449,425,55,153,422,341,304,304,215,198,198,270,242,242,296,152,246,489,138,227,108,103,498,507,312,308,82,101,101,499,455,435,448,376,509,BKN
202681,Kyrie Irving,Kyrie,1610612751,BKN,28.0,20,8,12,0.4,32.9,111.3,112.7,112.7,111.8,113.1,113.1,-0.5,-0.4,-0.4,0.331,2.46,20.0,0.032,0.12,0.075,8.1,8.1,0.546,0.595,0.318,0.324,105.61,104.28,86.9,104.28,0.164,1429,199,416,10.0,20.8,0.478,401,398,141,339,43,99,73,73,414,437,437,252,250,250,25,81,141,250,291,292,117,117,172,124,9,10,97,163,163,17,179,185,4,5,147,BKN
202498,Lance Thomas,Lance,1610612751,BKN,32.0,7,4,3,0.571,14.0,107.5,109.3,109.3,135.1,133.5,133.5,-27.6,-24.2,-24.2,0.078,1.0,16.7,0.019,0.141,0.07,16.7,16.3,0.435,0.485,0.13,0.134,101.82,101.64,84.7,101.64,0.02,205,8,23,1.1,3.3,0.348,474,450,37,188,362,263,206,206,523,525,525,515,516,516,372,392,212,392,216,314,499,501,451,430,452,451,316,328,328,507,461,460,436,403,475,BKN
1629651,Nic Claxton,Nic,1610612751,BKN,21.0,15,5,10,0.333,12.5,94.7,94.1,94.1,111.5,109.7,109.7,-16.9,-15.6,-15.6,0.142,1.78,19.5,0.09,0.112,0.101,11.0,10.9,0.573,0.577,0.144,0.151,104.05,105.2,87.66,105.2,0.092,408,27,48,1.8,3.2,0.563,424,440,119,396,387,500,495,495,402,333,333,502,502,502,188,195,149,66,322,165,305,304,101,176,400,382,176,105,105,225,407,422,362,410,62,BKN
