player,team,number,position,height,weight,last_attended,country,profile_url,is_active,is_free_agent,is_retired,headshot_url,birthdate,experience,legacy,draft_year,draft_round,draft_pick,draft_status,player_id
Trey Alexander,DEN,23,Guard,76.0,185.0,Creighton,USA,https://www.nba.com/player/1641725/trey-alexander,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,,False,0.0,0.0,0.0,UDF,alexatr01
Christian Braun,DEN,0,Guard,78.0,220.0,Kansas,USA,https://www.nba.com/player/1631128/christian-braun,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,2.0,False,2022.0,1.0,21.0,Drafted,braunch01
Aaron Gordon,DEN,32,Forward,80.0,235.0,Arizona,USA,https://www.nba.com/player/203932/aaron-gordon,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,10.0,False,2014.0,1.0,4.0,Drafted,gordoaa01
PJ Hall,DEN,13,Center,82.0,245.0,Clemson,USA,https://www.nba.com/player/1641790/pj-hall,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,,False,0.0,0.0,0.0,UDF,hallpj010
DaRon Holmes II,DEN,14,Forward,82.0,225.0,Dayton,USA,https://www.nba.com/player/1641747/daron-holmes-ii,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,,False,2024.0,1.0,22.0,Drafted,iida01000
Nikola Jokić,DEN,15,Center,83.0,284.0,Mega Basket,Serbia,https://www.nba.com/player/203999/nikola-jokic,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,9.0,False,2014.0,2.0,41.0,Drafted,jokićni01
Spencer Jones,DEN,21,Forward,79.0,225.0,Stanford,USA,https://www.nba.com/player/1642461/spencer-jones,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,,False,0.0,0.0,0.0,UDF,jonessp01
DeAndre Jordan,DEN,6,Center,83.0,265.0,Texas A&M,USA,https://www.nba.com/player/201599/deandre-jordan,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,16.0,False,2008.0,2.0,35.0,Drafted,jordade01
Jamal Murray,DEN,27,Guard,76.0,215.0,Kentucky,Canada,https://www.nba.com/player/1627750/jamal-murray,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,7.0,False,2016.0,1.0,7.0,Drafted,murraja01
Zeke Nnaji,DEN,22,Forward-Center,81.0,240.0,Arizona,USA,https://www.nba.com/player/1630192/zeke-nnaji,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,4.0,False,2020.0,1.0,22.0,Drafted,nnajize01
