season,player_id,player,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,available_flag,min_sec,season_start,season_end
2015-16,202713,Kyle Singler,Kyle,1610612760,OKC,Oklahoma City Thunder,21501215,2016-04-12T00:00:00,OKC @ SAS,L,6.5,110.5,108.3,108.3,77.6,76.9,76.9,32.9,31.4,31.4,0.0,0.0,0.0,0.0,0.167,0.111,0.0,0.0,0.015,0.015,0.083,0.085,90.51,91.84,76.53,91.84,0.235,12,1,1,1.0,1.0,1.0,1,13074,13074,13074,23734,8604,9955,9955,2061,1971,1971,2291,2536,2536,18354,13303,18354,13060,8014,7893,1,1,1,1,23595,23668,22695,21657,21657,1401,18695,23432,18695,23432,1,1.0,6:32,2015,2016
2015-16,203500,Steven Adams,Steven,1610612760,OKC,Oklahoma City Thunder,21501215,2016-04-12T00:00:00,OKC @ SAS,L,37.6,103.7,109.4,109.4,107.1,108.8,108.8,-3.3,0.6,0.6,0.0,0.0,0.0,0.158,0.086,0.123,0.182,0.177,0.00875,0.00912,0.138,0.141,87.15,84.22,70.18,84.22,0.143,64,7,8,7.0,8.0,0.875,1,13074,13074,13074,1690,12579,9400,9400,14855,15855,15855,14036,12207,12208,18354,13303,18354,1350,16611,6744,20709,20660,1628,1359,18984,18981,24643,25633,25633,6691,2864,10529,2864,10529,1155,1.0,37:37,2015,2016
2015-16,2555,Nick Collison,Nick,1610612760,OKC,Oklahoma City Thunder,21501215,2016-04-12T00:00:00,OKC @ SAS,L,30.3,94.6,91.7,91.7,104.3,101.7,101.7,-9.7,-10.0,-10.0,0.25,1.33,36.4,0.111,0.194,0.155,0.273,0.273,0.0075,0.0075,0.1,0.103,92.49,95.15,79.3,95.15,0.106,60,3,4,3.0,4.0,0.75,1,13074,13074,13074,7284,17780,19070,19070,13304,11704,11704,16688,16866,16903,4387,6591,2126,2941,6370,3964,23979,24011,2942,3561,22524,22589,20823,17290,17292,10898,11544,18073,11544,18073,1788,1.0,30:16,2015,2016
2015-16,203460,Andre Roberson,Andre,1610612760,OKC,Oklahoma City Thunder,21501215,2016-04-12T00:00:00,OKC @ SAS,L,27.1,92.9,100.0,100.0,119.4,120.0,120.0,-26.5,-20.0,-20.0,0.0,0.0,0.0,0.065,0.32,0.179,0.0,0.0,0.008329999999999999,0.00644,0.066,0.063,89.38,85.97,71.64,85.97,0.138,47,2,3,2.0,3.0,0.667,1,13074,13074,13074,9950,18550,14213,14213,20886,21047,21047,21691,20149,20154,18354,13303,18354,6523,1453,2552,1,1,1913,7113,24496,24613,23512,25271,25271,7220,14994,19997,14994,19997,2883,1.0,27:05,2015,2016
2015-16,203962,Josh Huestis,Josh,1610612760,OKC,Oklahoma City Thunder,21501215,2016-04-12T00:00:00,OKC @ SAS,L,5.5,72.7,72.7,72.7,111.5,109.1,109.1,-38.8,-36.4,-36.4,0.0,0.0,0.0,0.0,0.2,0.091,0.0,0.0,0.0,0.0,0.154,0.154,95.53,96.59,80.49,96.59,-0.067,11,0,2,0.0,2.0,0.0,1,13074,13074,13074,24180,24078,23964,23964,17391,15958,15958,23659,23345,23352,18354,13303,18354,13060,5626,10590,1,1,22516,23226,16755,17336,16736,15055,15050,24708,22516,21813,22516,21813,22516,1.0,5:28,2015,2016
2015-16,200751,Randy Foye,Randy,1610612760,OKC,Oklahoma City Thunder,21501215,2016-04-12T00:00:00,OKC @ SAS,L,16.9,88.5,87.5,87.5,91.6,91.2,91.2,-3.1,-3.7,-3.7,0.375,1.0,20.0,0.0,0.048,0.029,0.2,0.203,0.0028599999999999997,0.00457,0.333,0.33,92.81,93.54,77.95,93.54,0.08,32,2,7,2.0,7.0,0.286,1,13074,13074,13074,18319,20382,20641,20641,6272,6041,6041,13951,14264,14264,1745,7038,7894,13060,20529,21212,21301,22062,19929,16086,908,1372,20473,19628,19629,14181,14994,12208,14994,12208,19020,1.0,16:56,2015,2016
2015-16,203079,Dion Waiters,Dion,1610612760,OKC,Oklahoma City Thunder,21501215,2016-04-12T00:00:00,OKC @ SAS,L,42.1,102.2,106.6,106.6,101.1,100.0,100.0,1.1,6.6,6.6,0.167,1.0,12.1,0.022,0.098,0.057,0.121,0.121,0.0025,0.0033900000000000002,0.302,0.302,89.17,87.83,73.19,87.83,0.032,76,5,22,5.0,22.0,0.227,1,13074,13074,13074,303,13484,11058,11058,11394,9849,9849,12097,9790,9790,8015,7038,13692,12928,15310,16452,16400,16456,20399,19839,2047,2380,23651,24670,24670,19668,6175,346,6175,346,20876,1.0,42:05,2015,2016
2015-16,202683,Enes Freedom,Enes,1610612760,OKC,Oklahoma City Thunder,21501215,2016-04-12T00:00:00,OKC @ SAS,L,38.1,93.0,97.3,97.3,92.5,93.2,93.2,0.4,4.0,4.0,0.0,0.0,0.0,0.122,0.262,0.193,0.158,0.16,0.00464,0.005390000000000001,0.213,0.21,95.03,92.56,77.13,92.56,0.184,73,6,14,6.0,14.0,0.429,1,13074,13074,13074,1458,18519,16510,16510,6674,6932,6932,12357,10832,10833,18354,13303,18354,2596,2923,1921,19373,19526,13887,11864,9011,9967,17461,20833,20833,3485,4268,3506,4268,3506,12903,1.0,38:07,2015,2016
2015-16,201627,Anthony Morrow,Anthony,1610612760,OKC,Oklahoma City Thunder,21501215,2016-04-12T00:00:00,OKC @ SAS,L,21.4,113.3,112.2,112.2,84.3,85.4,85.4,29.0,26.8,26.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.00488,0.17,0.176,92.29,92.16,76.8,92.16,0.031,41,1,6,1.0,6.0,0.167,1,13074,13074,13074,14734,7196,7879,7879,3602,3942,3942,2984,3381,3381,18354,13303,18354,13060,22257,23167,1,1,20399,15158,14667,14421,21057,21299,21299,19731,18695,14041,18695,14041,21747,1.0,21:21,2015,2016
2015-16,1626166,Cameron Payne,Cameron,1610612760,OKC,Oklahoma City Thunder,21501215,2016-04-12T00:00:00,OKC @ SAS,L,39.6,90.8,94.7,94.7,104.1,103.9,103.9,-13.2,-9.2,-9.2,0.35,1.17,21.2,0.023,0.05,0.036,0.182,0.182,0.00425,0.00425,0.283,0.282,94.08,92.24,76.86,92.24,0.048,75,8,20,8.0,20.0,0.4,1,13074,13074,13074,873,19448,17771,17771,13143,12977,12977,17958,16573,16573,2147,7012,7707,12772,20310,20264,20709,20800,15437,17352,3034,3416,18872,21210,21210,18037,1806,698,1806,698,14037,1.0,39:33,2015,2016
