close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fg3m,fg3a,fg3_pct,ns_fg3_pct,plusminus
1641710,Anthony Black,1610612753,ORL,G,21.0,78,71,0.378,83,270,0.307,0.365,-0.058
1630532,Franz Wagner,1610612753,ORL,F,23.0,60,56,0.427,96,262,0.366,0.361,0.006
1631094,Paolo Banchero,1610612753,ORL,F,22.0,46,45,0.413,83,250,0.332,0.36,-0.028
203484,Kentavious Caldwell-Pope,1610612753,ORL,G,32.0,77,73,0.369,101,245,0.412,0.37,0.043
1629048,Goga Bitadze,1610612753,ORL,C-F,25.0,69,66,0.311,72,236,0.305,0.356,-0.051
1628976,Wendell Carter Jr.,1610612753,ORL,C-F,26.0,68,63,0.261,73,197,0.371,0.354,0.016
1641783,Tristan da Silva,1610612753,ORL,F,24.0,74,67,0.321,68,174,0.391,0.365,0.026
1630175,Cole Anthony,1610612753,ORL,G,25.0,67,55,0.355,69,168,0.411,0.363,0.048
1630591,Jalen Suggs,1610612753,ORL,G,24.0,35,33,0.352,45,131,0.344,0.365,-0.021
1628371,Jonathan Isaac,1610612753,ORL,F,27.0,71,61,0.312,59,128,0.461,0.356,0.105
203914,Gary Harris,1610612753,ORL,G,30.0,47,36,0.378,30,91,0.33,0.36,-0.03
202709,Cory Joseph,1610612753,ORL,G,33.0,48,32,0.359,26,89,0.292,0.345,-0.053
1631216,Caleb Houstan,1610612753,ORL,G,22.0,54,44,0.389,36,89,0.404,0.363,0.042
1641724,Jett Howard,1610612753,ORL,G,21.0,55,40,0.389,28,84,0.333,0.369,-0.036
1629021,Moritz Wagner,1610612753,ORL,F-C,28.0,29,27,0.292,22,69,0.319,0.365,-0.046
1630243,Trevelin Queen,1610612753,ORL,G,28.0,28,23,0.381,21,64,0.328,0.349,-0.021
1630644,Mac McClung,1610612753,ORL,G,26.0,2,1,0.5,0,1,0.0,0.286,-0.286
