season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,available_flag,season_start,season_end
2017-18,1610612741,CHI,Chicago Bulls,21701224,2018-04-11T00:00:00,CHI vs. DET,L,48.0,11.3,4.5,8.3,27.0,17.3,5.3,15.0,31.5,0,0,0,1231,123,1281,2135,1212,1947,2093,332,2166,885,1.0,2017,2018
2017-18,1610612764,WAS,Washington Wizards,21701222,2018-04-11T00:00:00,WAS @ ORL,L,48.0,9.0,15.0,14.3,31.5,12.0,7.5,10.5,19.5,0,0,0,1231,123,1802,186,303,1383,1189,808,1562,30,1.0,2017,2018
2017-18,1610612748,MIA,Miami Heat,21701221,2018-04-11T00:00:00,MIA vs. TOR,W,53.0,15.6,18.3,10.2,43.5,4.8,8.8,4.1,34.0,0,0,0,1,15,553,40,900,266,90,1146,350,1285,1.0,2017,2018
2017-18,1610612757,POR,Portland Trail Blazers,21701229,2018-04-11T00:00:00,POR vs. UTA,W,48.0,14.3,5.3,5.3,31.5,9.0,15.0,3.8,34.5,0,0,0,1,123,663,2006,1825,1383,528,2224,268,1293,1.0,2017,2018
2017-18,1610612752,NYK,New York Knicks,21701220,2018-04-11T00:00:00,NYK @ CLE,W,48.0,15.0,9.0,10.5,37.5,14.3,18.0,3.8,39.0,0,0,0,1,123,557,1133,764,604,1689,2396,268,1866,1.0,2017,2018
2017-18,1610612745,HOU,Houston Rockets,21701230,2018-04-11T00:00:00,HOU @ SAC,L,48.0,10.5,9.0,12.0,21.0,10.5,7.5,7.5,34.5,0,0,0,1231,123,1476,1133,533,2361,831,808,948,1293,1.0,2017,2018
2017-18,1610612749,MIL,Milwaukee Bucks,21701223,2018-04-11T00:00:00,MIL @ PHI,L,48.0,8.3,9.8,8.3,31.5,23.3,15.8,15.0,54.0,0,0,0,1231,123,1948,971,1212,1383,2418,2277,2166,2450,1.0,2017,2018
2017-18,1610612758,SAC,Sacramento Kings,21701230,2018-04-11T00:00:00,SAC vs. HOU,W,48.0,10.5,7.5,7.5,34.5,10.5,9.0,12.0,21.0,0,0,0,1,123,1476,1468,1366,973,831,1157,1831,62,1.0,2017,2018
2017-18,1610612750,MIN,Minnesota Timberwolves,21701225,2018-04-11T00:00:00,MIN vs. DEN,W,53.0,16.3,9.5,8.2,35.3,8.2,11.5,0.0,27.2,0,0,0,1,15,458,1123,1358,962,385,1810,1,515,1.0,2017,2018
2017-18,1610612755,PHI,Philadelphia 76ers,21701223,2018-04-11T00:00:00,PHI vs. MIL,W,48.0,23.3,15.8,15.0,54.0,8.3,9.8,8.3,31.5,0,0,0,1,123,34,141,241,8,390,1339,1104,885,1.0,2017,2018
2017-18,1610612747,LAL,Los Angeles Lakers,21701228,2018-04-11T00:00:00,LAL @ LAC,W,48.0,18.0,8.3,13.5,28.5,6.8,7.5,3.8,48.0,0,0,0,1,123,238,1317,367,1784,210,808,268,2382,1.0,2017,2018
2017-18,1610612739,CLE,Cleveland Cavaliers,21701220,2018-04-11T00:00:00,CLE vs. NYK,L,48.0,14.3,18.0,3.8,39.0,15.0,9.0,10.5,37.5,0,0,0,1231,123,663,43,2112,460,1813,1157,1562,1683,1.0,2017,2018
2017-18,1610612761,TOR,Toronto Raptors,21701221,2018-04-11T00:00:00,TOR @ MIA,L,53.0,4.8,8.8,4.1,34.0,15.6,18.3,10.2,43.5,0,0,0,1231,15,2370,1305,2103,1169,1906,2419,1556,2194,1.0,2017,2018
2017-18,1610612738,BOS,Boston Celtics,21701219,2018-04-11T00:00:00,BOS vs. BKN,W,48.0,9.0,17.3,12.8,48.0,10.5,10.5,9.8,37.5,0,0,0,1,123,1802,67,453,54,831,1495,1416,1683,1.0,2017,2018
2017-18,1610612765,DET,Detroit Pistons,21701224,2018-04-11T00:00:00,DET @ CHI,W,48.0,17.3,5.3,15.0,31.5,11.3,4.5,8.3,27.0,0,0,0,1,123,308,2006,241,1383,997,218,1104,389,1.0,2017,2018
2017-18,1610612763,MEM,Memphis Grizzlies,21701227,2018-04-11T00:00:00,MEM @ OKC,L,48.0,12.8,11.3,15.0,37.5,15.0,10.5,22.5,34.5,0,0,0,1231,123,954,652,241,604,1813,1495,2424,1293,1.0,2017,2018
2017-18,1610612760,OKC,Oklahoma City Thunder,21701227,2018-04-11T00:00:00,OKC vs. MEM,W,48.0,15.0,10.5,22.5,34.5,12.8,11.3,15.0,37.5,0,0,0,1,123,557,798,32,973,1346,1667,2166,1683,1.0,2017,2018
2017-18,1610612751,BKN,Brooklyn Nets,21701219,2018-04-11T00:00:00,BKN @ BOS,L,48.0,10.5,10.5,9.8,37.5,9.0,17.3,12.8,48.0,0,0,0,1231,123,1476,798,907,604,528,2366,1931,2382,1.0,2017,2018
2017-18,1610612743,DEN,Denver Nuggets,21701225,2018-04-11T00:00:00,DEN @ MIN,L,53.0,8.2,11.5,0.0,27.2,16.3,9.5,8.2,35.3,0,0,0,1231,15,2072,649,2430,1938,2001,1330,1097,1491,1.0,2017,2018
