close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_lt_10,fga_lt_10,lt_10_pct,ns_lt_10_pct,plusminus
1627734,Domantas Sabonis,1610612754,IND,F-C,24.0,62,62,0.514,4.73,9.02,0.524,0.579,-0.055
1626167,Myles Turner,1610612754,IND,C-F,24.0,62,62,0.577,4.71,8.74,0.539,0.595,-0.056
1627763,Malcolm Brogdon,1610612754,IND,G,27.0,54,54,0.489,3.06,5.83,0.524,0.568,-0.044
203087,Jeremy Lamb,1610612754,IND,G-F,28.0,46,45,0.485,3.3,5.65,0.585,0.563,0.022
203200,Justin Holiday,1610612754,IND,F-G,31.0,73,71,0.503,2.82,5.11,0.552,0.568,-0.016
1628988,Aaron Holiday,1610612754,IND,G,23.0,65,65,0.441,2.75,4.8,0.574,0.561,0.012
203506,Victor Oladipo,1610612754,IND,G,28.0,19,18,0.408,2.47,4.42,0.56,0.581,-0.021
203933,T.J. Warren,1610612754,IND,F,26.0,67,65,0.474,2.43,4.3,0.566,0.571,-0.005
203926,Doug McDermott,1610612754,IND,F,28.0,69,68,0.504,2.13,3.74,0.57,0.556,0.014
1628513,Naz Mitrou-Long,1610612754,IND,G,26.0,3,2,0.688,1.67,3.67,0.455,0.531,-0.076
1629048,Goga Bitadze,1610612754,IND,C-F,20.0,53,49,0.632,1.68,3.4,0.494,0.568,-0.073
203960,JaKarr Sampson,1610612754,IND,F,27.0,33,31,0.524,1.79,3.3,0.541,0.561,-0.02
204456,T.J. McConnell,1610612754,IND,G,28.0,71,65,0.474,1.79,3.06,0.585,0.555,0.03
1628388,T.J. Leaf,1610612754,IND,F,23.0,24,20,0.565,1.54,2.71,0.569,0.551,0.018
1628410,Edmond Sumner,1610612754,IND,G,24.0,29,23,0.411,0.83,1.83,0.453,0.559,-0.106
1628968,Brian Bowen II,1610612754,IND,F-G,21.0,5,5,0.7,0.4,1.4,0.286,0.55,-0.264
1628993,Alize Johnson,1610612754,IND,F,24.0,13,6,0.382,0.46,1.0,0.462,0.522,-0.06
