close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
1626167,Myles Turner,1610612754,IND,C-F,24.0,4,4,1.0,8.0,20.0,0.4,0.493,-0.093
1627763,Malcolm Brogdon,1610612754,IND,G,27.0,4,4,1.0,7.5,13.0,0.577,0.453,0.124
203200,Justin Holiday,1610612754,IND,F-G,31.0,4,4,1.0,5.25,12.5,0.42,0.455,-0.035
203506,Victor Oladipo,1610612754,IND,G,28.0,4,4,1.0,4.75,11.25,0.422,0.455,-0.033
203933,T.J. Warren,1610612754,IND,F,26.0,4,4,1.0,4.25,9.75,0.436,0.449,-0.013
1628410,Edmond Sumner,1610612754,IND,G,24.0,2,2,1.0,3.0,7.5,0.4,0.469,-0.069
1628988,Aaron Holiday,1610612754,IND,G,23.0,4,4,1.0,4.25,6.25,0.68,0.435,0.245
203960,JaKarr Sampson,1610612754,IND,F,27.0,4,4,1.0,2.75,4.75,0.579,0.471,0.108
204456,T.J. McConnell,1610612754,IND,G,28.0,3,3,1.0,1.67,3.0,0.556,0.452,0.103
203926,Doug McDermott,1610612754,IND,F,28.0,4,4,1.0,1.0,2.75,0.364,0.448,-0.084
1628993,Alize Johnson,1610612754,IND,F,24.0,1,1,1.0,0.0,1.0,0.0,0.442,-0.442
