close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_lt_10,fga_lt_10,lt_10_pct,ns_lt_10_pct,plusminus
2216,Zach Randolph,1610612758,SAC,F,36.0,59,59,0.467,3.49,5.46,0.64,0.583,0.056
1626161,Willie Cauley-Stein,1610612758,SAC,C,24.0,73,72,0.44,3.01,5.33,0.566,0.584,-0.018
201585,Kosta Koufos,1610612758,SAC,C,29.0,71,66,0.529,2.41,4.82,0.5,0.585,-0.085
1627746,Skal Labissiere,1610612758,SAC,F-C,22.0,59,58,0.479,2.49,4.54,0.549,0.576,-0.027
1627741,Buddy Hield,1610612758,SAC,G,25.0,80,79,0.441,2.43,4.2,0.577,0.556,0.021
1628368,De'Aaron Fox,1610612758,SAC,G,20.0,72,72,0.392,2.51,4.1,0.614,0.551,0.062
203992,Bogdan Bogdanović,1610612758,SAC,G,25.0,78,74,0.423,1.91,3.6,0.53,0.568,-0.037
202066,Garrett Temple,1610612758,SAC,F-G,32.0,65,63,0.413,2.0,3.48,0.575,0.56,0.015
202697,Iman Shumpert,1610612758,SAC,G,28.0,14,11,0.469,1.86,3.21,0.578,0.538,0.039
204022,Jack Cooley,1610612758,SAC,C-F,27.0,6,6,0.462,1.67,3.0,0.556,0.6,-0.044
203960,JaKarr Sampson,1610612758,SAC,F,25.0,22,19,0.458,1.18,3.0,0.394,0.587,-0.193
1628382,Justin Jackson,1610612758,SAC,F,23.0,67,64,0.446,1.88,2.97,0.633,0.566,0.067
1628502,Nigel Hayes,1610612758,SAC,F,23.0,6,6,0.457,1.33,2.67,0.5,0.562,-0.062
203998,Bruno Caboclo,1610612758,SAC,F,22.0,8,7,0.568,1.5,2.63,0.571,0.581,-0.01
1713,Vince Carter,1610612758,SAC,G-F,41.0,57,48,0.414,1.32,2.4,0.547,0.581,-0.033
1628412,Frank Mason III,1610612758,SAC,G,24.0,50,45,0.423,1.62,2.38,0.681,0.542,0.138
