player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
1627863,Danuel House Jr.,Danuel,1610612755,PHI,30.0,7,3,4,0.429,42.01833333333333,4,0,8,16,14,9,9,28,0,2,4,1,34.9,81,88,71,109,154,125,160,74,106,60,53,57,58,147,115,65,152,148,PHI
1629001,De'Anthony Melton,De'Anthony,1610612755,PHI,25.0,11,7,4,0.636,274.16333333333336,11,22,12,20,77,46,63,210,9,6,20,10,215.2,46,35,71,23,48,75,31,53,96,156,126,152,154,24,163,154,85,56,PHI
203473,Dewayne Dedmon,Dewayne,1610612755,PHI,33.0,1,0,1,0.0,5.0,0,0,0,0,4,2,0,8,0,0,1,0,0.2,203,189,12,189,204,161,160,149,177,32,15,1,28,147,1,31,182,209,PHI
1627788,Furkan Korkmaz,Furkan,1610612755,PHI,25.0,3,1,2,0.333,11.266666666666667,2,0,0,0,4,2,2,12,0,1,0,2,3.7,175,132,36,127,185,144,160,149,177,32,15,18,36,147,83,1,136,194,PHI
1627777,Georges Niang,Georges,1610612755,PHI,30.0,11,7,4,0.636,157.26166666666666,5,8,3,12,42,19,41,122,2,2,16,1,56.8,46,35,71,23,97,119,91,118,122,104,78,120,106,84,115,138,152,132,PHI
1630531,Jaden Springer,Jaden,1610612755,PHI,20.0,4,1,3,0.25,16.91,2,1,2,2,4,5,2,12,0,0,2,1,11.0,155,132,51,151,172,144,156,131,165,32,39,18,36,147,1,42,152,172,PHI
1629667,Jalen McDaniels,Jalen,1610612755,PHI,25.0,8,5,3,0.625,101.50833333333334,7,4,0,8,28,11,21,76,0,0,8,1,45.7,73,67,51,30,121,96,110,149,133,87,60,85,80,147,1,93,152,140,PHI
201935,James Harden,James,1610612755,PHI,33.0,11,7,4,0.636,427.195,21,24,18,60,128,86,131,348,4,15,28,46,478.1,46,35,71,23,29,42,26,39,41,184,176,194,182,56,208,172,17,21,PHI
203954,Joel Embiid,Joel,1610612755,PHI,29.0,9,5,4,0.556,336.4033333333333,28,33,12,84,98,57,101,260,25,11,27,60,412.6,70,67,71,50,41,28,17,53,26,175,140,183,167,3,196,171,12,25,PHI
1626149,Montrezl Harrell,Montrezl,1610612755,PHI,29.0,2,2,0,1.0,6.95,0,0,0,0,2,0,2,2,0,0,0,0,1.2,184,105,1,1,193,161,160,149,177,15,1,18,3,147,1,1,182,202,PHI
200782,P.J. Tucker,P.J.,1610612755,PHI,38.0,11,7,4,0.636,293.6666666666667,6,9,0,10,79,69,94,266,3,1,28,13,181.0,46,35,71,23,46,106,81,149,127,158,159,177,171,68,83,172,76,64,PHI
1630194,Paul Reed,Paul,1610612755,PHI,24.0,11,7,4,0.636,156.88166666666666,15,8,2,42,48,41,38,134,4,3,15,6,157.5,46,35,71,23,98,57,91,131,62,119,114,112,111,56,136,128,112,76,PHI
1629003,Shake Milton,Shake,1610612755,PHI,26.0,6,3,3,0.5,20.96,0,2,0,6,7,11,5,18,0,0,3,2,19.6,96,88,51,71,166,161,134,149,140,49,60,46,50,147,1,58,136,161,PHI
202699,Tobias Harris,Tobias,1610612755,PHI,30.0,11,7,4,0.636,391.69666666666666,31,34,26,96,112,78,115,328,6,8,28,13,322.0,46,35,71,23,34,22,15,26,20,179,172,189,177,38,179,172,76,38,PHI
1630178,Tyrese Maxey,Tyrese,1610612755,PHI,22.0,11,7,4,0.636,423.1183333333333,34,21,40,86,138,74,116,346,5,11,26,20,379.1,46,35,71,23,30,20,32,15,25,186,164,190,181,45,196,169,57,32,PHI
