GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK
Players,1631260,AJ Green,AJ,1610612749,MIL,25.0,1,0,1,0.0,9.9,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,3,-1,3.0,0,0,4.0,100,84,10,84,51,49,77,1,17,50,1,48,50,48,42,69,77,49,44,26,28,1,57,59,50,55,75,40,5,65
Players,203932,Aaron Gordon,Aaron,1610612743,DEN,29.0,8,4,4,0.5,35.135,6,9,0.667,3,4,0.75,6,6,1.0,7,4,11,0,1,1,0,1,1,4,21,-2,36.2,2,0,37.0,12,17,118,44,6,8,15,19,5,14,14,6,9,1,1,14,2,49,14,10,28,102,57,5,7,69,9,11,5,7
Players,1630174,Aaron Nesmith,Aaron,1610612754,IND,25.0,9,8,1,0.889,32.695,3,11,0.273,1,2,0.5,4,4,1.0,4,6,10,0,0,1,2,2,5,3,11,22,32.0,3,0,28.0,7,1,10,10,10,20,10,58,17,34,23,13,14,1,3,5,4,49,44,10,2,127,124,11,17,5,12,4,5,13
Players,201143,Al Horford,Al,1610612738,BOS,39.0,5,1,4,0.2,20.616666666666667,0,1,0.0,0,1,0.0,0,0,0.0,0,5,5,0,0,0,1,0,3,0,0,-15,9.0,0,0,7.0,25,53,118,81,21,70,77,70,47,50,47,48,50,48,42,8,13,49,44,26,8,1,115,59,79,123,46,40,5,51
Players,1627936,Alex Caruso,Alex,1610612760,OKC,31.0,7,4,3,0.571,19.558333333333334,2,3,0.667,0,0,0.0,1,2,0.5,0,5,5,2,1,1,1,0,5,2,5,12,19.0,0,0,16.0,20,17,89,42,26,30,48,19,47,70,47,34,27,38,42,8,13,14,14,10,8,1,124,20,38,20,24,40,5,27
Players,1630578,Alperen Sengun,Alperen,1610612745,HOU,22.0,3,0,3,0.0,6.371666666666667,1,3,0.333,0,0,0.0,0,0,0.0,0,1,1,2,0,0,0,0,0,0,2,-12,6.2,2,0,5.0,56,84,89,84,70,49,48,50,47,70,47,48,50,48,42,40,48,14,44,26,28,1,1,59,65,117,54,11,5,57
Players,1641708,Amen Thompson,Amen,1610612745,HOU,22.0,3,0,3,0.0,6.398333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,0,0,0,0,-10,2.4,0,0,2.0,56,84,89,84,68,70,92,70,47,70,47,48,50,48,42,28,39,49,44,26,28,1,1,59,79,112,84,40,5,80
Players,1629614,Andrew Nembhard,Andrew,1610612754,IND,25.0,9,8,1,0.889,32.49,7,11,0.636,4,6,0.667,3,3,1.0,0,1,1,3,1,3,1,0,1,2,21,19,37.7,1,0,37.0,7,1,10,10,11,6,10,25,2,7,18,16,21,1,42,40,48,9,14,2,8,1,57,20,7,10,8,20,5,7
Players,1630162,Anthony Edwards,Anthony,1610612750,MIN,23.0,5,4,1,0.8,17.388333333333332,4,8,0.5,2,5,0.4,6,7,0.857,1,2,3,5,0,0,1,0,1,4,16,22,30.1,1,0,28.0,25,17,10,15,30,13,18,30,11,11,29,6,5,28,15,28,30,4,44,26,8,1,57,5,9,5,14,20,5,13
Players,1641709,Ausar Thompson,Ausar,1610612765,DET,22.0,4,1,3,0.25,6.871666666666667,2,2,1.0,0,0,0.0,1,2,0.5,0,0,0,0,0,2,1,0,3,1,5,0,14.0,0,0,11.0,38,53,89,75,63,30,58,1,47,70,47,34,27,38,42,69,77,49,44,5,8,1,115,39,38,46,32,40,5,37
