group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank,team
Players,1629027,Trae Young,Trae,1610612737,ATL,26.0,38,18,20,0.474,151.0,0.39,0.308,0.378,0.486,0.477,0.578,0.548,0.029,0.125,0.101,0.5,0.4,0.158,0.063,0.267,0.173,0.479,0.402,11,31,487,283,6,9,65,20,33,19,13,11,298,317,366,16,458,201,206,393,252,18,19,ATL
Players,1642258,Zaccharie Risacher,Zaccharie,1610612737,ATL,20.0,11,5,6,0.455,19.0,0.151,0.077,0.167,0.0,0.267,0.214,0.211,0.286,0.222,0.25,0.125,0.0,0.0,0.0,0.5,0.077,0.182,0.111,254,243,240,300,284,207,337,198,265,100,132,137,121,163,140,244,1,263,208,448,132,175,315,ATL
Players,1631243,Mouhamed Gueye,Mouhamed,1610612737,ATL,22.0,6,3,3,0.5,7.0,0.095,0.2,0.091,0.0,0.0,0.222,0.273,0.5,0.375,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.2,322,304,148,212,382,360,159,362,265,347,123,94,32,47,36,337,1,263,208,1,1,240,158,ATL
Players,1629726,Garrison Mathews,Garrison,1610612737,ATL,28.0,11,6,5,0.545,20.0,0.074,0.0,0.059,0.0,0.063,0.13,0.12,0.0,0.0,0.0,0.182,0.0,1.0,0.0,0.0,0.5,0.143,0.05,254,229,214,175,279,392,369,401,265,324,205,219,302,382,400,179,1,1,208,1,476,210,376,ATL
Players,1626204,Larry Nance Jr.,Larry,1610612737,ATL,32.0,4,2,2,0.5,17.0,0.167,0.333,0.226,0.25,0.167,0.0,0.0,0.333,0.417,0.389,0.125,0.0,0.0,0.0,0.5,0.2,0.0,0.256,359,335,105,212,291,175,43,122,114,213,307,313,96,33,48,244,1,263,208,448,278,339,95,ATL
Players,1627777,Georges Niang,Georges,1610612737,ATL,31.0,23,11,12,0.478,43.0,0.099,0.063,0.135,0.0,0.25,0.047,0.049,0.0,0.231,0.176,0.125,0.077,0.0,0.5,0.0,0.222,0.086,0.054,133,135,372,280,199,353,349,279,265,111,285,293,302,159,241,244,233,263,33,1,320,286,372,ATL
Players,1630700,Dyson Daniels,Dyson,1610612737,ATL,22.0,39,20,19,0.513,148.0,0.136,0.183,0.162,0.182,0.12,0.061,0.068,0.128,0.212,0.188,0.164,0.154,0.455,0.313,0.067,0.243,0.092,0.15,9,12,481,211,7,241,184,219,170,278,271,282,233,178,228,205,303,52,100,290,352,271,236,ATL
Players,1629611,Terance Mann,Terance,1610612737,ATL,28.0,17,6,11,0.353,35.0,0.086,0.045,0.132,0.143,0.143,0.0,0.0,0.333,0.0,0.059,0.286,0.0,0.0,0.333,0.0,0.2,0.1,0.04,190,229,352,366,222,373,364,289,203,238,307,313,96,382,390,100,1,263,82,1,278,261,386,ATL
Players,1630811,Keaton Wallace,Keaton,1610612737,ATL,26.0,6,4,2,0.667,8.0,0.238,0.167,0.333,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.333,0.118,322,275,105,73,368,93,199,38,265,111,307,313,302,382,400,8,1,263,208,1,1,52,300,ATL
Players,1630168,Onyeka Okongwu,Onyeka,1610612737,ATL,24.0,31,16,15,0.516,111.0,0.124,0.17,0.13,0.0,0.013,0.2,0.17,0.621,0.293,0.385,0.132,0.097,0.143,0.455,0.222,0.218,0.181,0.164,44,55,433,204,44,279,194,297,265,346,141,176,22,93,50,241,247,210,56,371,315,179,208,ATL
