team_id,team_name,team,gp,g,fga_frequency,fgm,fga,fg_pct,efg_pct,fg2a_frequency,fg2m,fg2a,fg2_pct,fg3a_frequency,fg3m,fg3a,fg3_pct
1610612752,New York Knicks,NYK,18,18,0.325,196,506,0.387,0.455,0.192,128,299,0.428,0.133,68,207,0.329
1610612754,Indiana Pacers,IND,17,17,0.316,185,458,0.404,0.477,0.182,118,264,0.447,0.134,67,194,0.345
1610612760,Oklahoma City Thunder,OKC,17,17,0.277,176,435,0.405,0.461,0.183,127,288,0.441,0.094,49,147,0.333
1610612750,Minnesota Timberwolves,MIN,15,15,0.275,120,352,0.341,0.419,0.123,65,158,0.411,0.151,55,194,0.284
1610612738,Boston Celtics,BOS,11,11,0.333,101,304,0.332,0.429,0.136,42,124,0.339,0.197,59,180,0.328
1610612743,Denver Nuggets,DEN,14,14,0.239,117,290,0.403,0.483,0.14,71,170,0.418,0.099,46,120,0.383
1610612744,Golden State Warriors,GSW,12,12,0.241,96,247,0.389,0.486,0.135,48,138,0.348,0.106,48,109,0.44
1610612739,Cleveland Cavaliers,CLE,9,9,0.289,87,228,0.382,0.504,0.1,31,79,0.392,0.189,56,149,0.376
1610612746,LA Clippers,LAC,7,7,0.28,66,166,0.398,0.485,0.132,37,78,0.474,0.149,29,88,0.33
1610612745,Houston Rockets,HOU,7,7,0.285,63,164,0.384,0.457,0.167,39,96,0.406,0.118,24,68,0.353
1610612765,Detroit Pistons,DET,6,6,0.315,57,156,0.365,0.413,0.2,42,99,0.424,0.115,15,57,0.263
1610612753,Orlando Magic,ORL,5,5,0.341,54,144,0.375,0.413,0.218,43,92,0.467,0.123,11,52,0.212
1610612747,Los Angeles Lakers,LAL,5,5,0.34,45,134,0.336,0.41,0.162,25,64,0.391,0.178,20,70,0.286
1610612749,Milwaukee Bucks,MIL,5,5,0.282,42,124,0.339,0.399,0.169,27,74,0.365,0.114,15,50,0.3
1610612763,Memphis Grizzlies,MEM,4,4,0.3,36,104,0.346,0.389,0.184,27,64,0.422,0.115,9,40,0.225
1610612748,Miami Heat,MIA,4,4,0.301,33,98,0.337,0.403,0.166,20,54,0.37,0.135,13,44,0.295
